POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,11,Francisco Vargas,,San Diego,MLB,MLB,05/16/2013,24,DOM,6' 3',200 lbs,Right,Right,5.0 Stars,5.0 Stars,98,90,96,100,74,95,100,100,100,100,95,100,83,86,88,90,68,77,29,3,Line Drive,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,36,71,54,45,53,51,49,51,15,30,12,670,578,.317,.403,.630,147.6,.424,1.033,.317,4.73,140,8.0,65.8,-1.3,-1.6,-2.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,15,Leodalis De Vries,,San Diego,MLB,MLB,10/11/2006,30,DOM,6' 2',200 lbs,Switch,Right,5.0 Stars,5.0 Stars,58,74,60,87,49,46,84,66,61,97,51,50,71,56,59,83,49,45,64,48,Line Drive,Normal,Normal,1,1,1,35,1,1,1,1,34,1,1,1,1,36,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,83-85,83-85,3/4,Normal,6,9,2,-,4,71,72,69,64,58,49,50,70,67,75,100,668,616,.295,.347,.606,129.6,.393,.953,.323,4.08,123,10.2,48.6,1.0,2.9,3.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,89,Sebastian Walcott,,Texas,MLB,MLB,03/14/2006,31,BAH,6' 4',200 lbs,Right,Right,5.0 Stars,5.0 Stars,67,67,65,77,73,62,64,75,74,100,88,78,68,66,62,68,69,60,50,32,Line Drive,Normal,Normal,1,1,1,49,1,1,1,1,47,1,1,1,1,51,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,4,-,1,1,1,68,64,79,67,43,34,65,74,77,80,100,617,547,.272,.352,.519,103.8,.370,.871,.287,0.29,102,6.5,30.6,5.8,1.0,6.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,3,Mike Atkins,,New York,MLB,MLB,10/20/2014,22,USA,6' 6',210 lbs,Left,Left,4.5 Stars,5.0 Stars,64,59,100,84,55,69,49,48,76,53,47,48,62,74,100,97,58,80,49,3,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,4,4,4,12,8,40,3,67,57,57,62,47,47,63,592,527,.315,.383,.611,122.6,.414,.994,.313,4.23,119,7.4,52.8,-3.9,1.3,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Matt Bruns,,Toronto,MLB,MLB,10/24/2007,29,USA,6' 1',205 lbs,Right,Right,4.5 Stars,4.5 Stars,50,48,73,74,65,52,53,60,87,88,77,69,47,47,68,69,61,48,29,9,Line Drive,Pull,Spray,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,72,72,58,8,4,42,36,43,36,42,44,36,35,43,525,460,.248,.330,.452,67.1,.332,.782,.284,0.78,70,3.2,11.1,-2.8,-2.5,-5.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,27,DOM,6' 4',200 lbs,Right,Right,4.5 Stars,4.5 Stars,87,70,55,51,48,93,80,100,59,61,51,100,67,81,53,49,47,84,45,2,Line Drive,Spray,Normal,1,11,1,8,12,1,11,1,8,12,1,11,1,8,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,7,3,1,2,80,77,41,58,24,31,19,44,44,68,56,643,584,.318,.372,.481,102.0,.366,.853,.330,1.87,104,5.7,21.0,0.1,2.1,2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,25,DOM,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,86,69,79,67,88,92,81,100,92,95,100,100,64,77,74,60,77,81,62,5,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,13,24,29,14,61,44,49,64,36,10,40,641,541,.268,.371,.444,90.6,.353,.815,.284,0.92,97,3.6,20.8,-2.7,-0.1,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,David Thornton,,Chicago,MLB,MLB,11/09/2008,28,USA,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,78,67,53,72,73,80,76,88,58,92,94,90,63,74,52,64,66,77,51,9,Line Drive,Pull,Pull,1,11,1,7,12,1,11,1,7,12,1,10,1,7,11,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,4,4,1,3,14,11,18,7,68,53,44,29,32,46,31,622,536,.306,.397,.537,114.3,.391,.934,.325,3.12,113,6.5,39.4,-2.6,0.8,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,28,Manny Alvarez,,Milwaukee,MLB,MLB,01/30/2012,25,VEN,5' 11',190 lbs,Right,Right,4.5 Stars,4.5 Stars,64,69,58,78,59,57,79,81,63,100,77,72,66,60,56,70,55,53,37,4,Line Drive,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,2,1,1,61,62,63,65,53,41,54,76,63,78,64,636,552,.290,.377,.516,113.1,.374,.894,.326,5.25,107,4.6,34.7,0.8,-1.9,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,41,Antonio Garcia,,Kansas City,MLB,MLB,09/04/2014,23,DOM,6' 2',200 lbs,Left,Right,4.5 Stars,4.5 Stars,65,62,100,71,56,63,48,45,82,44,45,42,71,79,100,86,60,78,41,6,Line Drive,Pull,Normal,1,1,1,11,1,1,2,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,4,2,63,48,35,53,47,41,34,73,36,17,32,593,501,.289,.391,.591,121.9,.410,.982,.313,4.16,117,5.7,47.5,-1.6,-0.7,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,15,Mario Izurieta,,Pittsburgh,MLB,MLB,01/29/2009,28,USA,6' 1',200 lbs,Left,Left,4.5 Stars,4.5 Stars,84,84,65,42,72,71,72,58,57,32,55,47,88,91,68,44,79,83,95,70,Line Drive,Spray,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,87-89,3/4,Normal,1,5,2,4,3,51,50,52,3,80,63,68,85,78,75,98,658,578,.303,.384,.465,109.6,.365,.850,.351,4.53,106,6.7,31.2,-0.0,2.3,2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,David Cortez,,Toronto,MLB,MLB,06/25/2009,28,DOM,6' 2',205 lbs,Right,Right,4.0 Stars,4.5 Stars,77,83,57,56,59,62,97,92,65,77,83,74,78,72,55,51,53,60,50,6,Line Drive,Spray,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,6,3,2,3,57,46,79,43,42,27,45,26,11,4,50,623,557,.327,.393,.553,120.0,.403,.946,.368,3.56,119,6.9,48.7,-1.4,0.5,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,24,VEN,6' 1',200 lbs,Right,Right,4.0 Stars,5.0 Stars,71,65,50,76,73,70,75,90,55,100,98,94,61,63,49,66,65,62,25,13,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,51,41,64,17,38,35,54,20,18,14,24,670,585,.299,.376,.532,113.3,.382,.908,.319,4.04,117,4.5,30.7,0.0,-0.7,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,31,Josh Pryor,,Miami,MLB,MLB,02/24/2010,27,USA,6' 2',200 lbs,Right,Right,4.0 Stars,5.0 Stars,84,80,62,51,56,77,100,100,79,77,66,95,73,77,58,47,52,70,44,2,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,SIDE,Normal,1,1,4,6,12,63,68,74,66,45,23,49,62,27,14,44,619,540,.302,.380,.481,103.1,.370,.861,.333,2.38,102,5.4,30.4,0.0,-0.6,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Wessley Roberson,,Minnesota,MLB,MLB,02/28/2008,29,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.5 Stars,73,57,61,47,76,87,66,86,64,49,84,94,55,69,60,47,73,85,63,47,Line Drive,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,14,1,1,1,19,27,34,19,83,87,64,92,83,83,100,625,556,.257,.336,.448,87.0,.336,.784,.274,0.31,86,6.4,15.4,3.3,3.8,7.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,8,Edgar Rodregez,,Kansas City,MLB,MLB,11/05/2012,24,DOM,6' 3',205 lbs,Left,Left,4.0 Stars,4.0 Stars,46,67,76,100,60,28,55,40,66,87,56,21,73,48,80,100,62,31,43,44,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,5,10,8,6,24,22,49,3,72,51,70,77,40,34,25,601,530,.253,.339,.508,94.5,.362,.847,.318,1.75,95,4.2,24.7,-1.6,-2.2,-3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,16,Melvin Rodriguez,,New York,MLB,MLB,10/17/2010,26,DOM,6' 4',200 lbs,Left,Right,4.0 Stars,4.5 Stars,91,78,55,48,83,94,55,51,45,35,57,50,88,100,60,53,94,100,47,7,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,3,2,21,23,47,12,53,71,45,63,53,50,75,597,512,.289,.385,.453,90.2,.365,.838,.315,0.83,96,3.4,29.4,-3.9,1.8,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,34,Jose Vidal,,Colorado,MLB,MLB,04/17/2009,28,CUB,6' 3',200 lbs,Left,Left,4.0 Stars,4.0 Stars,69,66,59,57,59,66,56,52,51,46,51,50,70,77,62,62,61,75,22,2,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,3,1,1,1,21,12,17,5,73,53,63,60,41,54,34,642,561,.340,.419,.535,128.9,.408,.954,.382,3.73,126,6.2,43.0,-2.2,-0.4,-2.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,Roberto Carrillo,,Pittsburgh,MLB,MLB,03/31/2008,29,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,73,70,51,70,52,67,95,98,62,100,65,91,62,64,49,56,49,61,21,11,Normal,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,88-90,SUB,Normal,1,1,1,2,2,53,52,73,44,23,25,39,25,6,1,33,649,571,.285,.361,.531,107.6,.377,.891,.306,3.58,111,5.6,37.1,0.0,0.3,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Brock Ketelsen,,Atlanta,MLB,MLB,07/21/2007,30,USA,6' 5',200 lbs,Left,Left,4.0 Stars,4.0 Stars,63,60,70,48,63,63,55,57,62,45,57,58,62,67,74,49,66,67,41,18,Line Drive,Normal,Normal,30,17,18,52,3,30,16,18,51,2,31,17,18,52,4,35,40,36,-,-,-,-,-,-,-,-,-,3,EX FB,90-92,90-92,3/4,Normal,33,28,1,1,1,23,21,27,25,81,68,82,83,79,79,100,643,575,.270,.344,.443,94.4,.340,.787,.314,1.64,91,6.4,17.5,1.7,6.5,8.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Raul Gongora,,Arizona,MLB,MLB,08/29/2010,27,DOM,6' 2',205 lbs,Right,Right,4.0 Stars,4.0 Stars,53,71,74,88,54,42,83,62,85,100,68,47,68,51,70,84,50,40,21,3,Line Drive,Pull,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,3,13,7,13,15,13,39,7,64,54,60,76,59,75,89,626,546,.234,.323,.471,86.1,.333,.793,.291,1.84,84,3.5,13.9,1.5,1.5,3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Sid Ruppert,,Atlanta,MLB,MLB,12/06/2011,25,USA,6' 6',200 lbs,Right,Right,4.0 Stars,4.0 Stars,97,89,56,44,49,92,95,100,61,51,59,100,87,94,54,43,46,88,59,9,Line Drive,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,13,12,7,10,10,4,31,1,53,54,53,58,19,8,1,620,552,.324,.397,.480,104.6,.375,.877,.357,2.36,105,4.9,34.3,0.0,-0.7,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Josh Frey,,Chicago,MLB,MLB,01/30/2012,25,USA,6' 4',190 lbs,Left,Left,4.0 Stars,4.0 Stars,61,58,78,47,41,64,44,45,60,31,26,47,64,73,84,52,45,75,52,5,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,3,3,3,3,25,22,25,3,88,76,61,88,66,72,78,600,554,.303,.352,.480,96.8,.354,.832,.351,2.86,91,6.0,20.1,2.1,3.2,5.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,74,Angel Ramos,,Cincinnati,MLB,MLB,02/06/2012,25,DOM,6' 0',190 lbs,Switch,Left,4.0 Stars,4.5 Stars,61,62,83,68,72,59,50,46,61,47,48,43,68,72,90,80,84,68,28,10,Line Drive,Normal,Spray,1,7,1,9,6,1,8,1,9,7,1,7,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,3,1,4,15,10,17,5,62,45,45,60,54,71,81,612,523,.260,.364,.484,93.4,.362,.848,.268,1.49,97,2.1,18.7,-2.2,2.5,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,9,Marcos Villareal,,Los Angeles,MLB,MLB,08/19/2008,29,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,55,54,50,77,81,57,62,67,58,94,91,66,51,52,49,72,79,54,22,4,Line Drive,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,88-90,SIDE,GB'er,1,5,1,1,1,45,32,55,59,21,11,24,25,47,48,70,646,568,.271,.353,.507,99.1,.364,.860,.299,2.25,104,4.0,26.5,-1.5,-0.6,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,17,Jonah Foley,,Chicago,MLB,MLB,10/14/2008,28,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,49,51,73,80,48,48,58,60,80,94,50,61,50,47,70,75,48,45,10,1,Line Drive,Normal,Normal,1,6,1,1,9,1,6,1,1,9,1,6,1,1,9,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,90-92,3/4,GB'er,1,2,1,1,1,8,8,17,6,74,63,59,74,75,84,96,649,583,.245,.316,.458,86.6,.331,.774,.271,0.79,87,2.9,12.4,0.9,-0.0,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,31,Alex Harrington,,Kansas City,MLB,MLB,05/20/2007,30,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,57,59,57,50,48,54,61,62,59,53,50,60,58,55,56,50,48,52,62,42,Line Drive,Pull,Pull,1,1,1,48,1,1,1,1,46,1,1,1,1,50,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,4,1,1,1,92,94,76,83,49,43,44,75,63,82,100,573,513,.244,.314,.376,61.4,.302,.690,.286,0.79,63,4.5,-4.2,1.2,1.2,2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,7,Moises Reyes,,Pittsburgh,MLB,MLB,11/10/2011,25,USA,6' 2',200 lbs,Right,Right,4.0 Stars,5.0 Stars,70,66,66,63,67,67,75,87,76,82,76,88,62,64,63,59,63,62,39,8,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,4,3,1,4,8,5,19,1,49,69,55,47,16,11,40,635,555,.265,.345,.483,95.2,.353,.828,.290,2.53,96,2.8,23.8,0.0,1.3,1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,18,Hector Roa,,Pittsburgh,MLB,MLB,04/11/2009,28,DOM,6' 5',200 lbs,Right,Right,4.0 Stars,4.0 Stars,75,64,86,53,48,79,76,90,100,70,60,93,61,70,81,49,45,74,63,13,Line Drive,Pull,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,3,1,4,1,52,43,32,37,40,58,43,19,22,21,4,699,627,.293,.358,.469,103.0,.355,.827,.329,2.99,107,4.1,27.4,0.0,-0.3,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
