POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
CF,18,Marcos Soto,,San Antonio,MLB,MLB,05/31/2024,27,VEN,5' 10',185 lbs,Switch,Right,5.0 Stars,5.0 Stars,88,86,61,55,87,78,95,100,67,62,100,95,83,84,60,52,81,72,60,5,Line Drive,Spray,Normal,1,2,1,4,1,1,2,1,4,1,1,2,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,4,2,5,31,33,23,19,81,50,54,80,57,57,87,610,526,.268,.361,.424,82.3,.339,.785,.299,1.98,85,5.3,16.8,-2.1,3.1,1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,56,Omar Marin,,New York,MLB,MLB,01/06/2024,27,USA,6' 4',205 lbs,Left,Left,4.5 Stars,5.0 Stars,75,74,60,71,50,66,58,52,51,49,44,48,80,84,65,81,52,77,30,11,Line Drive,Spray,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,6,1,1,1,41,34,34,3,65,58,63,74,52,60,75,636,582,.320,.365,.576,117.4,.392,.940,.331,4.06,117,6.8,41.4,-1.7,2.5,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Eric Palka,,Milwaukee,MLB,MLB,10/02/2019,31,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,78,62,71,60,88,86,73,98,83,79,100,100,60,70,67,55,79,77,63,4,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,1,4,4,6,6,26,6,68,61,67,78,42,61,54,630,530,.300,.400,.479,111.8,.376,.879,.326,2.81,107,6.2,34.0,2.5,0.0,2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,46,Manuel Velez,,San Antonio,MLB,MLB,11/06/2021,29,DOM,5' 10',200 lbs,Left,Left,4.5 Stars,5.0 Stars,76,60,60,75,73,87,49,50,49,49,56,52,65,88,64,88,81,100,53,2,Line Drive,Spray,Spray,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,1,1,3,1,7,7,25,4,49,67,48,40,40,49,62,629,552,.312,.394,.580,127.0,.412,.974,.313,4.66,126,6.1,54.9,-2.2,0.0,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,David Villanueva,,Houston,MLB,MLB,11/29/2026,24,DOM,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,79,76,100,55,58,71,88,97,100,70,75,95,72,72,100,51,54,63,25,7,Line Drive,Spray,Normal,1,3,1,10,1,1,3,1,10,1,1,3,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,1,4,4,4,30,20,28,14,68,61,40,100,73,70,85,646,571,.308,.381,.506,114.5,.380,.887,.359,5.02,112,6.3,37.0,1.0,5.4,6.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,38,Hiromi Imai,,Cleveland,MLB,MLB,10/31/2021,29,JPN,6' 1',205 lbs,Right,Right,4.5 Stars,5.0 Stars,84,77,76,55,84,80,93,100,92,78,100,100,72,74,72,50,71,68,58,1,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,2,4,2,7,6,31,1,65,55,43,75,47,32,84,646,543,.298,.404,.495,115.1,.382,.899,.318,3.98,113,4.9,36.8,-1.0,-0.9,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,41,Charlie Dicob,,Texas,MLB,MLB,09/27/2026,24,USA,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,84,73,74,65,62,84,79,90,80,77,73,91,71,82,72,62,60,82,54,2,Line Drive,Normal,Normal,1,10,1,7,10,1,10,1,7,10,1,10,1,7,10,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,SIDE,GB'er,1,5,2,3,1,50,41,71,29,42,33,55,43,21,14,36,647,567,.287,.366,.466,99.4,.355,.832,.313,2.92,99,3.4,22.8,-2.1,-2.4,-4.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,13,Tony Hernandez,,Miami,MLB,MLB,10/23/2026,24,DOM,5' 11',200 lbs,Right,Right,4.5 Stars,4.5 Stars,54,74,76,99,86,41,92,72,93,100,100,50,69,50,70,93,80,39,11,10,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,OTT,Normal,1,1,4,4,4,39,27,32,21,57,39,48,42,45,51,58,639,551,.265,.360,.510,104.4,.369,.870,.333,2.49,105,3.4,29.6,-1.3,2.1,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,4,Jeff Larson,,Kansas City,MLB,MLB,06/02/2026,25,USA,6' 4',200 lbs,Right,Right,4.5 Stars,5.0 Stars,59,70,52,79,59,50,83,79,56,94,62,63,65,55,51,74,58,47,34,8,Line Drive,Pull,Spray,1,9,1,14,6,1,8,1,14,6,1,9,1,14,6,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,SIDE,Normal,1,4,2,1,1,63,45,57,45,39,32,47,76,38,59,46,657,564,.273,.370,.509,107.6,.373,.879,.313,2.27,110,4.7,31.6,-1.8,0.8,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,22,Juan Hernandez,,Cincinnati,MLB,MLB,10/03/2025,25,DOM,6' 1',195 lbs,Switch,Right,4.5 Stars,4.5 Stars,86,74,56,59,50,87,82,99,60,70,57,100,72,81,55,56,48,81,85,1,Line Drive,Ex. Pull,Pull,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,72,57,31,48,47,43,38,36,26,37,64,636,570,.296,.354,.525,106.2,.366,.878,.290,2.09,103,3.3,19.8,-0.7,-1.2,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,31,Cesar Aguayo,,New York,MLB,MLB,07/01/2020,31,DOM,6' 3',200 lbs,Switch,Left,4.0 Stars,4.0 Stars,57,49,77,82,93,69,42,43,56,49,66,46,52,65,86,98,100,82,15,4,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,4,3,2,3,34,28,30,26,12,28,10,38,15,1,30,605,520,.273,.364,.554,107.2,.384,.917,.265,4.11,107,4.5,35.1,-1.3,2.2,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,Fernando Galiano,,San Francisco,MLB,MLB,10/03/2025,25,VEN,6' 2',200 lbs,Left,Left,4.0 Stars,5.0 Stars,66,74,61,80,63,56,59,50,51,54,53,44,80,75,65,91,69,61,32,3,Line Drive,Spray,Spray,1,2,1,7,1,1,3,1,7,1,1,2,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,11,9,9,56,50,37,4,46,54,55,36,22,14,7,637,554,.247,.342,.435,84.9,.333,.777,.281,0.79,86,2.4,14.9,-1.7,-3.3,-5.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,23,Jordan Arguello,,Toronto,MLB,MLB,10/21/2026,24,COL,6' 1',190 lbs,Right,Right,4.0 Stars,4.0 Stars,70,59,58,60,53,77,69,93,66,82,69,100,57,62,56,55,49,67,52,4,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,SIDE,Normal,1,5,2,2,2,20,28,38,23,66,72,34,74,44,62,58,627,553,.309,.380,.533,112.8,.383,.913,.323,4.55,110,6.2,37.8,-0.6,2.1,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,70,Danny Cota,,Chicago,MLB,MLB,05/12/2027,24,DOM,6' 3',195 lbs,Right,Right,4.0 Stars,4.0 Stars,73,82,59,39,51,58,97,95,69,45,57,82,77,65,56,37,49,53,57,6,Line Drive,Normal,Normal,1,4,1,16,1,1,4,1,16,1,1,4,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,1,62,67,46,25,25,22,5,44,34,23,38,50,54,55,517,459,.301,.369,.431,74.8,.346,.801,.363,0.72,75,3.9,12.5,-0.9,2.0,1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,36,Javier Reyes,,Houston,MLB,MLB,12/23/2022,28,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,5.0 Stars,74,66,51,60,86,74,77,94,56,81,98,100,62,66,49,56,81,65,15,5,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,1,1,4,60,57,41,41,45,31,34,52,37,62,75,654,582,.284,.358,.440,96.1,.341,.798,.324,3.40,92,2.9,16.6,-0.4,0.9,0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,26,Brad Smart,,Philadelphia,MLB,MLB,11/04/2023,27,USA,6' 3',205 lbs,Right,Right,4.0 Stars,5.0 Stars,59,69,60,66,52,50,76,68,65,81,55,57,66,57,59,62,51,49,61,10,Line Drive,Pull,Normal,1,1,1,19,1,1,1,1,19,1,1,1,1,19,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,4,2,2,3,70,58,71,65,30,36,39,78,70,70,85,632,570,.295,.353,.546,111.4,.378,.898,.340,3.43,108,6.8,34.1,0.5,3.0,3.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,32,USA,6' 4',200 lbs,Left,Right,4.0 Stars,4.0 Stars,67,54,98,57,87,84,47,50,76,44,76,55,57,77,100,62,91,96,13,5,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,SIDE,Normal,1,2,10,7,11,22,6,33,7,74,47,45,67,50,66,77,607,506,.285,.402,.488,112.0,.385,.890,.303,4.21,108,5.7,33.9,3.8,-2.0,1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,7,Tom Heyer,,Los Angeles,MLB,MLB,08/31/2021,30,USA,6' 1',200 lbs,Left,Right,4.0 Stars,4.0 Stars,59,58,81,66,84,58,49,47,62,55,65,45,61,65,87,72,90,65,43,6,Line Drive,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,5,1,1,1,56,60,73,38,31,26,52,38,12,7,8,590,530,.285,.351,.489,90.3,.355,.840,.336,2.92,90,4.1,21.1,-1.0,-0.9,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,13,Jonathan Kelly,,Indianapolis,MLB,MLB,11/30/2019,31,USA,6' 1',195 lbs,Switch,Right,4.0 Stars,4.0 Stars,73,70,48,51,59,69,56,51,43,41,49,48,76,84,50,57,62,81,90,2,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,3/4,GB'er,1,5,2,1,2,68,56,47,54,52,37,38,65,43,29,81,602,526,.274,.357,.481,93.9,.359,.838,.288,0.98,94,5.9,30.2,-2.9,1.3,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,46,Victor Blanco,,Los Angeles,MLB,MLB,11/05/2024,26,VEN,6' 0',195 lbs,Left,Right,4.0 Stars,4.0 Stars,55,62,50,66,55,48,52,45,45,48,48,40,66,60,51,75,58,52,49,47,Groundball,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,1,6,13,5,28,21,11,6,77,33,52,73,64,74,98,637,557,.251,.342,.433,88.0,.335,.775,.304,2.93,87,4.4,12.5,2.8,5.0,7.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Will Chance,,Baltimore,MLB,MLB,12/20/2020,30,USA,6' 4',200 lbs,Right,Left,4.0 Stars,4.0 Stars,63,57,71,57,50,70,65,88,85,78,63,100,55,59,67,52,47,62,35,5,Line Drive,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,11,10,15,8,6,19,3,75,39,46,73,65,74,94,630,572,.295,.351,.484,100.0,.357,.835,.322,1.86,97,5.7,23.2,5.9,1.4,7.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,14,Chris Grosso,,Houston,MLB,MLB,06/25/2021,30,USA,6' 0',190 lbs,Right,Right,4.0 Stars,4.0 Stars,61,55,46,44,62,67,60,70,49,50,71,77,53,59,45,43,60,64,30,10,Groundball,Pull,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,6,69,66,55,11,7,51,11,22,21,39,3,10,7,10,385,343,.277,.348,.414,49.8,.331,.762,.314,0.22,51,2.5,6.7,0.0,-0.9,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,33,DOM,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,50,60,51,57,88,44,49,41,44,41,51,33,66,56,55,65,100,47,51,57,Line Drive,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,SIDE,Normal,1,9,5,2,1,6,1,31,1,72,31,75,87,80,80,91,676,571,.268,.380,.510,127.6,.378,.890,.311,4.19,116,7.6,36.0,8.7,3.5,12.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,22,Nick Delaney,,Houston,MLB,MLB,02/03/2026,25,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,57,57,60,65,46,57,64,67,70,93,50,65,55,55,57,58,45,55,57,11,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,1,2,5,69,75,31,76,47,41,34,44,21,7,63,618,558,.267,.328,.457,81.8,.334,.785,.297,0.84,84,4.0,12.5,0.0,-0.7,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,29,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,59,50,54,59,76,70,56,79,61,81,88,100,49,55,52,55,71,62,47,33,Flyball,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,3,1,1,2,66,72,30,53,25,30,39,73,61,72,85,641,560,.248,.337,.407,84.1,.325,.744,.276,1.95,82,4.1,8.2,5.2,2.1,7.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,46,Do-hyun Kim,,Cincinnati,MLB,MLB,08/11/2018,33,KOR,6' 1',195 lbs,Right,Right,4.0 Stars,4.0 Stars,63,57,69,56,84,70,64,86,81,74,97,98,55,59,65,52,79,62,27,6,Line Drive,Pull,Normal,1,5,1,3,5,1,5,1,3,5,1,5,1,3,5,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,1,2,1,3,4,44,69,59,63,42,26,39,42,46,61,81,665,561,.267,.374,.428,97.3,.352,.802,.298,3.82,100,3.1,13.0,-0.7,2.3,1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Alex Zarco,,Detroit,MLB,MLB,09/16/2021,30,DOM,6' 2',205 lbs,Left,Right,4.0 Stars,4.0 Stars,66,61,83,48,51,67,48,45,56,35,37,43,69,81,93,54,58,83,61,1,Line Drive,Normal,Pull,1,12,1,10,12,1,12,1,10,12,1,12,1,10,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,9,1,3,2,16,13,15,13,70,71,53,66,56,76,85,634,568,.280,.353,.468,103.9,.351,.822,.310,4.62,95,5.4,22.4,8.3,0.6,8.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,38,Francisco Araya,,Pittsburgh,MLB,MLB,01/31/2028,23,DOM,6' 7',200 lbs,Left,Left,4.0 Stars,4.0 Stars,63,69,56,66,57,56,61,55,51,55,49,49,72,68,58,72,60,59,32,5,Normal,Normal,Normal,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,3/4,Normal,1,1,2,1,2,20,43,26,7,40,34,26,26,23,33,22,545,472,.309,.391,.511,95.7,.384,.901,.345,2.50,96,3.4,33.3,-1.2,-2.9,-4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,37,Aubrey Chappell,,Detroit,MLB,MLB,04/17/2023,28,USA,6' 0',195 lbs,Right,Right,4.0 Stars,4.0 Stars,52,47,58,74,50,61,52,62,71,100,73,77,45,50,55,61,45,57,34,1,Flyball,Pull,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,SIDE,Normal,1,1,11,5,11,65,50,61,49,36,26,41,65,54,71,63,636,562,.294,.365,.518,109.3,.374,.883,.332,3.98,107,7.8,34.7,2.6,1.9,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,4,Eddie Inglis,,Chicago,MLB,MLB,07/22/2026,25,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,61,57,62,62,88,63,63,77,72,84,100,84,56,57,60,58,85,58,49,7,Normal,Pull,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,4,10,14,14,48,53,78,31,44,39,63,33,20,20,36,646,555,.279,.372,.463,98.8,.360,.835,.315,1.50,101,4.2,26.0,-2.2,-0.6,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
