POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,17,Cam Collier,,Cincinnati,MLB,MLB,11/20/2004,23,USA,6' 1',235 lbs,Left,Right,4.5 Stars,4.5 Stars,65,70,53,94,59,58,82,54,47,66,49,38,67,71,57,100,62,69,29,8,Line Drive,Ex. Pull,Pull,1,1,1,47,1,1,1,1,47,1,1,1,1,46,1,25,-,1,-,-,-,-,-,-,-,-,-,2,FB,92-94,92-94,3/4,Normal,51,33,1,1,2,44,58,78,40,47,52,75,72,18,24,79,635,566,.311,.381,.576,127.2,.403,.957,.342,3.51,122,6.2,39.4,-1.6,2.4,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,21,Jhoan Duran,,Los Angeles,MLB,MLB,01/08/1998,30,DOM,6' 5',220 lbs,Right,Right,4.5 Stars,4.5 Stars,3,4,1,1,4,4,5,5,1,1,8,6,3,3,1,1,3,3,41,4,Normal,Normal,Normal,76,86,54,52,100,73,84,53,51,98,78,87,55,52,100,100,-,100,-,100,-,-,-,-,-,-,-,3,EX GB,99-101,99-101,OTT,Power,16,50,3,3,1,13,23,48,12,8,8,26,25,45,6,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,44,3,63.0,18,2.57,2.72,2.9,2.3,1.3,2.94
LF,36,Wyatt Langford,,Texas,MLB,MLB,11/15/2001,26,USA,6' 1',215 lbs,Right,Right,4.5 Stars,5.0 Stars,73,65,76,72,54,74,69,81,80,81,59,84,63,70,74,69,53,72,35,18,Line Drive,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,8,20,28,28,47,28,42,48,24,63,63,64,100,68,87,80,665,591,.301,.371,.531,114.8,.376,.903,.337,2.70,113,5.5,35.4,-0.4,1.4,1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,13,Ronald Acuna Jr.,,Atlanta,MLB,MLB,12/18/1997,30,VEN,6' 0',205 lbs,Right,Right,4.5 Stars,4.5 Stars,69,66,54,75,88,65,69,74,55,82,92,71,65,67,53,73,87,63,59,55,Line Drive,Spray,Spray,1,1,1,53,1,1,1,1,53,1,1,1,1,53,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,OTT,Normal,1,-,1,1,1,19,18,49,9,53,52,77,59,69,92,100,701,599,.274,.377,.508,121.5,.374,.884,.295,4.37,118,5.6,37.5,4.3,2.6,6.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,63,Justin Martinez,,Arizona,MLB,MLB,07/30/2001,27,DOM,6' 3',190 lbs,Right,Right,4.5 Stars,4.5 Stars,10,11,15,1,1,9,12,10,16,1,1,9,11,10,15,1,1,8,87,1,Normal,Normal,Normal,91,90,42,56,100,70,77,41,52,87,100,100,44,59,100,100,-,-,100,100,83,-,-,-,-,-,-,4,EX GB,99-101,99-101,3/4,Power,20,47,2,2,1,37,48,60,25,7,10,21,17,3,21,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,47,5,62.1,21,3.03,3.52,1.9,0.9,1.2,2.85
1B,22,Juan Soto,,New York,MLB,MLB,10/25/1998,29,DOM,6' 1',190 lbs,Left,Left,4.5 Stars,4.5 Stars,58,50,48,72,100,67,49,53,46,62,100,59,51,59,48,75,100,70,56,52,Flyball,Normal,Normal,1,1,1,52,1,1,1,1,52,1,1,1,1,52,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,-,-,3/4,Normal,1,-,1,1,1,28,31,46,18,53,59,78,52,26,73,51,706,544,.292,.449,.588,163.3,.432,1.037,.295,5.71,152,8.1,72.2,1.6,-3.9,-2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,7,Angel Genao,,Cleveland,MLB,MLB,05/19/2004,24,DOM,6' 0',180 lbs,Switch,Right,4.0 Stars,4.0 Stars,83,71,60,47,46,86,66,80,59,74,41,84,73,85,61,42,48,86,57,32,Line Drive,Normal,Normal,1,1,1,39,1,1,1,1,37,1,1,1,1,40,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,75-80,75-80,3/4,Normal,3,3,2,2,1,72,72,64,66,65,61,59,69,60,84,76,680,620,.303,.360,.489,110.8,.353,.849,.319,3.06,103,6.3,23.1,0.1,2.0,2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,31,Riley Greene,,Detroit,MLB,MLB,09/28/2000,28,USA,6' 3',205 lbs,Left,Left,4.0 Stars,4.0 Stars,76,90,60,60,66,55,84,67,58,55,59,50,92,78,61,61,69,57,46,52,Line Drive,Pull,Pull,1,1,1,38,1,1,1,1,40,1,1,1,1,36,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,1,1,4,19,25,37,17,68,68,51,73,25,77,79,656,572,.278,.357,.472,102.2,.351,.829,.322,2.53,98,5.1,24.0,2.1,1.2,3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,2,Gunnar Henderson,,Baltimore,MLB,MLB,06/29/2001,27,USA,6' 3',215 lbs,Left,Right,4.0 Stars,4.5 Stars,59,63,60,68,75,53,60,55,57,60,70,49,65,60,60,71,77,55,59,29,Line Drive,Pull,Pull,1,1,1,39,1,1,1,1,38,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,3/4,Normal,1,-,1,1,2,71,64,69,67,54,54,56,85,59,85,78,667,582,.271,.361,.448,101.7,.350,.810,.316,1.19,99,5.1,21.7,3.1,2.4,5.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,3,Dylan Crews,,Washington,MLB,MLB,02/26/2002,26,USA,5' 11',205 lbs,Right,Right,4.0 Stars,4.5 Stars,68,66,61,72,59,63,69,72,62,78,61,68,66,66,61,70,58,62,63,50,Line Drive,Pull,Pull,1,1,1,36,1,1,1,1,34,1,1,1,1,37,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,3,3,2,29,42,54,8,64,62,51,90,83,89,64,639,574,.280,.344,.483,97.0,.349,.827,.306,2.43,95,4.0,21.1,4.2,0.0,4.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,74,Ryan Walker,,San Francisco,MLB,MLB,11/26/1995,32,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,80,7,Normal,Spray,Spray,67,67,72,60,70,46,49,59,51,48,97,93,85,72,100,-,-,-,88,96,-,-,-,-,-,-,-,2,FB,94-96,94-96,SIDE,Normal,19,37,3,3,2,38,21,42,3,4,10,23,20,15,18,22,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,50,3,65.0,13,1.80,2.70,3.7,2.0,2.9,2.89
SS,0,Masyn Winn,,St. Louis,MLB,MLB,03/21/2002,26,USA,5' 11',200 lbs,Right,Right,4.0 Stars,4.0 Stars,72,59,61,46,48,81,61,78,64,48,50,89,58,68,60,45,47,77,74,61,Line Drive,Spray,Spray,29,8,1,56,1,30,9,1,57,1,29,8,1,56,1,46,12,33,-,-,-,-,-,-,-,-,-,3,EX FB,95-97,95-97,3/4,Power,39,48,2,2,3,77,70,93,69,63,53,95,85,58,84,85,657,581,.310,.373,.501,111.4,.372,.874,.322,5.26,110,8.4,34.5,1.4,1.6,3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,7,Cole Young,,Seattle,MLB,MLB,07/29/2003,25,USA,5' 10',185 lbs,Left,Right,4.0 Stars,4.0 Stars,72,54,63,45,80,90,49,56,59,37,71,65,56,79,65,47,84,98,58,37,Normal,Normal,Normal,1,1,1,39,1,1,1,1,38,1,1,1,1,39,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,9,10,1,1,1,79,81,62,76,66,57,42,72,60,80,84,696,591,.259,.366,.386,90.9,.327,.752,.286,1.40,91,5.9,14.2,-1.7,3.6,1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,4,Pete Crow-Armstrong,,Chicago,MLB,MLB,03/25/2002,26,USA,6' 1',195 lbs,Left,Left,4.0 Stars,4.0 Stars,55,54,56,51,42,56,51,51,53,48,41,51,55,56,57,51,43,57,53,46,Normal,Pull,Pull,1,1,1,38,1,1,1,1,38,1,1,1,1,37,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,OTT,Normal,1,-,1,1,3,32,39,55,19,98,94,74,100,94,97,83,640,569,.281,.344,.457,96.9,.344,.801,.331,1.54,92,5.2,18.0,3.5,-0.9,2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,18,Shane McClanahan,,Tampa Bay,MLB,MLB,04/28/1997,31,USA,6' 1',200 lbs,Left,Left,4.0 Stars,4.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,23,9,Normal,Normal,Normal,56,56,77,57,56,59,59,81,59,59,55,55,76,57,54,100,64,87,69,-,-,-,-,-,-,-,-,4,GB,97-99,97-99,3/4,Power,60,77,1,1,3,40,14,39,3,25,3,6,19,17,12,30,63,63,.048,.048,.095,0.2,.060,.143,.067,-0.82,-5,-0.9,-12.3,0.0,0.0,0.0,0,0,214.0,77,3.24,2.97,1.7,5.7,4.9,2.62
CL,38,Su-kyung Shin,,New York,MLB,MLB,03/15/1994,34,KOR,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,1,1,1,19,26,1,1,1,1,25,33,1,1,1,1,17,23,1,76,1,Flyball,Normal,Normal,80,63,42,57,67,83,65,42,57,69,79,62,41,57,66,100,85,-,-,-,-,-,-,-,-,-,-,2,GB,98-100,98-100,3/4,Power,55,29,2,4,1,17,31,39,4,42,48,46,15,15,12,26,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,34,2,71.2,27,3.39,2.79,3.6,2.2,1.1,3.10
LF,13,Roman Anthony,,Boston,MLB,MLB,05/13/2004,24,USA,6' 2',200 lbs,Left,Right,4.0 Stars,5.0 Stars,63,66,88,52,81,59,58,50,79,47,71,44,69,72,91,55,86,67,32,29,Line Drive,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,38,50,36,38,75,72,61,61,57,80,62,685,600,.248,.337,.445,95.6,.337,.782,.292,0.84,94,2.8,9.7,-0.1,0.0,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,16,Coby Mayo,,Baltimore,MLB,MLB,12/10/2001,26,USA,6' 5',225 lbs,Right,Right,4.0 Stars,4.0 Stars,51,57,82,77,79,48,58,53,85,83,82,49,57,51,81,76,78,47,55,26,Line Drive,Pull,Pull,1,1,1,39,1,1,1,1,38,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,3/4,Normal,1,-,1,1,1,42,48,92,32,37,45,81,71,24,70,72,674,576,.266,.366,.486,107.7,.368,.853,.315,4.10,110,5.2,31.4,-1.1,0.4,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,44,Andy Pages,,Los Angeles,MLB,MLB,12/08/2000,27,CUB,6' 1',190 lbs,Right,Right,4.0 Stars,4.0 Stars,55,57,66,61,76,52,59,59,70,67,86,57,56,53,64,59,73,51,53,38,Line Drive,Pull,Pull,1,1,1,44,1,1,1,1,44,1,1,1,1,45,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,2,-,1,1,1,12,20,72,5,54,58,79,79,18,63,68,630,539,.297,.394,.605,130.6,.418,.998,.311,4.87,128,6.5,55.3,-1.6,0.6,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,80,Kumar Rocker,,Texas,MLB,MLB,11/22/1999,28,USA,6' 5',235 lbs,Right,Right,4.0 Stars,4.0 Stars,1,4,10,1,1,1,5,1,10,2,1,1,3,1,10,1,1,1,53,41,Flyball,Pull,Pull,62,51,74,59,50,62,51,73,59,50,61,51,75,59,50,100,46,100,-,67,-,-,-,-,-,-,-,4,NEU,99-101,99-101,OTT,Power,39,56,1,1,4,23,45,61,32,3,3,3,26,19,14,44,52,50,.040,.058,.040,0.2,.047,.098,.111,-1.19,-5,-0.9,-11.1,0.0,-0.5,-0.5,0,0,201.1,67,3.00,3.16,2.3,5.4,5.9,2.53
CL,22,Zach Showalter,,St. Louis,MLB,MLB,01/23/2004,24,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,17,14,25,11,22,23,15,18,26,11,22,24,14,17,25,11,22,22,47,41,Normal,Normal,Normal,100,56,45,58,55,93,51,44,55,50,100,59,46,60,59,93,91,-,99,-,-,-,-,-,-,-,-,3,FB,93-95,93-95,3/4,Normal,21,26,1,1,1,48,38,36,48,67,63,51,70,64,69,75,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,42,8,71.2,26,3.27,2.41,2.0,2.9,0.6,2.90
1B,18,Luke Adams,,Milwaukee,MLB,MLB,04/24/2004,24,USA,6' 4',205 lbs,Right,Right,3.5 Stars,3.5 Stars,46,46,54,68,96,46,49,57,50,62,100,67,44,43,55,70,90,42,39,46,Normal,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,48,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,44,56,64,35,46,41,52,73,70,80,70,711,588,.218,.350,.384,88.3,.321,.735,.260,2.11,89,2.3,7.3,-0.4,-0.2,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,13,Junior Caminero,,Tampa Bay,MLB,MLB,07/05/2003,25,DOM,6' 1',205 lbs,Right,Right,3.5 Stars,4.0 Stars,70,59,49,67,48,78,60,74,50,72,48,83,58,68,49,66,47,77,54,30,Normal,Normal,Normal,1,1,1,48,1,1,1,1,47,1,1,1,1,49,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,1,1,1,1,57,57,60,53,51,48,47,47,20,69,78,652,589,.278,.340,.487,93.3,.352,.828,.297,2.22,98,4.3,27.6,-1.7,0.1,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,27,Vladimir Guerrero Jr.,,Toronto,MLB,MLB,03/16/1999,29,CAN,6' 2',240 lbs,Right,Right,3.5 Stars,4.0 Stars,62,56,51,75,59,71,57,65,52,80,60,74,55,62,51,73,59,69,43,22,Normal,Pull,Pull,1,1,1,45,1,1,1,1,45,1,1,1,1,45,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,OTT,Normal,10,-,1,1,1,26,32,61,28,37,49,70,55,10,69,59,653,576,.259,.335,.464,88.5,.338,.799,.265,1.71,91,2.2,16.2,-1.3,-1.0,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,17,Shohei Ohtani,,Los Angeles,MLB,MLB,07/05/1994,34,JPN,6' 4',200 lbs,Left,Right,3.5 Stars,3.5 Stars,58,70,69,77,55,47,67,55,66,73,53,46,72,58,69,78,55,48,75,64,Line Drive,Ex. Pull,Pull,72,53,46,73,49,65,51,46,70,49,77,54,46,76,50,100,-,64,100,-,48,61,-,-,-,-,-,5,NEU,99-101,99-101,3/4,Power,63,51,3,5,6,39,37,92,26,43,42,93,51,87,87,59,633,585,.263,.318,.492,88.0,.340,.810,.291,2.32,89,3.4,15.4,1.4,-0.3,1.1,0,0,196.1,91,4.17,3.75,-0.4,3.9,2.8,3.12
3B,27,Austin Riley,,Atlanta,MLB,MLB,04/02/1997,31,USA,6' 3',235 lbs,Right,Right,3.5 Stars,3.5 Stars,67,87,55,61,54,49,90,70,56,65,57,50,86,65,54,60,53,49,43,39,Line Drive,Ex. Pull,Pull,1,1,13,40,1,1,1,13,39,1,1,1,13,42,1,20,-,-,-,-,-,-,-,-,-,-,-,1,NEU,91-93,91-93,3/4,Normal,25,-,1,1,2,57,47,73,33,40,33,56,51,4,18,52,669,608,.306,.366,.535,114.6,.382,.901,.348,3.93,117,5.6,39.9,-2.1,1.8,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,16,Matt Jachec,,Cleveland,MLB,MLB,07/25/2001,27,USA,6' 0',200 lbs,Right,Right,3.5 Stars,3.5 Stars,12,1,1,1,1,21,1,12,1,1,1,21,1,12,1,1,1,21,46,31,Normal,Spray,Pull,75,58,63,55,59,61,50,60,51,50,88,64,68,59,67,69,-,-,72,-,-,-,-,-,-,-,-,2,NEU,92-94,92-94,3/4,Normal,39,45,1,1,1,24,24,51,19,35,19,28,21,21,16,36,1,1,.000,.000,.000,0.0,.000,.000,.000,-0.16,0,0.1,-0.3,0.0,0.0,0.0,31,7,62.2,26,3.73,3.98,-0.3,0.6,-0.4,2.93
CF,3,Jackson Merrill,,San Diego,MLB,MLB,04/19/2003,25,USA,6' 3',200 lbs,Left,Right,3.5 Stars,4.0 Stars,67,59,52,56,39,74,57,61,50,51,38,66,60,70,52,57,39,77,44,28,Normal,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,57,66,66,56,80,66,62,84,61,83,76,655,596,.304,.362,.492,105.0,.363,.853,.332,2.81,104,6.8,31.0,0.8,4.3,5.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RP,48,Gregory Santos,,Seattle,MLB,MLB,08/28/1999,29,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,13,1,1,1,1,1,13,1,1,1,1,1,12,1,1,1,51,38,Normal,Normal,Normal,61,66,68,44,83,47,50,60,36,60,83,88,76,50,100,-,-,-,100,79,-,-,-,-,-,-,-,2,NEU,96-98,96-98,3/4,Normal,15,50,1,1,1,28,49,44,31,3,3,3,14,14,10,27,1,1,.000,.000,.000,0.0,.000,.000,.000,-0.09,0,0.0,-0.2,0.0,0.0,0.0,5,6,62.2,19,2.73,4.22,-0.5,0.0,1.4,3.83
SP,21,Tarik Skubal,,Milwaukee,MLB,MLB,11/20/1996,31,USA,6' 3',240 lbs,Left,Left,3.5 Stars,3.5 Stars,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,55,11,Normal,Spray,Spray,50,65,72,57,69,56,74,76,61,79,48,62,71,56,66,66,62,37,48,53,-,-,-,-,-,-,-,5,GB,94-96,94-96,3/4,GB'er,41,60,1,1,2,27,18,44,2,18,10,37,20,14,27,24,10,10,.200,.200,.200,0.5,.176,.400,.333,-0.18,0,-0.1,-1.1,0.0,0.3,0.3,0,0,199.2,71,3.20,3.85,2.1,3.5,5.4,3.53
