POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,28,Bronson Smith,,Tampa Bay,MLB,MLB,03/26/2012,28,USA,6' 1',200 lbs,Right,Right,5.0 Stars,5.0 Stars,87,83,60,75,92,80,96,100,69,100,100,100,80,81,59,67,88,70,18,2,Line Drive,Pull,Normal,1,3,1,15,1,1,3,1,15,1,1,3,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,2,1,4,3,46,35,37,26,23,16,29,56,20,22,46,664,572,.290,.386,.495,110.8,.371,.880,.305,6.58,111,5.0,39.2,-2.1,0.2,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,11,Francisco Vargas,,San Diego,MLB,MLB,05/16/2013,27,DOM,6' 3',205 lbs,Right,Right,5.0 Stars,5.0 Stars,90,81,88,94,69,87,100,100,100,100,89,100,73,76,80,76,62,70,28,5,Line Drive,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,37,72,55,45,48,48,46,62,19,40,18,670,576,.312,.394,.608,139.2,.416,1.002,.314,5.34,136,7.1,61.4,-2.5,-2.9,-5.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,27,VEN,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,70,61,49,98,74,74,70,90,53,100,99,100,59,63,48,88,65,66,24,11,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,51,41,64,17,34,31,49,22,23,16,28,678,577,.310,.404,.548,131.2,.397,.952,.332,3.71,128,5.4,39.3,0.0,-2.9,-2.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,28,DOM,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,81,64,77,70,91,88,76,100,91,99,100,100,61,73,73,62,80,79,60,6,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,10,20,25,12,61,44,49,63,38,11,46,644,551,.279,.379,.465,100.8,.359,.843,.302,1.76,101,3.2,24.1,-2.6,-0.4,-3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,21,Teruhiko Nagata,,Cincinnati,MLB,MLB,03/23/2009,31,BRA,6' 2',195 lbs,Right,Right,4.5 Stars,4.5 Stars,57,53,51,61,70,61,62,86,59,98,89,100,50,51,49,53,64,54,19,5,Flyball,Normal,Normal,1,10,1,9,11,1,10,1,9,11,1,10,1,9,11,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,4,57,57,54,27,6,56,13,20,18,34,1,17,3,32,514,439,.273,.372,.547,91.2,.386,.918,.272,2.45,92,4.6,25.5,-1.1,-2.6,-3.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,24,Josh Pryor,,New York,MLB,MLB,02/24/2010,30,USA,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,86,77,61,49,55,83,97,100,77,72,66,100,70,78,57,45,52,77,40,1,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,1,4,6,12,63,68,74,66,39,19,44,67,27,16,72,652,576,.319,.394,.516,116.3,.390,.910,.351,3.17,119,6.3,42.2,-3.9,4.2,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,30,DOM,6' 4',200 lbs,Right,Right,4.5 Stars,4.5 Stars,81,66,55,51,57,88,74,99,60,61,61,100,63,76,53,49,55,81,41,2,Line Drive,Spray,Normal,1,11,1,8,12,1,11,1,8,12,1,11,1,8,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,7,3,1,2,80,77,41,58,22,27,15,45,47,69,56,615,543,.320,.393,.492,108.8,.377,.885,.343,4.55,105,6.4,25.3,0.9,-0.4,0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Jimmy Johnston,,Seattle,MLB,MLB,06/30/2015,25,USA,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,62,62,51,87,78,60,77,90,59,100,96,93,59,56,49,72,72,53,31,7,Flyball,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,4,3,1,2,56,30,62,26,69,25,69,26,10,21,5,624,552,.293,.370,.487,100.0,.364,.858,.333,1.54,101,5.0,32.5,-2.2,-2.6,-4.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,26,USA,5' 11',185 lbs,Left,Right,4.5 Stars,5.0 Stars,79,67,100,46,52,83,48,46,77,31,36,44,78,95,100,51,60,100,36,13,Line Drive,Normal,Normal,1,5,1,14,1,1,5,1,14,1,1,5,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,25,14,47,20,83,57,74,80,64,70,85,610,548,.312,.370,.507,108.3,.370,.878,.338,3.00,101,7.1,31.3,2.8,-1.1,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Matt Bruns,,Toronto,MLB,MLB,10/24/2007,32,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,48,48,67,69,68,48,52,56,81,83,81,60,47,45,63,65,63,45,29,10,Line Drive,Pull,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,70,70,55,6,4,38,32,42,33,40,38,38,38,40,512,455,.266,.342,.429,67.9,.332,.770,.338,0.01,69,3.6,10.6,-2.0,-0.6,-2.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,Antonio Charo,,San Diego,MLB,MLB,12/21/2013,26,VEN,6' 3',195 lbs,Left,Right,4.5 Stars,5.0 Stars,66,60,94,57,62,70,51,51,75,45,48,51,63,76,100,62,71,80,48,6,Line Drive,Pull,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,6,7,11,12,34,23,32,17,75,54,61,80,73,75,100,607,537,.292,.362,.525,105.2,.375,.888,.324,3.02,103,5.8,35.6,-0.5,0.0,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,28,VEN,6' 4',200 lbs,Left,Left,4.5 Stars,4.5 Stars,48,67,57,92,100,35,54,41,48,69,79,26,74,51,60,100,100,37,30,2,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,16,10,34,3,64,54,72,58,38,34,94,608,489,.266,.408,.501,108.7,.387,.909,.359,2.66,109,5.7,38.5,-4.1,1.3,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,John Canida,,Pittsburgh,MLB,MLB,10/06/2009,30,CAN,6' 5',200 lbs,Right,Right,4.0 Stars,4.0 Stars,54,54,56,73,80,55,60,67,62,100,100,71,52,51,54,63,71,50,25,2,Line Drive,Pull,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,SUB,Normal,1,1,2,3,2,72,61,70,53,41,25,43,49,34,31,73,623,550,.282,.360,.469,91.8,.356,.829,.326,2.78,96,4.8,24.8,-2.7,2.8,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,41,Antonio Garcia,,Kansas City,MLB,MLB,09/04/2014,26,DOM,6' 2',205 lbs,Left,Right,4.0 Stars,4.0 Stars,64,61,88,63,56,62,48,44,71,42,45,42,69,77,94,78,60,76,42,5,Line Drive,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,4,2,63,48,35,53,46,39,32,82,40,23,51,651,577,.289,.363,.490,107.3,.364,.853,.321,3.80,105,4.0,27.9,-1.2,-0.2,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,17,Melvin Rodriguez,,Baltimore,MLB,MLB,10/17/2010,29,DOM,6' 4',200 lbs,Left,Right,4.0 Stars,4.0 Stars,86,76,59,48,91,84,53,50,47,35,60,47,86,99,66,53,100,100,50,4,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,3,2,21,23,47,12,53,71,45,63,51,54,78,614,531,.330,.419,.546,123.2,.403,.965,.352,6.23,118,5.1,46.9,-3.1,-1.5,-4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Raul Gongora,,Arizona,MLB,MLB,08/29/2010,30,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,51,67,72,93,59,41,79,60,83,100,78,46,64,49,68,89,55,39,19,1,Line Drive,Pull,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,3,13,7,13,10,10,32,7,63,54,60,75,58,73,99,638,552,.241,.334,.476,96.0,.337,.810,.291,-0.04,89,3.8,16.5,5.9,-1.9,4.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,15,Mario Izurieta,,Pittsburgh,MLB,MLB,01/29/2009,31,USA,6' 1',200 lbs,Left,Left,4.0 Stars,4.0 Stars,81,73,63,35,76,77,62,56,57,25,57,49,77,90,67,37,83,90,93,71,Line Drive,Spray,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,5,2,4,3,44,46,50,3,74,62,67,78,77,73,98,639,544,.303,.402,.419,102.0,.357,.821,.353,3.14,99,4.9,26.0,1.9,1.1,3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,24,USA,5' 11',185 lbs,Right,Right,4.0 Stars,5.0 Stars,50,47,46,100,94,55,51,60,50,100,100,72,46,48,45,100,90,50,27,1,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,44,46,45,47,40,29,39,48,43,49,47,675,589,.272,.357,.562,121.4,.383,.919,.283,4.41,119,5.0,42.1,-1.9,0.3,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,74,Angel Ramos,,Cincinnati,MLB,MLB,02/06/2012,28,DOM,6' 0',195 lbs,Switch,Left,4.0 Stars,4.5 Stars,60,61,79,74,76,57,50,46,59,49,49,43,66,69,87,88,90,65,27,8,Line Drive,Normal,Spray,1,7,1,9,6,1,7,1,9,7,1,6,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,3,1,4,14,8,14,5,62,45,45,70,57,74,90,636,551,.270,.355,.521,105.8,.368,.876,.290,2.44,104,3.5,22.3,-1.3,-0.8,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,14,Ivan Rodriguez,,Indianapolis,MLB,MLB,04/24/2011,29,DOM,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,67,63,52,35,36,66,74,81,58,40,41,77,60,62,51,33,34,62,53,40,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,6,5,4,8,7,15,2,100,84,78,99,76,85,100,644,608,.268,.306,.406,80.7,.307,.712,.323,2.41,74,6.9,6.5,7.1,5.7,12.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,6,Jose Suarez,,Washington,MLB,MLB,09/28/2015,24,USA,6' 2',195 lbs,Left,Left,4.0 Stars,4.0 Stars,84,72,87,49,50,85,59,59,59,36,42,58,77,92,97,55,53,96,51,5,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,20,18,38,3,75,64,61,79,71,78,74,621,544,.309,.382,.472,108.8,.364,.854,.322,4.22,100,5.8,28.7,7.0,0.4,7.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Juan Vazquez,,Cincinnati,MLB,MLB,10/21/2014,25,MEX,6' 2',205 lbs,Left,Left,4.0 Stars,4.0 Stars,89,79,53,61,52,87,70,74,50,53,49,70,81,93,55,65,53,93,53,6,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,1,1,21,14,36,4,55,55,73,22,16,15,50,652,580,.298,.371,.526,107.8,.378,.897,.302,2.77,112,3.8,28.2,-1.9,-1.1,-3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,9,Marcos Villareal,,Los Angeles,MLB,MLB,08/19/2008,32,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,55,56,52,99,77,55,66,68,60,100,86,64,53,52,50,93,74,52,23,3,Line Drive,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,SIDE,GB'er,1,5,1,1,1,45,32,55,59,16,10,20,28,47,48,70,626,546,.245,.335,.447,82.9,.329,.782,.290,2.29,83,2.3,8.0,-0.3,1.8,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,David Cortez,,Toronto,MLB,MLB,06/25/2009,31,DOM,6' 2',205 lbs,Right,Right,4.0 Stars,4.0 Stars,79,83,59,52,59,64,98,93,68,70,84,76,79,73,56,49,54,61,50,7,Line Drive,Spray,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,6,3,2,3,57,46,79,43,35,20,37,29,13,4,67,636,559,.258,.344,.404,79.9,.328,.749,.313,-0.11,84,2.5,11.3,0.0,-0.7,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,4,Moises Reyes,,Indianapolis,MLB,MLB,11/10/2011,28,USA,6' 2',195 lbs,Right,Right,4.0 Stars,5.0 Stars,70,60,69,64,64,75,67,87,78,84,73,97,58,63,65,60,62,68,42,8,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,4,3,1,4,9,5,16,1,49,69,55,53,16,11,52,669,599,.280,.344,.496,101.4,.356,.840,.290,1.83,103,3.8,26.7,0.0,4.2,4.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,8,Edgar Rodregez,,Kansas City,MLB,MLB,11/05/2012,27,DOM,6' 3',200 lbs,Left,Left,4.0 Stars,4.0 Stars,45,62,60,98,59,28,53,39,55,78,54,21,68,47,62,100,60,31,44,43,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,5,10,8,6,19,19,45,3,74,53,72,76,48,44,34,614,517,.253,.366,.520,104.6,.369,.887,.338,3.60,102,5.1,29.0,-2.3,-3.3,-5.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Lorenzo Becerra,,Houston,MLB,MLB,04/28/2016,24,DOM,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,54,58,37,62,52,50,66,68,40,90,59,64,55,50,36,57,51,47,65,3,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SIDE,Normal,1,1,38,70,66,23,24,47,2,34,30,50,27,10,1,18,336,294,.252,.339,.476,47.5,.344,.815,.277,1.21,49,2.1,10.3,0.0,-2.6,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Rick Hall,,Baltimore,MLB,MLB,01/29/2013,27,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,79,81,100,37,40,66,88,89,100,43,43,79,79,75,97,35,39,62,57,2,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,1,2,26,24,26,17,80,89,56,91,59,72,100,624,586,.285,.324,.418,81.1,.319,.742,.346,-0.57,78,6.0,5.3,4.0,5.2,9.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,33,Ryan Matthews,,New York,MLB,MLB,09/15/2010,30,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,66,67,59,54,70,61,81,83,70,75,85,73,62,62,57,49,65,58,19,1,Line Drive,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,2,3,3,2,54,44,81,25,25,17,46,32,34,40,73,647,561,.319,.405,.519,114.7,.395,.924,.365,4.49,120,6.7,47.6,-5.2,1.6,-3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Wessley Roberson,,Minnesota,MLB,MLB,02/28/2008,32,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,70,52,62,46,76,92,59,81,66,47,84,98,50,66,61,46,73,90,60,42,Line Drive,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,14,1,1,1,17,26,32,18,75,87,65,78,83,83,100,616,542,.286,.365,.439,93.2,.347,.804,.308,1.42,91,6.1,20.7,3.6,0.7,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
