POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,26,USA,5' 11',190 lbs,Right,Right,5.0 Stars,5.0 Stars,61,58,53,100,94,62,67,83,59,100,100,88,56,57,51,95,88,57,27,2,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,46,48,47,49,39,27,39,54,45,48,57,647,529,.285,.408,.573,130.5,.404,.981,.299,4.39,125,5.2,50.8,-2.0,-2.5,-4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,29,VEN,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,65,59,50,90,73,67,67,84,54,100,98,91,57,60,49,80,65,61,22,11,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,51,41,64,17,31,28,44,23,23,16,31,678,578,.320,.404,.618,142.4,.418,1.022,.321,4.13,139,6.6,50.3,-2.5,1.3,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Bobby Rangel,,New York,MLB,MLB,04/21/2011,31,DOM,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,85,72,68,52,91,86,82,100,77,62,100,100,69,79,65,50,87,79,50,3,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,4,1,1,1,64,69,61,61,34,23,50,86,53,68,95,657,547,.247,.368,.397,88.6,.337,.765,.267,2.37,91,5.0,16.5,0.6,2.8,3.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,3,J.J. Garton,,St. Louis,MLB,MLB,05/09/2016,26,USA,6' 2',200 lbs,Right,Right,4.5 Stars,5.0 Stars,72,84,51,67,60,55,98,93,57,94,70,74,79,64,50,60,58,51,17,4,Line Drive,Normal,Spray,1,6,1,2,8,1,6,1,2,8,1,6,1,2,8,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,8,1,5,1,75,88,50,61,47,65,47,59,44,44,54,630,550,.271,.356,.416,83.4,.338,.772,.318,-0.12,88,4.7,15.2,-0.3,-3.3,-3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,30,DOM,6' 1',205 lbs,Right,Right,4.5 Stars,4.5 Stars,76,60,74,67,91,86,71,98,88,94,100,100,58,67,70,60,80,75,61,7,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,10,19,24,10,60,44,49,59,42,17,53,647,544,.305,.402,.555,124.8,.401,.957,.318,3.60,124,6.1,45.4,-1.5,-2.3,-3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,83,Lorenzo Garcia,,Atlanta,MLB,MLB,01/18/2012,30,DOM,6' 5',195 lbs,Left,Left,4.5 Stars,4.5 Stars,67,59,45,84,88,72,52,51,41,58,71,52,62,74,46,93,94,81,23,4,Line Drive,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,10,2,4,1,31,18,36,7,8,25,18,6,7,4,2,650,539,.293,.405,.551,125.8,.400,.956,.293,4.28,124,5.8,48.8,-1.3,1.5,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,8,Bronson Smith,,New York,MLB,MLB,03/26/2012,30,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,77,71,53,77,94,74,82,96,59,100,100,100,67,70,51,69,90,66,19,3,Line Drive,Pull,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,2,1,4,3,45,35,37,26,21,15,28,57,20,22,56,659,538,.268,.390,.442,102.2,.361,.832,.293,4.74,104,3.4,29.4,-2.5,-1.6,-4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,28,USA,5' 11',195 lbs,Left,Right,4.5 Stars,5.0 Stars,84,72,100,48,56,86,49,47,81,33,37,45,83,100,100,54,65,100,35,13,Line Drive,Normal,Normal,1,5,1,14,1,1,5,1,14,1,1,5,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,23,11,45,17,83,57,74,86,67,74,100,589,527,.243,.317,.395,68.4,.310,.712,.267,-0.49,69,4.2,0.8,2.3,1.1,3.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Greg Mancillas,,Washington,MLB,MLB,10/20/2012,29,DOM,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,65,59,72,65,53,68,69,87,84,89,67,94,57,60,69,59,49,61,80,77,Line Drive,Pull,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,3,3,1,25,17,15,11,81,50,50,80,81,80,98,615,556,.291,.354,.500,103.0,.361,.854,.325,2.65,97,7.5,26.4,4.1,3.5,7.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,30,VEN,6' 4',200 lbs,Left,Left,4.5 Stars,4.5 Stars,47,64,58,87,97,36,52,40,49,65,74,26,70,50,61,94,100,38,31,4,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,12,10,30,3,64,54,72,59,47,41,94,599,495,.293,.406,.596,125.7,.416,1.002,.360,4.47,122,6.7,51.5,-2.7,0.1,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Rick Hall,,Baltimore,MLB,MLB,01/29/2013,29,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,86,82,100,40,40,77,89,96,100,47,43,91,80,82,100,38,39,72,55,1,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,1,2,21,21,20,14,78,89,56,88,56,72,100,638,562,.310,.376,.491,107.3,.363,.867,.340,2.30,102,5.8,27.4,1.9,0.2,2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,24,Josh Pryor,,New York,MLB,MLB,02/24/2010,32,USA,6' 2',205 lbs,Right,Right,4.0 Stars,4.0 Stars,87,76,58,47,55,86,96,100,72,63,66,100,70,79,55,43,52,79,35,3,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,1,4,6,12,63,68,74,66,36,15,41,68,27,18,78,625,546,.275,.360,.458,94.4,.349,.818,.282,1.64,93,4.0,19.1,-0.9,-1.5,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,23,USA,6' 4',200 lbs,Left,Right,4.0 Stars,4.5 Stars,71,57,100,62,94,83,49,51,79,47,83,55,60,81,100,72,98,95,17,6,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,2,10,7,11,27,11,41,15,68,40,39,53,46,51,51,634,538,.283,.385,.489,104.6,.376,.874,.292,1.18,108,4.3,31.6,-1.1,0.2,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Raul Gongora,,Arizona,MLB,MLB,08/29/2010,32,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,51,69,63,83,57,40,80,60,74,95,75,46,66,49,61,79,53,39,18,2,Line Drive,Pull,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SIDE,Normal,1,3,13,7,13,9,9,28,7,63,54,60,72,60,73,100,623,552,.272,.352,.563,115.0,.380,.915,.307,3.61,108,6.1,37.2,5.2,0.7,5.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,David Cortez,,Toronto,MLB,MLB,06/25/2009,33,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,72,83,55,51,64,57,97,87,62,68,93,65,78,67,53,48,58,55,51,8,Line Drive,Spray,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,3/4,Normal,1,6,3,2,3,54,45,78,42,33,19,36,27,15,3,65,658,576,.316,.397,.477,107.8,.372,.874,.383,4.70,110,5.1,34.5,0.0,-0.1,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,89,Sebastian Walcott,,Texas,MLB,MLB,03/14/2006,36,BAH,6' 4',200 lbs,Right,Right,4.0 Stars,4.0 Stars,53,48,58,72,90,61,47,58,63,96,100,76,48,52,57,64,84,58,49,31,Line Drive,Normal,Normal,1,1,1,23,1,1,1,1,21,1,1,1,1,24,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,4,-,1,1,1,53,64,79,67,41,32,63,46,68,64,91,604,512,.279,.376,.508,105.0,.365,.884,.310,3.36,98,5.4,27.0,1.7,-0.4,1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,32,DOM,6' 4',200 lbs,Right,Right,4.0 Stars,4.0 Stars,67,60,51,51,53,71,67,85,55,61,58,92,59,62,50,49,52,64,40,3,Line Drive,Spray,Normal,1,11,1,8,12,1,11,1,8,12,1,11,1,8,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,7,3,1,2,79,77,41,58,20,25,13,40,47,72,62,613,546,.286,.352,.449,86.6,.342,.801,.323,-0.22,88,4.2,7.4,1.9,0.3,2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Josh Land,,Colorado,MLB,MLB,01/10/2016,26,USA,6' 0',195 lbs,Right,Right,4.0 Stars,5.0 Stars,90,100,61,27,82,61,100,100,66,34,90,72,100,86,60,25,80,58,59,8,Line Drive,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,86-88,OTT,Normal,1,1,4,1,1,32,28,34,21,63,41,55,83,66,80,68,681,588,.315,.404,.406,110.3,.356,.810,.384,4.37,105,3.7,15.9,4.4,-0.1,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,38,Miguel Reyes,,Houston,MLB,MLB,04/25/2013,29,COL,6' 2',205 lbs,Switch,Right,4.0 Stars,4.0 Stars,80,72,43,59,49,77,84,100,46,81,53,100,68,72,42,55,48,67,28,10,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,2,12,13,10,57,68,56,53,43,41,41,24,8,2,16,633,574,.296,.357,.488,100.9,.358,.845,.312,1.73,99,3.3,25.6,-1.3,-1.3,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,41,Sergio Villalvazo,,Indianapolis,MLB,MLB,05/24/2014,28,DOM,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,75,59,62,60,56,86,73,100,79,97,86,100,56,63,59,53,49,70,71,2,Line Drive,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,9,1,1,4,51,24,40,49,53,41,43,85,32,3,59,638,580,.302,.356,.531,111.5,.375,.887,.310,3.37,108,5.4,41.0,-0.7,3.7,3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,23,Cesar Aguayo,,Memphis,MLB,MLB,07/01/2020,22,DOM,6' 3',200 lbs,Switch,Left,4.0 Stars,5.0 Stars,50,51,57,90,100,51,44,41,47,51,72,38,55,56,61,100,100,57,15,9,Line Drive,Spray,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,1,3,2,3,31,27,30,27,18,34,14,36,14,5,11,133,110,.355,.459,.864,44.1,.532,1.322,.297,2.06,39,2.8,25.1,0.0,0.6,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,41,Antonio Garcia,,Kansas City,MLB,MLB,09/04/2014,28,DOM,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,57,58,88,59,55,57,46,42,71,41,44,40,62,67,94,70,60,66,43,7,Line Drive,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,4,2,63,48,36,54,42,36,28,82,42,28,62,594,519,.310,.391,.522,109.7,.386,.913,.346,4.32,106,4.5,35.6,-1.3,0.7,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,33,Ryan Matthews,,New York,MLB,MLB,09/15/2010,31,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,70,63,60,53,73,71,76,87,71,74,88,86,60,64,57,49,68,66,19,2,Line Drive,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,2,3,3,2,60,50,83,31,19,13,42,30,35,44,77,620,547,.291,.356,.488,92.8,.360,.845,.315,2.65,98,5.2,27.2,-2.3,-4.5,-6.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Sid Ruppert,,Atlanta,MLB,MLB,12/06/2011,30,USA,6' 6',200 lbs,Right,Right,4.0 Stars,4.0 Stars,93,88,55,42,50,87,94,100,61,48,60,100,86,90,53,41,47,83,59,7,Line Drive,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,13,12,7,10,6,4,23,1,54,55,53,62,23,14,1,670,609,.325,.387,.468,111.8,.370,.855,.361,3.48,111,5.0,33.6,0.0,0.2,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,Matt Jablonsky,,Texas,MLB,MLB,09/20/2014,27,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,68,54,81,53,48,84,58,81,90,60,53,100,53,63,79,51,47,79,60,2,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,4,12,12,74,55,67,63,42,31,50,76,37,35,54,669,603,.280,.342,.446,96.8,.335,.788,.312,1.95,92,4.9,13.2,-1.3,-5.0,-6.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Eddie Millan,,Chicago,MLB,MLB,11/02/2015,26,USA,6' 3',205 lbs,Left,Right,4.0 Stars,4.0 Stars,74,59,61,53,51,86,51,52,51,43,42,56,62,84,65,58,56,97,40,3,Line Drive,Pull,Pull,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,SIDE,GB'er,1,11,1,2,4,67,59,53,34,52,49,46,28,9,15,1,617,552,.308,.379,.500,102.9,.374,.879,.323,3.95,104,4.3,32.9,-1.4,-6.5,-7.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,6,Jose Suarez,,Washington,MLB,MLB,09/28/2015,26,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,77,65,75,49,48,80,55,55,53,36,40,56,69,85,84,54,50,90,53,5,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,17,17,36,3,75,64,61,80,75,78,83,612,554,.274,.330,.431,86.1,.323,.761,.287,2.49,78,3.5,7.1,4.2,0.4,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Juan Vazquez,,Cincinnati,MLB,MLB,10/21/2014,27,MEX,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,84,75,51,58,52,82,67,70,49,51,49,66,78,88,52,61,53,87,55,7,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,1,1,21,13,36,4,55,55,73,24,17,19,56,656,591,.286,.354,.475,94.1,.355,.829,.303,0.15,101,3.8,15.4,-2.0,1.8,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,24,DOM,6' 2',195 lbs,Switch,Right,4.0 Stars,4.0 Stars,55,61,59,60,76,50,49,43,48,43,47,38,67,62,65,72,90,55,46,57,Flyball,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,SIDE,Normal,1,9,5,2,1,14,1,45,1,72,29,72,84,74,78,82,640,557,.232,.325,.390,80.6,.311,.715,.275,0.63,75,3.2,-0.4,6.2,1.1,7.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,16,Andres Munoz,,Kansas City,MLB,MLB,01/04/2012,30,DOM,6' 5',200 lbs,Left,Left,4.0 Stars,4.0 Stars,40,47,56,92,89,33,42,35,49,60,71,25,48,41,59,100,95,35,25,1,Line Drive,Spray,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,1,1,4,4,55,26,30,3,71,48,71,45,10,5,12,584,484,.231,.351,.496,90.8,.360,.847,.271,1.47,92,4.3,27.6,-1.2,1.2,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
