POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
LF,29,James Wood,,Washington,MLB,MLB,09/17/2002,28,USA,6' 7',235 lbs,Left,Right,4.5 Stars,4.5 Stars,67,98,74,73,69,44,95,62,69,63,61,42,99,69,76,76,72,45,32,15,Line Drive,Ex. Pull,Pull,1,1,1,44,1,1,1,1,44,1,1,1,1,45,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,15,3,3,1,16,24,36,9,60,65,67,85,62,84,78,665,576,.286,.377,.562,129.2,.392,.940,.333,4.00,123,6.6,45.8,1.0,4.2,5.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,76,Jeferson Quero,,Milwaukee,MLB,MLB,10/08/2002,27,VEN,5' 10',210 lbs,Right,Right,4.0 Stars,4.5 Stars,58,44,43,62,56,83,44,60,45,76,65,90,44,57,42,59,54,81,49,41,Normal,Normal,Normal,1,1,1,43,1,1,1,1,41,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,-,80,75,73,13,17,37,10,13,16,28,42,12,90,47,541,479,.290,.362,.457,80.2,.351,.819,.304,3.51,82,5.7,19.3,-0.1,-0.7,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,23,Fernando Tatis Jr.,,San Diego,MLB,MLB,01/02/1999,31,DOM,6' 3',195 lbs,Right,Right,4.0 Stars,4.0 Stars,57,62,68,78,46,51,64,59,70,83,47,53,62,57,67,77,46,50,60,54,Line Drive,Ex. Pull,Pull,1,1,1,51,1,1,1,1,51,1,1,1,1,51,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,3/4,Normal,1,-,1,1,1,53,58,75,44,65,67,82,68,64,84,89,643,579,.321,.381,.627,142.3,.413,1.008,.344,7.87,130,8.7,57.5,3.9,0.5,4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,3,Dylan Crews,,Washington,MLB,MLB,02/26/2002,28,USA,5' 11',200 lbs,Right,Right,4.0 Stars,4.5 Stars,68,69,63,72,59,61,71,72,66,77,62,65,68,66,63,71,58,60,64,49,Line Drive,Pull,Pull,1,1,1,36,1,1,1,1,34,1,1,1,1,37,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,3,3,2,23,37,48,8,64,62,51,90,85,89,64,658,573,.293,.377,.553,119.2,.386,.930,.317,4.69,118,6.5,42.2,0.3,1.2,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,63,Justin Martinez,,Arizona,MLB,MLB,07/30/2001,29,DOM,6' 3',195 lbs,Right,Right,4.0 Stars,4.0 Stars,10,11,16,1,1,9,12,10,16,1,1,9,11,10,15,1,1,8,87,1,Normal,Normal,Normal,86,91,42,58,100,66,78,40,54,88,100,100,43,61,100,98,-,-,97,100,84,-,-,-,-,-,-,4,EX GB,98-100,99-101,3/4,Power,18,47,2,2,1,37,48,60,25,6,6,17,19,2,22,31,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,41,3,60.0,18,2.70,2.39,3.7,2.1,1.5,2.80
RF,13,Ronald Acuna Jr.,,Atlanta,MLB,MLB,12/18/1997,32,VEN,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,60,59,51,70,87,59,61,63,53,76,91,62,59,59,51,67,86,58,59,57,Line Drive,Spray,Spray,1,1,1,51,1,1,1,1,51,1,1,1,1,51,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,OTT,Normal,1,-,1,1,1,16,17,47,9,47,52,77,50,59,87,100,704,585,.287,.403,.521,136.7,.389,.925,.317,5.78,128,6.1,46.6,6.0,2.1,8.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,3,Jackson Merrill,,San Diego,MLB,MLB,04/19/2003,27,USA,6' 3',200 lbs,Left,Right,4.0 Stars,4.0 Stars,74,62,51,69,41,81,59,67,50,61,40,72,62,77,52,72,41,84,45,29,Normal,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,53,62,63,54,81,66,62,83,64,82,79,688,626,.297,.355,.548,125.1,.370,.903,.297,5.95,115,7.1,37.0,2.1,-0.2,1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,13,Roman Anthony,,Boston,MLB,MLB,05/13/2004,26,USA,6' 2',200 lbs,Left,Right,4.0 Stars,4.5 Stars,69,65,87,56,85,67,58,52,78,50,74,47,69,78,90,59,88,79,33,32,Line Drive,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,36,48,35,35,75,72,61,72,58,82,74,672,580,.259,.351,.457,99.9,.346,.808,.299,2.07,99,3.8,15.1,2.2,0.9,3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,13,Junior Caminero,,Tampa Bay,MLB,MLB,07/05/2003,27,DOM,6' 1',205 lbs,Right,Right,4.0 Stars,4.0 Stars,68,59,49,76,49,76,60,72,50,81,50,80,58,67,49,74,49,74,54,30,Line Drive,Normal,Normal,1,1,1,48,1,1,1,1,47,1,1,1,1,49,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,1,1,1,1,58,57,60,53,47,45,45,52,22,73,84,681,594,.293,.373,.513,114.8,.369,.886,.308,4.50,113,5.7,38.4,-1.3,1.5,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,17,Cam Collier,,Cincinnati,MLB,MLB,11/20/2004,25,USA,6' 1',225 lbs,Left,Right,4.0 Stars,4.0 Stars,61,65,49,87,54,55,77,51,44,61,46,37,62,66,51,95,58,65,27,7,Line Drive,Ex. Pull,Pull,1,1,1,47,1,1,1,1,47,1,1,1,1,46,1,25,-,1,-,-,-,-,-,-,-,-,-,2,FB,92-94,92-94,3/4,Normal,51,33,1,1,2,44,58,78,40,47,50,74,75,20,26,86,683,608,.303,.376,.584,134.4,.394,.960,.325,5.59,127,5.3,38.0,-2.7,0.0,-2.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,47,Jose Familia,,Philadelphia,MLB,MLB,08/16/2007,23,DOM,6' 2',180 lbs,Left,Right,4.0 Stars,4.0 Stars,63,73,57,71,69,54,57,53,47,53,61,50,80,69,61,79,71,56,51,38,Normal,Normal,Normal,1,1,1,46,1,1,1,1,45,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,1,-,1,-,1,67,66,55,65,63,46,50,72,49,50,79,635,540,.259,.364,.480,98.6,.350,.843,.313,2.44,95,4.2,20.8,-3.3,-1.0,-4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,49,Ethan Hendricks,,Cincinnati,MLB,MLB,06/08/2005,25,USA,6' 1',190 lbs,Left,Right,4.0 Stars,5.0 Stars,13,20,1,1,18,6,18,11,1,1,16,1,21,14,1,1,19,8,78,14,Normal,Normal,Pull,55,80,55,62,86,51,76,54,61,81,58,84,56,65,90,100,84,-,46,58,-,-,-,-,-,-,-,4,GB,97-99,97-99,OTT,Power,65,41,4,1,5,23,21,52,17,31,44,39,1,4,1,5,17,16,.062,.118,.062,0.1,.092,.180,.125,-0.08,-1,-0.3,-3.3,0.0,0.0,0.0,0,0,200.1,57,2.56,2.89,3.2,6.7,6.9,3.25
1B,7,Albert Jimenez,,San Francisco,MLB,MLB,10/28/2006,23,DOM,6' 1',190 lbs,Right,Right,4.0 Stars,4.0 Stars,67,67,83,66,67,62,70,74,100,83,82,72,66,65,74,62,63,60,16,22,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,2,-,2,-,2,51,49,69,40,47,40,52,23,31,28,38,682,590,.308,.394,.583,133.6,.404,.977,.333,5.36,133,6.4,57.1,-2.7,-6.5,-9.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,29,Jacob Lombard,,Chicago,MLB,MLB,09/27/2007,23,USA,6' 2',195 lbs,Right,Right,4.0 Stars,5.0 Stars,73,91,62,48,66,51,100,84,81,51,81,56,87,69,58,47,62,51,64,60,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,88-90,88-90,OTT,Normal,4,1,2,-,4,81,73,70,71,64,59,71,64,63,80,91,691,597,.243,.336,.385,84.5,.314,.721,.305,2.00,84,4.9,0.1,2.1,2.4,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,21,Teruhiko Nagata,,Cincinnati,MLB,MLB,03/23/2009,21,BRA,6' 2',195 lbs,Right,Right,4.0 Stars,5.0 Stars,51,60,43,88,65,44,76,69,48,100,83,57,57,48,42,72,61,41,17,4,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,1,53,55,53,27,7,60,15,28,28,45,3,12,3,26,526,469,.267,.337,.518,79.7,.360,.855,.300,1.56,83,2.8,14.8,0.0,0.4,0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,22,Zach Showalter,,St. Louis,MLB,MLB,01/23/2004,26,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,17,14,25,11,21,23,15,18,26,12,22,24,14,17,25,11,21,22,47,41,Normal,Normal,Normal,100,59,48,57,60,95,55,47,54,55,100,63,49,59,66,100,93,-,100,-,-,-,-,-,-,-,-,3,NEU,94-96,94-96,3/4,Normal,17,25,1,1,1,48,38,36,48,62,61,48,76,65,73,77,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,28,9,57.2,33,5.15,3.80,0.4,0.6,-2.4,3.02
1B,27,Vladimir Guerrero Jr.,,Toronto,MLB,MLB,03/16/1999,31,CAN,6' 2',235 lbs,Right,Right,4.0 Stars,4.0 Stars,63,57,55,93,58,69,58,66,56,98,59,73,56,62,55,91,58,68,44,23,Normal,Pull,Pull,1,1,1,40,1,1,1,1,40,1,1,1,1,40,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,OTT,Normal,10,-,1,1,1,29,35,65,31,36,47,68,45,13,67,57,614,537,.287,.363,.521,104.3,.372,.885,.295,3.87,104,3.7,32.8,1.3,0.5,1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,36,Wyatt Langford,,Texas,MLB,MLB,11/15/2001,28,USA,6' 1',215 lbs,Right,Right,4.0 Stars,4.5 Stars,74,63,70,70,52,77,67,81,74,79,57,87,62,71,69,67,51,74,38,19,Line Drive,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,8,20,28,28,47,22,36,42,20,63,63,64,100,67,93,80,651,580,.238,.315,.400,76.7,.303,.715,.263,-0.71,73,0.9,-3.8,0.5,0.4,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,0,Gabriel Paez,,Tampa Bay,MLB,MLB,07/04/2006,24,VEN,6' 3',190 lbs,Left,Left,4.0 Stars,4.0 Stars,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,39,15,Flyball,Normal,Normal,92,59,58,56,60,100,62,59,57,65,90,57,57,55,58,85,45,-,100,-,-,-,-,-,62,-,-,4,FB,93-95,93-95,3/4,Normal,49,27,1,1,1,30,35,24,25,26,31,34,14,21,32,30,53,51,.137,.151,.157,1.4,.136,.308,.212,-0.69,-1,-0.5,-7.1,0.0,0.0,0.0,0,0,194.2,88,4.07,3.45,-1.3,3.7,2.6,2.72
1B,44,Bryan Ramos,,Chicago,MLB,MLB,03/12/2002,28,CUB,6' 2',210 lbs,Right,Right,4.0 Stars,4.0 Stars,64,46,58,79,53,94,48,71,60,90,58,100,46,62,57,75,51,91,60,29,Normal,Pull,Pull,1,1,1,42,1,1,1,1,41,1,1,1,1,43,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,1,-,1,1,1,47,56,64,39,39,38,46,90,39,70,74,694,614,.270,.346,.493,103.3,.352,.839,.271,2.35,105,4.0,21.3,-1.2,0.8,-0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,7,Cole Young,,Seattle,MLB,MLB,07/29/2003,27,USA,5' 10',190 lbs,Left,Right,4.0 Stars,4.0 Stars,66,53,57,46,74,83,48,53,53,38,65,61,55,72,59,48,78,91,58,37,Normal,Normal,Normal,1,1,1,39,1,1,1,1,38,1,1,1,1,39,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,9,10,1,1,1,79,81,62,76,63,56,41,76,62,85,92,594,522,.282,.360,.439,88.8,.341,.799,.305,3.46,85,5.4,19.3,3.0,1.8,4.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,Roberto Carrillo,,Pittsburgh,MLB,MLB,03/31/2008,22,DOM,6' 1',195 lbs,Right,Right,4.0 Stars,4.0 Stars,83,83,54,62,49,70,100,100,69,100,58,93,74,73,51,51,47,62,22,9,Line Drive,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,88-90,SUB,Normal,1,1,1,2,2,50,49,71,42,32,35,50,20,8,1,28,673,597,.281,.355,.481,98.1,.355,.836,.320,-0.29,104,4.8,25.9,0.0,-2.6,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,31,Riley Greene,,Detroit,MLB,MLB,09/28/2000,30,USA,6' 3',200 lbs,Left,Left,4.0 Stars,4.0 Stars,65,81,61,59,74,51,76,60,58,53,65,48,83,67,61,60,78,52,47,56,Line Drive,Pull,Pull,1,1,1,35,1,1,1,1,38,1,1,1,1,35,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,1,1,4,17,22,36,16,67,68,51,70,27,72,79,652,578,.266,.347,.453,93.6,.341,.800,.323,0.96,93,3.4,18.5,0.1,-0.6,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,25,Curtis Mead,,Seattle,MLB,MLB,10/26/2000,29,AUS,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,83,62,73,49,62,95,63,87,75,50,66,100,61,81,72,48,61,93,34,25,Line Drive,Normal,Normal,1,1,1,41,1,1,1,1,40,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,10,-,1,1,2,45,42,41,44,42,40,36,61,34,75,73,674,593,.268,.347,.430,91.0,.331,.777,.291,2.62,91,3.3,16.5,0.9,3.8,4.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,24,Ralphy Velazquez,,Cleveland,MLB,MLB,05/28/2005,25,USA,6' 3',210 lbs,Left,Right,3.5 Stars,3.5 Stars,51,45,48,73,62,62,43,45,40,45,55,47,45,55,50,87,66,72,34,13,Normal,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,5,35,40,58,31,29,60,22,41,47,58,39,17,77,43,531,474,.283,.352,.494,82.3,.348,.846,.302,1.38,79,3.6,16.3,-0.8,-1.4,-2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,39,J.J. Wetherholt,,St. Louis,MLB,MLB,09/10/2002,28,USA,5' 10',200 lbs,Left,Right,3.5 Stars,3.5 Stars,76,67,61,47,58,77,56,59,50,42,51,61,73,84,66,49,61,83,39,38,Line Drive,Normal,Normal,1,1,1,44,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,63,73,60,67,50,63,47,58,56,56,73,655,582,.266,.342,.424,84.4,.326,.766,.288,1.35,85,1.2,9.7,-3.6,3.4,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,7,Angel Genao,,Cleveland,MLB,MLB,05/19/2004,26,DOM,6' 0',190 lbs,Switch,Right,3.5 Stars,3.5 Stars,69,65,57,48,45,66,61,65,56,76,39,65,66,70,58,42,47,66,54,33,Line Drive,Normal,Normal,1,1,1,39,1,1,1,1,37,1,1,1,1,40,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,75-80,75-80,3/4,Normal,3,3,2,2,1,72,72,64,66,64,58,56,75,60,87,84,648,578,.282,.350,.464,91.9,.343,.814,.308,2.87,94,4.9,17.1,-1.4,0.8,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,18,Shane McClanahan,,New York,MLB,MLB,04/28/1997,33,USA,6' 1',205 lbs,Left,Left,3.5 Stars,3.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,31,11,Normal,Normal,Normal,55,58,74,55,60,58,61,78,56,62,53,57,73,54,58,100,62,86,59,-,-,-,-,-,-,-,-,4,GB,96-98,96-98,3/4,Power,60,76,1,1,3,41,14,39,3,21,3,6,20,18,12,32,14,14,.000,.000,.000,0.0,.000,.000,.000,-0.42,-1,-0.5,-3.5,0.0,0.0,0.0,0,0,206.0,74,3.23,3.39,1.2,4.5,4.8,3.45
2B,12,Matt McLain,,Los Angeles,MLB,MLB,08/06/1999,31,USA,5' 11',185 lbs,Right,Right,3.5 Stars,3.5 Stars,52,59,56,66,66,48,61,56,59,75,74,50,58,51,56,63,63,47,58,55,Line Drive,Normal,Normal,1,1,1,38,1,1,1,1,36,1,1,1,1,39,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,2,2,1,67,73,48,61,52,50,31,59,68,79,61,648,569,.258,.341,.475,93.9,.347,.816,.298,1.88,96,3.8,20.1,-0.1,-0.9,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,18,Luke Adams,,Milwaukee,MLB,MLB,04/24/2004,26,USA,6' 4',210 lbs,Right,Right,3.5 Stars,3.5 Stars,45,45,53,67,86,45,49,55,50,62,100,64,44,42,55,69,81,41,39,47,Normal,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,46,38,41,44,56,64,35,43,39,48,77,69,82,76,714,587,.230,.363,.402,98.4,.331,.765,.282,4.17,96,3.4,13.8,1.9,2.1,4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
