POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,29,USA,5' 11',200 lbs,Right,Right,4.5 Stars,4.5 Stars,58,54,72,95,84,62,60,77,84,100,96,87,52,54,67,90,79,57,26,1,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,53,55,55,57,34,25,38,60,46,55,75,647,552,.297,.396,.591,130.3,.412,.986,.308,3.65,128,7.0,54.4,-3.6,-1.4,-5.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Eric Palka,,Milwaukee,MLB,MLB,10/02/2019,25,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,76,67,63,70,61,77,77,96,74,94,82,100,63,69,61,62,56,69,62,1,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,1,4,4,18,14,37,8,68,61,67,65,37,50,34,650,575,.290,.366,.487,102.6,.367,.853,.312,2.49,105,5.8,31.1,-2.4,0.5,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,31,USA,5' 11',200 lbs,Left,Right,4.5 Stars,4.5 Stars,83,69,93,48,55,87,48,46,72,33,37,45,79,99,100,54,65,100,39,10,Line Drive,Normal,Normal,1,6,1,10,5,1,6,1,10,5,1,6,1,10,5,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,18,9,41,14,82,57,74,82,71,70,100,637,559,.311,.389,.524,121.4,.384,.913,.333,4.42,112,8.3,39.3,0.3,-1.2,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,43,B.J. Carrillo,,Cleveland,MLB,MLB,05/24/2020,25,USA,6' 6',205 lbs,Left,Left,4.5 Stars,4.5 Stars,69,73,60,69,46,59,52,45,47,43,33,40,84,84,67,84,51,72,30,6,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,1,1,2,2,41,32,9,8,24,36,22,38,35,30,45,574,515,.379,.441,.724,164.7,.485,1.165,.385,9.42,148,8.8,80.9,-3.5,-1.2,-4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,35,Arturo Bautista,,Toronto,MLB,MLB,11/26/2022,22,VEN,6' 2',200 lbs,Left,Left,4.5 Stars,4.5 Stars,91,83,52,59,52,88,52,47,41,37,35,44,95,100,58,73,61,100,45,7,Groundball,Ex. Pull,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,SIDE,Normal,1,1,7,6,11,14,6,40,2,53,32,50,25,4,5,1,573,501,.337,.417,.557,114.7,.414,.974,.365,3.32,114,5.8,49.4,0.0,-1.6,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,26,USA,6' 4',200 lbs,Left,Right,4.5 Stars,4.5 Stars,72,59,97,61,87,81,50,51,75,46,76,53,62,82,100,69,91,93,17,6,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,2,10,7,11,25,8,39,12,70,43,42,63,47,58,69,630,536,.278,.373,.489,102.3,.361,.862,.295,3.53,99,3.9,23.5,-1.0,-1.3,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,27,DOM,6' 2',200 lbs,Switch,Right,4.5 Stars,4.5 Stars,59,61,54,70,74,56,49,44,45,46,47,41,67,69,58,83,88,63,49,57,Flyball,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,SIDE,Normal,1,9,5,2,1,10,1,39,1,74,31,74,89,78,80,89,649,563,.258,.354,.471,104.5,.357,.825,.269,3.05,100,6.1,24.1,6.0,2.8,8.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,23,USA,6' 2',180 lbs,Right,Right,4.0 Stars,4.0 Stars,57,55,55,79,63,59,60,74,62,100,75,82,52,53,53,69,61,54,43,42,Flyball,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,3,3,1,2,72,72,30,53,34,39,46,83,61,70,78,635,558,.242,.331,.432,84.6,.329,.763,.259,1.66,83,4.9,10.9,3.9,3.0,6.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,3,J.J. Garton,,Boston,MLB,MLB,05/09/2016,29,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,59,72,51,60,67,49,85,77,57,83,80,61,67,56,50,55,64,46,20,2,Line Drive,Normal,Spray,1,6,1,2,8,1,6,1,2,8,1,6,1,2,8,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,8,1,5,1,75,88,50,61,42,60,41,62,46,47,77,627,548,.243,.335,.412,80.0,.326,.747,.290,-1.31,81,4.3,3.6,-1.0,0.4,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,38,Hiromi Imai,,Cleveland,MLB,MLB,10/31/2021,23,JPN,6' 1',190 lbs,Right,Right,4.0 Stars,5.0 Stars,79,62,83,60,93,88,75,100,98,87,100,100,59,68,77,54,80,76,57,1,Line Drive,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,2,4,2,12,6,40,1,64,55,43,62,42,24,60,655,565,.273,.366,.442,96.0,.349,.809,.290,1.37,97,3.4,20.1,-0.9,0.2,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Bill Luna,,Baltimore,MLB,MLB,01/14/2021,24,DOM,5' 11',190 lbs,Right,Right,4.0 Stars,4.0 Stars,71,65,63,52,48,70,76,92,74,66,52,97,62,63,60,49,47,62,51,1,Normal,Ex. Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,4,72,69,40,18,16,49,11,12,28,49,20,21,19,41,485,430,.265,.342,.384,55.9,.320,.726,.301,0.14,60,2.9,3.9,-1.7,-0.8,-2.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,74,Angel Ramos,,Cincinnati,MLB,MLB,02/06/2012,33,DOM,6' 0',200 lbs,Switch,Left,4.0 Stars,4.0 Stars,52,52,69,81,67,52,45,42,54,51,47,40,56,57,76,95,80,58,28,12,Line Drive,Normal,Spray,1,3,1,1,4,1,3,1,1,5,1,3,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,3,1,4,14,8,14,5,59,44,43,70,59,77,95,662,555,.265,.373,.494,113.6,.371,.867,.292,2.06,109,3.6,23.9,2.7,5.6,8.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Ed Burtner,,Atlanta,MLB,MLB,03/18/2019,26,USA,6' 0',200 lbs,Left,Left,4.0 Stars,5.0 Stars,51,51,89,61,95,53,46,45,80,48,63,44,52,55,92,68,100,57,29,3,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,3,1,1,1,21,22,45,4,67,58,58,46,42,48,78,626,512,.232,.359,.461,93.3,.351,.820,.254,2.51,93,3.7,21.7,-0.5,0.0,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,38,Miguel Reyes,,Houston,MLB,MLB,04/25/2013,32,COL,6' 2',205 lbs,Switch,Right,4.0 Stars,4.0 Stars,59,51,42,79,51,70,56,77,44,100,56,97,49,55,41,70,49,62,28,11,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,3/4,Normal,1,2,12,13,10,57,68,56,53,41,37,37,22,8,4,16,620,539,.295,.381,.516,107.9,.384,.896,.300,4.23,109,4.8,38.4,-1.4,1.4,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,2,Jose Suarez,,Houston,MLB,MLB,09/28/2015,29,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,81,71,74,45,47,81,59,58,52,32,40,56,76,88,83,49,50,90,53,4,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,14,14,32,3,75,64,61,82,77,82,91,598,551,.303,.346,.466,93.8,.348,.813,.333,1.93,87,6.0,19.0,5.8,2.8,8.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,4,Mike Tiensuu,,Texas,MLB,MLB,04/13/2020,25,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,58,61,68,65,54,53,65,62,70,76,59,58,60,56,67,62,52,51,33,8,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,7,10,11,9,27,26,66,14,75,68,76,85,71,75,88,615,537,.240,.324,.426,80.3,.322,.750,.286,-0.26,77,4.1,6.2,6.5,3.8,10.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,35,Rick Hall,,Tampa Bay,MLB,MLB,01/29/2013,32,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.0 Stars,84,72,89,36,39,86,78,94,96,42,42,100,69,79,87,34,38,80,58,1,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,4,1,2,18,17,17,10,71,89,56,76,57,71,100,627,566,.270,.332,.420,84.5,.325,.752,.292,1.14,80,4.3,13.0,5.5,4.5,10.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,10,Juan Perez,,Baltimore,MLB,MLB,12/21/2018,26,DOM,6' 4',200 lbs,Right,Right,4.0 Stars,4.5 Stars,46,49,52,100,59,45,52,51,57,100,80,52,48,45,50,95,55,43,35,1,Line Drive,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,3,3,5,2,31,24,24,20,66,70,59,42,28,40,13,594,526,.249,.325,.470,82.1,.340,.794,.299,0.51,83,3.0,14.6,-0.8,-1.7,-2.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,5,João Prudente,,Los Angeles,MLB,MLB,12/11/2017,27,VEN,6' 2',205 lbs,Left,Left,4.0 Stars,4.0 Stars,50,65,51,96,56,39,50,40,44,53,40,28,73,54,55,100,62,42,37,4,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,2,2,2,21,18,29,4,67,26,30,82,65,79,96,627,542,.271,.365,.554,117.1,.386,.919,.329,5.24,111,6.7,38.7,3.0,2.1,5.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,12,Mike Ruffin,,Pittsburgh,MLB,MLB,02/24/2019,26,USA,6' 2',205 lbs,Right,Right,4.0 Stars,4.0 Stars,44,56,89,100,56,35,64,50,96,100,63,41,54,43,87,95,53,33,39,8,Line Drive,Pull,Normal,1,10,1,4,12,1,10,1,4,11,1,11,1,4,12,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,85-87,SIDE,GB'er,1,10,1,3,5,33,31,36,25,70,50,64,69,76,79,99,619,552,.203,.286,.440,74.4,.311,.726,.258,1.76,72,2.9,1.6,4.1,2.6,6.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,11,Ron Petrie,,Houston,MLB,MLB,12/06/2015,29,CAN,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,52,49,60,77,56,58,52,61,67,98,61,74,48,50,59,70,55,55,22,2,Flyball,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,86-88,SIDE,Normal,1,3,4,1,4,44,76,76,27,29,44,48,17,36,22,52,605,530,.277,.355,.496,91.4,.364,.852,.301,3.23,96,4.9,27.5,-1.5,-1.5,-3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,3,Jose Quijada,,Colorado,MLB,MLB,07/11/2020,25,VEN,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,70,54,54,56,55,87,47,50,47,43,43,56,57,80,57,61,60,100,59,9,Normal,Pull,Normal,1,3,1,12,1,1,3,1,12,1,1,3,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,7,4,6,8,13,7,6,68,34,44,81,47,70,54,638,548,.297,.392,.482,110.7,.374,.874,.325,3.74,107,4.3,24.4,-1.3,2.8,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,33,VEN,6' 4',200 lbs,Left,Left,4.0 Stars,4.0 Stars,46,62,53,75,90,33,51,39,47,58,68,24,68,48,57,81,97,35,30,5,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,10,10,25,3,64,54,72,58,45,41,93,570,470,.270,.391,.466,90.2,.367,.857,.368,1.15,92,4.6,26.5,-3.8,1.5,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,83,Lorenzo Garcia,,Atlanta,MLB,MLB,01/18/2012,33,DOM,6' 5',200 lbs,Left,Left,4.0 Stars,4.0 Stars,73,70,51,58,73,67,59,55,47,46,60,50,75,81,54,63,79,76,20,4,Line Drive,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,10,2,4,1,31,18,36,7,7,23,15,1,8,3,3,707,604,.278,.379,.424,99.4,.353,.803,.321,1.34,106,2.8,25.5,-1.7,-3.4,-5.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Alejandro Nava,,Cincinnati,MLB,MLB,08/22/2019,26,VEN,6' 4',200 lbs,Right,Right,4.0 Stars,5.0 Stars,67,61,53,50,75,69,69,83,57,59,84,87,59,62,52,48,72,63,24,13,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,2,2,3,1,76,50,41,55,28,31,60,75,48,66,56,628,541,.279,.373,.429,89.8,.347,.801,.310,-0.09,92,4.5,10.9,0.2,1.1,1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,32,Hugo Negron,,Cleveland,MLB,MLB,07/08/2012,33,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,68,58,73,54,83,77,66,91,86,72,100,100,56,61,69,50,73,67,67,9,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,6,16,17,6,58,44,49,58,47,25,71,630,544,.261,.357,.430,85.5,.339,.787,.294,3.73,88,3.3,14.0,-2.6,1.5,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Juan Vazquez,,Cincinnati,MLB,MLB,10/21/2014,30,MEX,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,81,65,55,53,50,88,59,67,51,48,48,72,67,86,57,56,51,94,57,8,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,1,1,19,12,35,4,53,54,70,26,17,21,68,639,565,.333,.397,.533,116.6,.396,.930,.347,3.79,118,5.2,36.1,-2.3,1.3,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Alex Zarco,,Detroit,MLB,MLB,09/16/2021,24,DOM,6' 2',185 lbs,Left,Right,4.0 Stars,4.0 Stars,66,69,87,50,49,59,50,45,59,36,36,40,77,79,98,57,56,70,57,9,Line Drive,Normal,Pull,1,9,1,10,9,1,9,1,10,9,1,9,1,10,9,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,1,3,2,28,23,23,19,67,67,48,73,55,72,76,588,530,.272,.342,.464,88.3,.344,.806,.300,1.36,84,3.8,18.0,3.9,2.9,6.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,69,Rafael Castro,,St. Louis,MLB,MLB,06/11/2016,29,DOM,6' 1',200 lbs,Right,Right,3.5 Stars,4.0 Stars,78,75,51,49,73,70,94,100,59,67,91,100,69,66,49,45,67,59,54,2,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,3,10,9,3,20,8,15,7,44,37,47,39,30,44,45,646,560,.287,.376,.507,107.7,.377,.883,.315,1.06,110,4.3,36.5,-2.1,1.6,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,34,Mark Collyer,,New York,MLB,MLB,09/21/2019,25,AUS,6' 2',205 lbs,Left,Right,3.5 Stars,3.5 Stars,81,80,53,41,47,71,59,51,45,31,41,47,87,91,57,44,49,84,60,6,Line Drive,Normal,Normal,1,9,1,4,10,1,9,1,4,10,1,9,1,4,10,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,89-91,91-93,3/4,GB'er,1,1,1,1,1,11,7,35,1,64,59,49,77,28,21,25,557,506,.302,.361,.435,81.4,.344,.796,.355,0.91,80,3.3,14.8,-2.2,1.9,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
