POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
LF,38,Hiromi Imai,,Cleveland,MLB,MLB,10/31/2021,27,JPN,6' 1',205 lbs,Right,Right,5.0 Stars,5.0 Stars,88,79,77,62,87,86,95,100,93,93,100,100,73,78,72,57,74,73,58,1,Line Drive,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,2,4,2,7,6,34,1,65,55,43,75,45,30,80,628,540,.272,.373,.452,93.5,.354,.824,.304,1.59,95,3.6,22.7,-1.7,2.2,0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,56,Omar Marin,,New York,MLB,MLB,01/06/2024,25,USA,6' 4',200 lbs,Left,Left,4.5 Stars,5.0 Stars,73,73,61,74,50,64,58,51,51,50,44,47,79,83,66,84,52,74,30,10,Line Drive,Spray,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,6,1,1,1,43,36,36,3,64,58,63,67,51,52,70,598,535,.318,.385,.570,116.5,.404,.955,.335,3.25,114,6.9,45.4,0.9,0.4,1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Eric Palka,,Milwaukee,MLB,MLB,10/02/2019,29,USA,6' 1',195 lbs,Right,Right,4.5 Stars,5.0 Stars,84,71,55,67,86,86,82,100,61,90,100,100,67,76,53,60,77,77,62,4,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,1,4,4,11,9,31,7,68,61,67,76,42,56,44,633,530,.281,.389,.464,100.0,.362,.853,.299,2.81,100,5.2,28.6,-3.4,-0.5,-3.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,18,Marcos Soto,,Memphis,MLB,MLB,05/31/2024,25,VEN,5' 10',180 lbs,Switch,Right,4.5 Stars,5.0 Stars,85,84,65,55,86,74,93,97,73,62,100,90,81,80,63,52,81,68,59,4,Line Drive,Spray,Normal,1,2,1,4,1,1,2,1,4,1,1,2,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,4,2,5,34,36,28,24,81,50,54,79,51,46,80,666,559,.261,.372,.404,94.1,.336,.777,.294,3.41,91,6.4,19.7,0.3,3.8,4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,Fernando Galiano,,San Francisco,MLB,MLB,10/03/2025,23,VEN,6' 2',200 lbs,Left,Left,4.5 Stars,5.0 Stars,66,69,65,82,69,60,56,50,54,55,56,46,74,75,70,93,74,66,34,3,Line Drive,Spray,Spray,1,2,1,7,1,1,3,1,7,1,1,2,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,11,9,9,56,50,37,4,46,54,56,34,22,14,8,621,524,.300,.398,.567,124.9,.400,.965,.323,3.69,116,6.2,49.6,-2.2,-0.6,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,48,Koen Gaskell,,New York,MLB,MLB,05/15/2014,35,ARU,6' 3',205 lbs,Right,Right,4.5 Stars,4.5 Stars,72,68,81,66,88,67,83,99,88,100,100,100,62,62,78,58,83,59,76,13,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,OTT,Normal,3,1,1,1,2,46,52,55,51,40,20,20,37,46,45,77,633,551,.281,.371,.535,110.3,.383,.907,.305,3.17,111,5.2,37.8,-2.3,1.8,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Juan Hernandez,,Cincinnati,MLB,MLB,10/03/2025,23,DOM,6' 1',200 lbs,Switch,Right,4.5 Stars,4.5 Stars,86,78,58,66,52,83,87,99,62,81,59,100,76,81,57,62,50,77,85,3,Line Drive,Ex. Pull,Pull,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,72,57,31,48,49,45,40,32,24,32,47,673,602,.339,.401,.596,138.1,.420,.998,.345,5.35,137,6.5,52.0,-2.8,-1.5,-4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Alejandro Nava,,Cincinnati,MLB,MLB,08/22/2019,30,VEN,6' 4',195 lbs,Right,Right,4.5 Stars,4.5 Stars,81,73,60,51,88,79,82,96,65,59,98,100,70,75,58,49,84,72,22,13,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,2,2,3,1,75,50,41,55,22,25,53,78,53,71,79,673,571,.292,.397,.436,106.1,.362,.833,.326,3.66,106,6.6,20.9,0.4,5.2,5.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,David Villanueva,,Houston,MLB,MLB,11/29/2026,22,DOM,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,81,80,100,58,58,70,93,100,100,76,75,94,76,74,100,54,54,62,25,5,Line Drive,Spray,Normal,1,6,1,10,5,1,6,1,10,5,1,6,1,10,5,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,4,4,4,30,20,28,14,67,61,39,99,62,53,74,597,519,.306,.387,.524,104.9,.384,.911,.326,4.23,104,4.7,37.4,-3.3,1.6,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,46,Victor Blanco,,Los Angeles,MLB,MLB,11/05/2024,24,VEN,6' 0',185 lbs,Left,Right,4.5 Stars,4.5 Stars,57,66,51,78,56,48,55,46,46,53,49,40,72,61,53,88,59,52,48,47,Normal,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,1,6,13,5,33,24,14,9,77,33,52,72,66,73,93,602,527,.288,.370,.583,122.1,.399,.953,.321,3.42,112,8.7,44.2,5.8,-1.3,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Guangbiao Meehan,,Minnesota,MLB,MLB,06/27/2023,26,USA,6' 0',205 lbs,Right,Right,4.5 Stars,4.5 Stars,74,78,60,80,53,62,89,86,68,100,66,71,74,70,59,72,50,60,28,8,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,OTT,Normal,1,9,3,4,2,30,23,20,30,26,29,10,25,17,22,16,635,566,.292,.364,.555,111.8,.383,.919,.315,1.91,111,5.0,39.8,-0.9,-0.1,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,32,Amadeo Muginstein,,St. Louis,MLB,MLB,09/17/2025,24,VEN,6' 4',205 lbs,Right,Right,4.5 Stars,5.0 Stars,81,78,59,66,77,73,88,97,65,86,86,94,75,75,57,61,73,66,30,1,Line Drive,Pull,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,1,5,1,3,1,65,59,67,46,51,44,49,24,29,35,43,622,544,.298,.381,.474,97.4,.369,.855,.334,3.34,102,4.8,31.9,-3.5,-3.9,-7.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Alex Zarco,,Detroit,MLB,MLB,09/16/2021,28,DOM,6' 2',200 lbs,Left,Right,4.5 Stars,4.5 Stars,67,63,84,49,50,65,49,45,57,36,36,42,72,81,94,56,56,80,61,6,Line Drive,Normal,Pull,1,12,1,10,12,1,12,1,10,12,1,12,1,10,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,9,1,3,2,23,19,19,16,72,71,53,73,54,76,84,613,547,.305,.380,.561,129.0,.395,.941,.308,5.59,113,8.1,45.0,8.9,1.4,10.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,27,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.5 Stars,57,50,50,66,77,65,55,73,56,93,90,91,49,52,49,59,72,58,47,40,Flyball,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,3,2,1,2,70,72,30,53,29,33,42,81,62,72,88,627,546,.267,.356,.467,99.6,.356,.823,.293,2.09,95,6.2,25.2,9.2,1.8,11.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,13,Jonathan Kelly,,Indianapolis,MLB,MLB,11/30/2019,29,USA,6' 1',195 lbs,Switch,Right,4.0 Stars,4.5 Stars,65,61,53,58,50,66,51,49,46,44,44,47,66,76,56,65,53,77,91,4,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,2,1,2,72,57,48,54,56,39,41,71,39,25,83,602,537,.292,.360,.505,98.7,.368,.865,.304,3.18,98,6.3,35.9,-2.0,0.1,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,27,Mike Atkins,,Los Angeles,MLB,MLB,10/20/2014,34,USA,6' 6',205 lbs,Left,Left,4.0 Stars,4.0 Stars,57,58,66,58,51,55,49,45,53,44,45,43,61,62,72,64,53,61,45,5,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,4,4,4,7,7,28,4,67,60,58,72,58,74,93,612,547,.293,.364,.550,119.8,.386,.915,.317,3.33,108,6.9,38.5,8.0,0.5,8.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,49,Gilberto Bonilla,,Detroit,MLB,MLB,03/07/2023,26,DOM,6' 2',205 lbs,Left,Left,4.0 Stars,4.0 Stars,49,68,70,97,57,37,50,39,51,50,39,24,76,53,79,100,67,40,40,6,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,11,11,6,54,38,54,5,44,58,73,23,8,1,13,600,527,.269,.353,.575,110.1,.387,.928,.299,3.36,107,4.1,40.1,-1.1,-1.5,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,43,B.J. Carrillo,,Cleveland,MLB,MLB,05/24/2020,29,USA,6' 6',210 lbs,Left,Left,4.0 Stars,4.0 Stars,65,63,53,69,47,62,48,44,43,43,34,41,72,79,57,84,51,76,31,6,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,1,1,2,2,41,32,9,8,19,31,17,42,35,32,58,603,547,.294,.347,.530,100.3,.370,.877,.303,2.35,99,4.3,29.7,-0.5,-0.1,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,35,Mark Collyer,,San Francisco,MLB,MLB,09/21/2019,29,AUS,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,87,83,56,40,47,79,60,55,47,30,41,49,91,98,60,43,48,94,60,3,Line Drive,Normal,Normal,1,8,1,4,10,1,8,1,4,10,1,8,1,4,10,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,89-91,91-93,3/4,GB'er,1,1,1,1,1,7,7,32,1,64,59,49,82,34,30,38,438,398,.327,.386,.482,76.0,.375,.868,.351,3.41,73,3.5,23.2,-0.6,2.5,1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Bill Luna,,Baltimore,MLB,MLB,01/14/2021,28,DOM,5' 11',190 lbs,Right,Right,4.0 Stars,4.0 Stars,64,62,56,48,49,62,73,86,62,58,54,87,60,59,53,46,48,57,54,4,Line Drive,Ex. Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,4,73,70,41,14,14,47,8,8,21,42,18,22,19,50,503,449,.267,.336,.392,56.9,.317,.728,.303,-0.98,61,2.8,3.6,-1.8,0.7,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Ed Burtner,,Atlanta,MLB,MLB,03/18/2019,30,USA,6' 0',195 lbs,Left,Left,4.0 Stars,4.0 Stars,52,52,84,60,95,52,47,45,76,48,63,44,55,56,87,66,100,57,26,3,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,3,1,1,1,16,15,37,4,67,58,58,63,44,57,90,597,499,.253,.369,.441,88.8,.349,.809,.294,0.88,88,4.0,20.6,-0.2,-0.5,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,9,Will Chance,,Baltimore,MLB,MLB,12/20/2020,28,USA,6' 4',200 lbs,Right,Left,4.0 Stars,4.0 Stars,67,59,72,62,50,72,70,91,86,88,65,100,57,60,67,57,47,62,38,7,Line Drive,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,1,11,10,15,11,6,22,3,75,39,46,73,62,73,85,628,570,.288,.347,.502,98.2,.361,.849,.307,0.62,99,7.2,27.0,1.9,0.9,2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,30,USA,6' 4',195 lbs,Left,Right,4.0 Stars,4.0 Stars,66,53,97,58,88,83,47,50,75,45,77,55,56,76,100,64,93,95,13,5,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,SIDE,Normal,1,2,10,7,11,22,6,33,7,70,43,42,67,49,59,74,600,527,.277,.355,.450,89.6,.340,.805,.291,2.01,84,3.7,13.3,1.0,1.5,2.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Fernando Cova,,Miami,MLB,MLB,10/11/2019,29,DOM,6' 1',200 lbs,Left,Left,4.0 Stars,4.0 Stars,59,64,59,66,64,52,54,47,50,55,58,42,69,63,62,72,66,56,37,1,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,9,10,10,19,12,24,6,56,43,46,66,41,46,80,660,547,.278,.395,.495,116.3,.384,.891,.311,2.79,115,4.9,39.7,-2.2,2.7,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,37,Aubrey Chappell,,Detroit,MLB,MLB,04/17/2023,26,USA,6' 0',190 lbs,Right,Right,4.0 Stars,4.5 Stars,51,48,57,83,50,56,53,59,69,100,73,66,46,49,54,67,45,53,34,1,Flyball,Pull,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,SIDE,Normal,1,1,11,5,11,65,50,60,48,40,31,46,65,52,70,51,636,546,.260,.354,.502,102.7,.363,.856,.287,3.44,100,5.4,30.0,1.9,-0.2,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,70,Danny Cota,,Chicago,MLB,MLB,05/12/2027,22,DOM,6' 3',185 lbs,Right,Right,4.0 Stars,4.0 Stars,74,81,61,41,51,59,97,97,73,48,57,85,76,66,59,39,49,54,57,7,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,1,60,64,46,25,25,22,5,43,34,23,36,48,50,47,513,458,.273,.349,.358,56.6,.308,.707,.345,-0.76,58,2.3,-1.6,-1.9,0.7,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,31,DOM,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,47,50,51,61,88,46,43,38,44,43,51,35,53,51,56,73,100,49,48,58,Line Drive,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,SIDE,Normal,1,9,5,2,1,7,1,33,1,74,31,75,92,81,81,94,661,551,.258,.380,.461,110.3,.365,.841,.327,3.93,106,6.5,29.7,5.1,3.2,8.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,36,Javier Reyes,,Houston,MLB,MLB,12/23/2022,26,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,5.0 Stars,61,61,52,60,81,60,70,80,58,81,93,80,59,58,51,56,77,55,18,5,Normal,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,1,1,4,57,53,37,37,47,34,36,51,35,56,64,609,513,.275,.381,.476,94.8,.366,.857,.318,2.05,98,2.8,29.4,-2.2,-2.3,-4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,6,David Chavez,,Philadelphia,MLB,MLB,01/29/2024,25,DOM,6' 0',190 lbs,Switch,Right,4.0 Stars,4.0 Stars,63,74,82,45,28,52,54,45,67,34,22,39,83,75,86,49,30,59,52,4,Line Drive,Spray,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,OTT,Normal,1,3,2,3,4,69,68,66,75,37,40,35,100,85,75,100,651,616,.295,.329,.476,101.9,.340,.804,.340,2.92,91,5.4,16.8,5.0,2.2,7.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,1,Jinjun Hoff,,Kansas City,MLB,MLB,05/31/2024,25,USA,6' 2',205 lbs,Right,Right,4.0 Stars,4.0 Stars,51,47,65,61,47,57,52,65,79,89,52,82,46,48,61,55,46,52,33,4,Flyball,Pull,Spray,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,90-92,90-92,3/4,Normal,1,15,63,76,64,20,11,50,30,45,37,54,27,44,48,45,229,204,.260,.314,.412,25.9,.310,.726,.289,0.97,26,1.6,-0.1,-0.1,1.2,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
