POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,11,Francisco Vargas,,San Diego,MLB,MLB,05/16/2013,25,DOM,6' 3',200 lbs,Right,Right,5.0 Stars,5.0 Stars,95,89,94,100,76,90,100,100,100,100,97,100,81,83,86,88,69,72,30,3,Line Drive,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,37,72,55,45,53,51,49,56,12,31,15,652,577,.348,.417,.662,158.2,.446,1.079,.354,5.99,147,8.9,75.0,-2.4,-1.4,-3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,26,VEN,6' 4',205 lbs,Left,Left,5.0 Stars,5.0 Stars,51,72,62,95,100,38,56,43,51,73,92,29,78,55,68,100,100,41,29,1,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,17,13,37,3,64,54,72,58,36,29,86,626,509,.257,.390,.562,119.4,.397,.952,.303,2.67,117,6.2,44.6,-2.0,1.1,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,26,DOM,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,84,66,75,66,86,91,79,100,88,94,100,100,62,75,71,60,75,80,62,5,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,12,22,28,13,61,44,49,64,35,10,40,640,541,.331,.425,.564,137.1,.420,.989,.352,4.94,131,7.4,54.9,0.0,-0.4,-0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,10,John Canida,,Pittsburgh,MLB,MLB,10/06/2009,28,CAN,6' 5',205 lbs,Right,Right,4.5 Stars,5.0 Stars,60,60,65,83,70,58,70,79,77,100,98,80,58,56,62,72,62,53,27,1,Line Drive,Pull,Normal,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,SUB,Normal,1,1,2,3,2,70,58,67,50,42,28,45,51,33,31,72,632,559,.293,.369,.487,99.3,.366,.855,.341,3.38,102,6.0,29.9,-2.9,0.6,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,89,Sebastian Walcott,,Texas,MLB,MLB,03/14/2006,32,BAH,6' 4',200 lbs,Right,Right,4.5 Stars,4.5 Stars,61,61,63,74,70,60,59,67,72,98,84,73,61,60,61,66,65,57,52,33,Line Drive,Normal,Normal,1,1,1,49,1,1,1,1,47,1,1,1,1,51,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,4,-,1,1,1,67,64,79,67,41,32,63,72,78,77,100,619,543,.284,.362,.494,103.5,.366,.855,.327,0.87,100,6.4,28.5,5.8,2.1,7.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,34,Manny Castillo,,Chicago,MLB,MLB,03/10/2014,24,VEN,6' 0',195 lbs,Right,Right,4.5 Stars,5.0 Stars,56,64,55,67,58,48,77,72,62,80,81,60,61,51,53,63,52,45,36,8,Line Drive,Normal,Spray,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,SIDE,Normal,1,1,61,67,57,26,27,49,20,54,45,49,7,17,31,39,519,465,.265,.339,.456,66.7,.344,.795,.312,-1.14,74,4.1,12.7,0.0,-1.7,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,41,Antonio Garcia,,Kansas City,MLB,MLB,09/04/2014,24,DOM,6' 2',205 lbs,Left,Right,4.5 Stars,4.5 Stars,67,63,100,70,56,66,49,45,83,44,45,43,72,81,100,86,60,81,43,6,Line Drive,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,4,2,63,48,35,53,47,41,34,75,35,16,45,671,588,.308,.383,.556,128.9,.397,.939,.340,2.50,125,6.1,46.1,0.0,-1.4,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,15,Mario Izurieta,,Pittsburgh,MLB,MLB,01/29/2009,29,USA,6' 1',205 lbs,Left,Left,4.5 Stars,4.5 Stars,87,86,67,40,73,77,73,60,59,31,56,49,91,97,70,43,80,90,93,71,Line Drive,Spray,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,87-89,3/4,Normal,1,5,2,4,3,50,49,51,3,80,63,68,84,79,75,100,663,583,.316,.392,.487,120.8,.374,.879,.344,4.16,111,8.3,35.8,3.6,-0.1,3.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,David Thornton,,Chicago,MLB,MLB,11/09/2008,29,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,79,73,57,70,73,74,83,89,62,90,93,83,70,74,55,63,66,70,50,9,Line Drive,Pull,Pull,1,10,1,7,11,1,10,1,7,11,1,10,1,7,11,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,4,4,1,3,13,10,16,7,68,53,44,28,31,47,34,640,566,.286,.361,.535,107.6,.376,.896,.274,5.09,108,4.1,32.0,-0.1,-7.4,-7.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,28,DOM,6' 4',200 lbs,Right,Right,4.5 Stars,4.5 Stars,87,72,56,51,51,91,81,100,61,61,56,100,69,81,54,49,50,83,45,1,Line Drive,Spray,Normal,1,11,1,8,12,1,11,1,8,12,1,11,1,8,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,7,3,1,2,80,77,41,58,24,30,19,44,45,66,57,634,572,.281,.344,.472,86.4,.344,.816,.297,0.16,91,5.4,9.2,-1.7,0.5,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,15,Leodalis De Vries,,San Diego,MLB,MLB,10/11/2006,31,DOM,6' 2',200 lbs,Switch,Right,4.5 Stars,4.5 Stars,57,74,51,83,53,45,83,63,52,93,56,48,71,55,50,79,53,43,65,49,Line Drive,Normal,Normal,1,1,1,26,1,1,1,1,25,1,1,1,1,28,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,83-85,83-85,3/4,Normal,6,9,2,-,4,67,71,67,63,55,48,49,61,63,68,98,674,604,.257,.329,.495,102.8,.350,.824,.295,3.37,100,6.1,25.1,2.0,1.7,3.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,8,Edgar Rodregez,,Kansas City,MLB,MLB,11/05/2012,25,DOM,6' 3',200 lbs,Left,Left,4.5 Stars,4.5 Stars,46,68,73,100,60,27,56,40,63,87,55,20,74,48,76,100,61,30,41,44,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,5,10,8,6,23,22,48,3,74,53,72,75,41,35,30,629,541,.270,.366,.562,117.6,.391,.928,.334,3.56,114,7.0,40.3,-0.3,-0.6,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Raul Gongora,,Arizona,MLB,MLB,08/29/2010,28,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,53,73,75,94,54,41,84,62,87,100,69,47,69,50,71,89,51,39,21,2,Line Drive,Pull,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,3,13,7,13,14,11,37,7,64,54,60,77,60,75,91,634,572,.262,.334,.526,107.8,.363,.861,.308,2.55,100,5.9,29.1,5.4,5.0,10.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,31,Josh Pryor,,Miami,MLB,MLB,02/24/2010,28,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,87,84,62,51,56,77,100,100,80,76,66,97,77,80,59,46,52,72,43,3,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,SIDE,Normal,1,1,4,6,12,63,68,74,66,42,21,47,66,26,15,50,595,515,.289,.375,.452,89.5,.356,.827,.326,0.93,91,3.8,22.2,-2.2,-3.2,-5.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,David Cortez,,Toronto,MLB,MLB,06/25/2009,29,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,78,83,58,53,59,62,98,93,66,70,84,74,79,73,56,49,54,60,50,7,Line Drive,Spray,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,6,3,2,3,57,46,79,43,40,26,43,27,12,5,58,637,551,.312,.403,.490,112.9,.387,.893,.352,3.94,113,5.8,41.2,0.0,-2.2,-2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,25,VEN,6' 1',200 lbs,Right,Right,4.0 Stars,5.0 Stars,66,61,49,73,74,68,71,87,53,98,99,92,59,61,48,65,65,61,25,11,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,51,41,64,17,37,34,51,21,20,15,25,667,557,.303,.411,.537,124.5,.402,.948,.322,1.98,127,5.4,40.9,0.0,-0.3,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,28,Manny Alvarez,,Milwaukee,MLB,MLB,01/30/2012,26,VEN,5' 11',195 lbs,Right,Right,4.0 Stars,4.5 Stars,60,62,54,76,60,55,72,74,60,99,78,68,60,56,52,68,56,51,37,1,Line Drive,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,1,1,1,61,62,63,65,52,40,51,77,62,78,66,619,547,.261,.339,.481,93.3,.349,.820,.282,2.41,91,4.0,21.0,1.2,3.1,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Lorenzo Becerra,,Houston,MLB,MLB,04/28/2016,22,DOM,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,55,60,38,69,53,49,70,69,41,97,59,62,58,51,37,61,51,47,63,3,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SIDE,Normal,1,1,36,68,65,22,24,47,2,33,30,50,22,8,3,16,266,242,.277,.342,.512,42.4,.360,.855,.323,1.72,41,2.4,11.4,0.0,1.3,1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Wessley Roberson,,Minnesota,MLB,MLB,02/28/2008,30,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,69,54,60,47,77,88,61,81,62,48,86,95,51,66,59,46,74,86,62,45,Line Drive,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,14,1,1,1,18,26,33,18,83,87,65,95,83,84,100,635,558,.240,.328,.371,73.2,.309,.699,.263,-1.86,73,5.1,1.2,4.1,-0.0,4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,16,Melvin Rodriguez,,New York,MLB,MLB,10/17/2010,27,DOM,6' 4',200 lbs,Left,Right,4.0 Stars,4.0 Stars,92,81,54,49,95,91,56,52,44,36,62,49,92,100,59,55,100,100,49,5,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,3,2,21,23,47,12,53,71,45,64,51,54,76,616,535,.269,.365,.417,83.4,.336,.782,.292,1.18,84,2.3,15.5,-3.7,3.3,-0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Sid Ruppert,,Atlanta,MLB,MLB,12/06/2011,26,USA,6' 6',200 lbs,Right,Right,4.0 Stars,4.0 Stars,97,89,52,44,49,92,95,100,58,50,59,100,87,93,51,42,47,88,58,9,Line Drive,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,13,12,7,10,7,4,31,1,53,54,53,61,20,8,2,668,618,.322,.371,.529,119.7,.385,.900,.346,1.82,118,4.5,41.6,0.0,-2.6,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,49,Juan Saldierna,,Atlanta,MLB,MLB,05/31/2013,25,DOM,6' 5',200 lbs,Right,Right,4.0 Stars,4.0 Stars,45,67,58,100,61,25,78,49,66,100,85,31,63,43,56,100,57,24,36,41,Flyball,Normal,Spray,1,5,1,10,3,1,4,1,10,2,1,5,1,10,3,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,3,4,1,1,71,49,40,67,15,33,23,75,47,52,46,593,525,.267,.347,.573,108.1,.387,.921,.334,5.04,105,6.3,38.1,-1.1,-1.3,-2.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,43,Carlos Salinas,,Atlanta,MLB,MLB,10/05/2015,22,VEN,6' 2',195 lbs,Switch,Right,4.0 Stars,5.0 Stars,69,77,69,71,60,57,66,57,61,56,54,49,81,75,73,77,61,61,48,7,Line Drive,Pull,Spray,1,6,1,10,4,1,6,1,10,4,1,6,1,10,4,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,1,3,2,4,72,36,68,32,33,35,49,63,49,55,53,527,466,.268,.349,.433,72.3,.341,.783,.312,0.31,74,3.8,14.2,0.1,-0.5,-0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,34,Jose Vidal,,Colorado,MLB,MLB,04/17/2009,29,CUB,6' 3',200 lbs,Left,Left,4.0 Stars,4.0 Stars,75,72,57,58,59,70,59,56,50,47,52,51,77,83,60,62,62,79,22,1,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,3,1,1,1,19,11,16,5,73,53,63,61,42,55,37,608,532,.265,.352,.436,86.6,.341,.788,.287,0.62,85,2.3,6.9,-0.8,-0.2,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,Roberto Carrillo,,Pittsburgh,MLB,MLB,03/31/2008,30,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,73,72,52,66,53,67,96,100,64,100,66,91,63,64,49,53,50,61,20,11,Normal,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SUB,Normal,1,1,1,2,2,53,52,73,44,21,23,38,26,5,1,33,637,571,.278,.344,.483,93.8,.353,.827,.320,-0.43,96,4.5,23.7,0.0,-0.6,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,31,Alex Harrington,,Kansas City,MLB,MLB,05/20/2007,31,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,59,61,52,51,50,55,65,65,54,55,53,61,60,57,51,51,50,53,61,43,Line Drive,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,4,1,1,1,91,94,76,83,46,41,41,75,62,82,100,606,530,.232,.322,.392,70.2,.310,.714,.280,0.86,70,4.4,-1.1,1.3,0.4,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,74,Angel Ramos,,Cincinnati,MLB,MLB,02/06/2012,26,DOM,6' 0',190 lbs,Switch,Left,4.0 Stars,4.5 Stars,60,60,81,67,77,58,49,46,60,47,49,43,65,68,88,79,90,66,29,10,Line Drive,Normal,Spray,1,7,1,9,6,1,7,1,9,7,1,7,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,3,1,4,15,9,15,5,62,45,45,62,54,72,85,654,552,.293,.387,.536,123.0,.389,.923,.305,5.29,118,5.4,33.9,1.2,5.7,6.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Jonathan Cooper,,Houston,MLB,MLB,07/07/2015,23,USA,6' 1',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,76,71,51,57,47,72,57,53,45,45,42,50,77,85,53,63,48,81,35,1,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,7,7,10,8,53,27,46,8,31,32,37,62,60,63,77,392,352,.324,.390,.548,75.1,.397,.939,.344,2.49,73,3.8,28.4,-0.3,1.1,0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Josh Frey,,Chicago,MLB,MLB,01/30/2012,26,USA,6' 4',190 lbs,Left,Left,4.0 Stars,4.0 Stars,62,58,79,46,44,65,44,45,61,31,28,47,65,74,85,51,48,75,52,6,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,3,3,3,3,23,21,24,3,88,76,61,87,67,76,85,604,556,.284,.339,.439,85.4,.337,.778,.332,1.46,83,4.8,11.5,-0.3,0.1,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,7,Moises Reyes,,Pittsburgh,MLB,MLB,11/10/2011,26,USA,6' 2',200 lbs,Right,Right,4.0 Stars,5.0 Stars,74,65,70,66,66,76,74,91,79,86,75,98,62,68,66,61,62,69,40,9,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,4,3,1,4,9,5,17,1,49,69,55,48,15,12,41,651,592,.262,.326,.431,81.9,.326,.756,.292,0.96,84,1.8,10.0,0.0,0.8,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
