POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,11,Francisco Vargas,,San Diego,MLB,MLB,05/16/2013,28,DOM,6' 3',200 lbs,Right,Right,5.0 Stars,5.0 Stars,86,79,84,86,84,80,100,100,100,100,100,100,72,72,77,69,76,64,28,5,Line Drive,Normal,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,37,72,55,46,46,46,45,64,20,42,22,661,579,.320,.390,.615,139.5,.413,1.005,.319,5.29,132,7.2,59.7,-1.9,-6.2,-8.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,83,Lorenzo Garcia,,Atlanta,MLB,MLB,01/18/2012,29,DOM,6' 5',195 lbs,Left,Left,5.0 Stars,5.0 Stars,75,65,47,87,88,77,56,55,43,59,72,55,69,83,48,97,93,87,22,4,Groundball,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,10,2,4,1,31,18,36,7,8,26,19,7,8,4,3,647,564,.314,.396,.569,125.2,.401,.965,.319,2.56,123,5.8,50.4,0.0,-1.0,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,28,VEN,6' 1',200 lbs,Right,Right,5.0 Stars,5.0 Stars,69,62,49,93,74,72,72,90,53,100,99,97,60,63,48,84,65,64,22,11,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,51,41,64,17,33,30,48,21,23,16,29,660,561,.342,.433,.686,167.7,.461,1.120,.336,6.80,157,8.9,73.0,-2.2,0.3,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,25,USA,5' 11',185 lbs,Right,Right,5.0 Stars,5.0 Stars,61,58,53,100,95,64,66,83,60,100,100,91,56,57,51,97,90,58,27,2,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,46,48,47,49,39,28,39,52,42,48,55,662,576,.292,.376,.601,129.5,.398,.977,.306,3.80,125,5.6,50.1,-3.3,-0.8,-4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Greg Mancillas,,Washington,MLB,MLB,10/20/2012,28,DOM,6' 2',200 lbs,Right,Right,4.5 Stars,5.0 Stars,71,66,79,69,57,69,78,93,92,95,77,96,62,64,74,61,53,62,81,76,Line Drive,Pull,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,4,3,1,27,18,16,12,82,49,50,84,79,80,99,633,555,.283,.355,.499,104.7,.358,.855,.309,2.78,99,6.9,27.2,3.2,3.0,6.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,46,Do-hyun Kim,,Cincinnati,MLB,MLB,08/11/2018,23,KOR,6' 1',185 lbs,Right,Right,4.5 Stars,5.0 Stars,96,90,87,50,73,91,100,100,100,61,86,100,85,88,81,47,69,80,27,7,Line Drive,Pull,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,2,1,3,4,58,69,59,63,56,39,50,49,52,70,64,665,568,.287,.382,.482,109.2,.369,.864,.304,4.20,110,4.8,25.1,-0.8,0.8,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,Antonio Charo,,San Diego,MLB,MLB,12/21/2013,27,VEN,6' 3',195 lbs,Left,Right,4.5 Stars,5.0 Stars,81,66,93,58,62,87,55,57,74,46,48,58,70,90,98,64,70,98,49,7,Line Drive,Pull,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,6,7,11,12,33,22,30,15,75,54,61,81,72,79,100,621,548,.288,.362,.487,103.5,.358,.850,.304,2.49,97,5.6,28.7,4.2,2.2,6.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,29,DOM,6' 1',205 lbs,Right,Right,4.5 Stars,5.0 Stars,80,63,74,70,91,88,75,100,87,98,100,100,60,72,70,61,81,78,61,5,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,10,19,25,11,60,44,49,59,40,14,48,632,533,.304,.408,.525,118.4,.398,.934,.315,3.61,119,5.3,44.1,-2.6,-2.6,-5.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,27,USA,5' 11',190 lbs,Left,Right,4.5 Stars,5.0 Stars,81,69,100,47,54,83,49,46,78,32,36,44,80,97,100,53,62,100,36,14,Line Drive,Normal,Normal,1,5,1,14,1,1,5,1,14,1,1,5,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,25,12,46,19,83,57,74,83,64,72,93,615,544,.292,.366,.511,104.5,.372,.877,.320,1.25,103,7.9,33.4,1.0,3.2,4.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,24,Josh Pryor,,New York,MLB,MLB,02/24/2010,31,USA,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,88,78,60,47,56,87,98,100,75,65,66,100,72,81,57,43,52,80,38,3,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,1,4,6,12,63,68,74,66,37,17,42,67,25,15,74,642,569,.286,.366,.427,90.5,.344,.793,.311,2.96,93,3.0,18.9,-1.8,-0.1,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,9,Marcos Villareal,,Los Angeles,MLB,MLB,08/19/2008,33,DOM,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,54,53,53,98,79,55,61,65,61,100,87,64,51,51,50,91,76,52,23,4,Line Drive,Pull,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,SIDE,GB'er,1,5,1,1,1,45,32,55,59,15,10,18,28,46,48,71,642,554,.289,.375,.612,127.9,.406,.987,.295,5.58,125,6.8,49.3,-0.8,2.1,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,41,Antonio Garcia,,Kansas City,MLB,MLB,09/04/2014,27,DOM,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,62,60,87,61,56,62,47,44,69,42,45,42,66,74,92,74,60,75,42,6,Line Drive,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,4,2,63,48,35,53,44,38,29,84,42,25,60,623,551,.307,.379,.528,112.6,.385,.907,.333,3.00,110,5.3,38.0,-2.7,3.9,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Raul Gongora,,Arizona,MLB,MLB,08/29/2010,31,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,51,70,69,90,59,40,81,60,80,100,79,46,66,50,66,86,55,39,18,1,Line Drive,Pull,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,3,13,7,13,10,10,31,7,63,54,60,74,59,73,100,608,535,.277,.355,.551,111.2,.378,.907,.342,4.05,105,6.3,36.8,4.6,3.6,8.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,29,Jacob Lombard,,Chicago,MLB,MLB,09/27/2007,33,USA,6' 2',205 lbs,Right,Right,4.0 Stars,4.0 Stars,60,64,74,46,80,54,75,69,95,48,96,59,61,57,67,45,74,52,58,58,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,88-90,88-90,OTT,Normal,4,1,1,-,4,71,73,69,69,44,44,55,65,63,70,100,609,524,.239,.340,.414,81.5,.329,.754,.282,0.92,81,6.2,9.1,4.6,2.8,7.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,38,Moises Reyes,,Philadelphia,MLB,MLB,11/10/2011,29,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,73,62,76,58,67,77,71,90,86,72,76,98,60,66,72,54,63,69,42,8,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,4,3,1,4,6,5,15,1,49,69,55,53,17,10,57,666,562,.327,.419,.589,143.1,.421,1.008,.336,4.22,138,6.9,61.8,-1.5,-0.1,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,29,VEN,6' 4',200 lbs,Left,Left,4.0 Stars,4.0 Stars,49,71,58,87,100,35,56,41,49,66,80,25,77,51,61,95,100,37,30,3,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,15,10,32,3,64,54,72,59,40,32,94,605,501,.250,.370,.493,100.5,.368,.863,.342,1.86,99,4.8,30.2,-1.4,3.3,1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,31,DOM,6' 4',200 lbs,Right,Right,4.0 Stars,4.0 Stars,70,62,51,50,56,73,70,88,56,58,61,95,60,64,51,48,55,66,40,2,Line Drive,Spray,Normal,1,11,1,8,12,1,11,1,8,12,1,11,1,8,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,7,3,1,2,80,77,41,58,21,26,14,44,48,73,60,629,564,.298,.361,.457,93.6,.351,.818,.326,0.76,94,6.4,13.9,1.3,-0.1,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,David Cortez,,Toronto,MLB,MLB,06/25/2009,32,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,76,84,62,51,60,60,98,91,74,66,85,71,79,71,59,48,55,58,51,8,Line Drive,Spray,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,6,3,2,3,57,46,79,43,33,19,36,28,13,4,67,622,550,.307,.384,.505,106.2,.377,.890,.365,3.97,107,5.3,36.8,0.0,-1.9,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Rick Hall,,Baltimore,MLB,MLB,01/29/2013,28,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,81,83,100,38,40,68,90,91,100,44,43,81,80,77,97,36,39,64,57,1,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,1,2,23,23,23,15,78,89,56,88,57,73,100,631,583,.309,.357,.496,105.0,.357,.852,.366,3.73,98,6.7,25.5,1.5,5.3,6.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,Matt Jablonsky,,Texas,MLB,MLB,09/20/2014,26,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,69,54,74,57,47,85,58,82,81,65,51,100,53,64,72,54,45,80,60,2,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,4,12,12,74,55,67,63,44,33,51,75,35,33,49,622,557,.312,.367,.522,106.4,.376,.889,.318,4.87,106,7.1,34.7,-2.8,-0.3,-3.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,33,Ryan Matthews,,New York,MLB,MLB,09/15/2010,30,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,73,69,58,54,73,69,84,90,68,76,88,83,65,67,56,50,68,64,20,2,Line Drive,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,2,3,3,2,58,47,82,28,21,15,44,30,35,44,73,655,571,.294,.374,.492,102.7,.368,.866,.322,2.43,107,6.7,34.8,-4.6,2.6,-2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,17,Melvin Rodriguez,,Baltimore,MLB,MLB,10/17/2010,30,DOM,6' 4',195 lbs,Left,Right,4.0 Stars,4.0 Stars,83,73,58,45,91,83,52,49,46,32,60,47,82,96,63,49,100,100,49,4,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,1,1,3,2,21,23,47,12,53,71,45,63,51,54,79,626,538,.305,.396,.465,100.7,.370,.861,.335,2.29,103,4.8,31.9,-3.2,1.9,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Juan Vazquez,,Cincinnati,MLB,MLB,10/21/2014,26,MEX,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,86,74,50,61,50,85,66,71,48,53,48,69,77,89,51,64,51,91,54,7,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,1,1,21,14,36,4,55,55,73,23,18,17,53,647,591,.310,.359,.526,107.4,.374,.885,.306,2.12,109,3.9,26.9,-1.4,-1.5,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Josh Land,,Colorado,MLB,MLB,01/10/2016,25,USA,6' 0',195 lbs,Right,Right,4.0 Stars,5.0 Stars,91,100,65,27,81,61,100,100,72,34,88,73,100,87,63,25,79,58,59,6,Line Drive,Pull,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,86-88,OTT,Normal,1,1,4,1,1,35,29,35,22,62,41,55,83,67,77,61,674,576,.283,.380,.432,106.9,.354,.812,.347,3.08,103,4.3,16.4,4.0,3.8,7.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,14,Ivan Rodriguez,,Indianapolis,MLB,MLB,04/24/2011,30,DOM,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,66,66,51,33,36,61,77,79,57,38,41,71,62,62,50,30,34,59,55,41,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,6,5,4,6,6,13,2,100,84,78,100,79,85,100,655,605,.238,.292,.345,67.0,.278,.637,.294,0.79,60,4.6,-7.3,7.3,4.5,11.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,6,Jose Suarez,,Washington,MLB,MLB,09/28/2015,25,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,77,67,77,49,49,78,57,56,54,36,41,55,73,86,87,55,52,87,51,5,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,18,18,37,3,75,64,61,81,73,79,78,598,543,.271,.331,.473,90.0,.342,.804,.277,2.30,85,4.9,18.0,3.6,3.1,6.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,41,Sergio Villalvazo,,Indianapolis,MLB,MLB,05/24/2014,27,DOM,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,74,59,63,61,56,84,73,100,80,98,86,100,57,63,60,53,50,69,72,1,Line Drive,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,9,1,1,4,51,24,40,49,52,41,43,80,32,4,46,657,591,.305,.371,.469,104.5,.359,.840,.348,2.80,103,5.4,35.2,-2.0,3.8,1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,10,John Canida,,Pittsburgh,MLB,MLB,10/06/2009,31,CAN,6' 5',205 lbs,Right,Right,4.0 Stars,4.0 Stars,52,53,55,73,86,52,59,63,61,100,100,67,51,50,53,63,76,49,26,2,Line Drive,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,SUB,Normal,1,1,2,3,2,68,60,69,52,40,24,42,44,34,31,70,622,545,.261,.344,.472,86.1,.347,.816,.310,1.51,92,4.3,21.6,-3.0,-2.9,-5.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,38,Miguel Reyes,,Houston,MLB,MLB,04/25/2013,28,COL,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,80,72,44,57,47,79,84,100,47,76,51,100,67,72,43,52,46,69,27,10,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,2,12,13,10,58,68,56,53,46,42,43,24,8,2,16,610,553,.304,.369,.459,93.3,.355,.828,.345,2.84,94,4.4,24.9,-1.5,-1.2,-2.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Sid Ruppert,,Atlanta,MLB,MLB,12/06/2011,29,USA,6' 6',200 lbs,Right,Right,4.0 Stars,4.0 Stars,91,86,56,43,50,86,92,100,62,48,61,98,84,89,54,41,48,82,58,9,Line Drive,Normal,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,13,12,7,10,6,4,24,1,53,55,53,61,22,13,2,719,656,.285,.345,.412,94.1,.329,.757,.315,1.09,95,2.2,14.2,-1.4,1.9,0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
