POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
2B,26,Pedro Lopez,,New York,MLB,MLB,02/03/2010,22,DOM,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,83,86,53,57,68,67,100,100,60,81,82,99,81,73,51,51,63,59,48,12,Line Drive,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,6,14,8,61,67,67,59,28,45,67,74,70,66,78,679,590,.314,.398,.503,118.2,.385,.901,.345,2.57,121,5.4,43.7,-1.4,2.0,0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,21,Teruhiko Nagata,,Cincinnati,MLB,MLB,03/23/2009,23,BRA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,67,65,54,99,69,63,82,97,63,100,87,100,60,59,51,81,63,55,17,4,Normal,Normal,Normal,1,2,1,12,1,1,1,1,12,1,1,2,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,1,55,56,53,29,7,60,15,29,28,45,3,14,4,26,558,491,.303,.384,.607,111.3,.413,.990,.310,4.94,112,5.8,39.4,0.0,-5.4,-5.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Matt Bruns,,Toronto,MLB,MLB,10/24/2007,24,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,50,54,59,79,55,47,61,60,69,93,61,57,52,47,56,73,52,44,27,11,Line Drive,Pull,Spray,1,2,1,2,2,1,3,1,2,3,1,2,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,72,72,58,21,4,54,45,53,44,48,35,32,33,37,393,347,.262,.346,.524,60.2,.369,.871,.296,3.00,65,4.7,19.6,0.0,1.2,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Wessley Roberson,,Minnesota,MLB,MLB,02/28/2008,24,USA,6' 1',195 lbs,Right,Right,4.0 Stars,4.5 Stars,89,66,60,48,65,100,80,100,63,50,72,100,61,86,60,48,62,100,59,48,Line Drive,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,14,1,1,1,25,34,40,25,83,86,63,83,78,79,91,667,595,.262,.340,.407,85.3,.326,.747,.298,1.96,87,4.3,10.3,-0.4,1.4,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,13,Roman Anthony,,Boston,MLB,MLB,05/13/2004,28,USA,6' 2',200 lbs,Left,Right,4.0 Stars,4.5 Stars,66,65,88,56,88,62,58,50,79,49,77,45,68,74,91,58,92,72,34,32,Line Drive,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,34,46,32,33,75,72,61,76,63,85,81,667,566,.263,.364,.440,99.6,.345,.804,.300,2.45,97,3.5,14.3,2.2,0.1,2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,Roberto Carrillo,,Pittsburgh,MLB,MLB,03/31/2008,24,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,86,80,54,69,50,79,100,100,67,100,60,100,71,76,50,55,47,71,23,10,Line Drive,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,88-90,SUB,Normal,1,1,1,2,2,51,50,72,43,32,35,50,22,7,2,28,692,620,.284,.353,.532,111.0,.368,.885,.288,0.60,114,5.7,34.0,0.0,-1.1,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,15,Mario Izurieta,,Pittsburgh,MLB,MLB,01/29/2009,23,USA,6' 1',195 lbs,Left,Left,4.0 Stars,5.0 Stars,87,91,62,43,70,69,79,60,56,33,55,47,95,94,65,45,77,81,99,72,Line Drive,Spray,Spray,1,2,1,9,1,1,3,1,9,1,1,2,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,87-89,3/4,Normal,1,5,2,4,3,57,60,60,3,80,63,68,82,70,70,87,687,595,.282,.376,.444,106.0,.351,.819,.339,4.69,104,3.8,24.3,0.4,-6.1,-5.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,7,Albert Jimenez,,San Francisco,MLB,MLB,10/28/2006,25,DOM,6' 1',195 lbs,Right,Right,4.0 Stars,4.0 Stars,61,63,88,75,68,57,66,67,100,92,83,62,63,60,79,70,63,55,19,22,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,2,-,2,-,2,51,49,69,40,46,39,51,24,33,30,46,684,589,.290,.383,.520,117.9,.381,.903,.333,3.25,120,5.9,43.8,-2.7,1.4,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,3,Jackson Merrill,,San Diego,MLB,MLB,04/19/2003,29,USA,6' 3',200 lbs,Left,Right,4.0 Stars,4.0 Stars,70,58,53,67,43,81,56,63,51,60,42,72,59,73,54,69,43,84,44,32,Normal,Pull,Pull,1,1,1,45,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,45,59,60,51,77,66,63,72,60,74,76,634,568,.326,.385,.588,129.7,.403,.973,.331,5.42,122,6.6,50.5,-1.3,1.2,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,52,Josh Price,,New York,MLB,MLB,08/11/2006,26,USA,6' 0',190 lbs,Left,Left,4.0 Stars,4.5 Stars,64,55,87,77,48,74,47,48,76,51,43,50,58,73,91,89,50,86,20,7,Line Drive,Normal,Spray,1,10,1,1,13,1,10,1,1,13,1,10,1,1,13,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,5,2,4,5,26,23,37,3,70,60,78,76,75,72,96,650,585,.265,.326,.489,94.2,.338,.815,.274,2.13,91,3.7,13.8,1.1,1.0,2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,James Wood,,Washington,MLB,MLB,09/17/2002,30,USA,6' 7',235 lbs,Left,Right,4.0 Stars,4.0 Stars,62,91,72,72,69,44,88,59,66,62,61,42,92,63,73,75,73,45,32,14,Line Drive,Ex. Pull,Pull,1,1,1,44,1,1,1,1,44,1,1,1,1,45,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,15,3,3,1,11,21,34,9,60,65,67,84,61,84,81,674,595,.282,.352,.508,110.7,.362,.859,.339,3.83,108,3.4,29.6,3.2,-0.1,3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,36,Wyatt Langford,,Texas,MLB,MLB,11/15/2001,30,USA,6' 1',205 lbs,Right,Right,4.0 Stars,4.0 Stars,62,59,100,73,53,63,62,69,100,82,58,72,59,61,98,70,52,61,38,18,Line Drive,Pull,Pull,1,1,1,40,1,1,1,1,39,1,1,1,1,40,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,8,20,28,28,47,19,33,39,17,61,64,64,95,67,95,79,656,573,.260,.346,.513,107.8,.363,.859,.274,3.42,105,4.2,28.3,2.8,3.5,6.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,20,Carlos Taveras,,Minnesota,MLB,MLB,05/31/2008,24,DOM,6' 0',200 lbs,Left,Right,4.0 Stars,4.5 Stars,58,66,62,81,58,50,58,52,50,59,48,47,69,60,69,90,62,51,47,28,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,OTT,Normal,6,7,2,-,3,28,31,50,14,59,63,63,64,41,50,79,343,309,.298,.364,.625,70.8,.404,.989,.318,3.08,66,3.1,26.9,-0.9,-1.2,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,3,Dylan Crews,,Washington,MLB,MLB,02/26/2002,30,USA,5' 11',200 lbs,Right,Right,4.0 Stars,4.0 Stars,61,62,61,63,60,58,64,65,63,69,63,61,62,61,61,62,59,57,66,48,Line Drive,Pull,Pull,1,1,1,36,1,1,1,1,34,1,1,1,1,37,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,3,3,2,19,36,45,8,62,62,51,88,83,90,78,666,569,.297,.390,.541,125.1,.394,.932,.320,4.81,123,6.7,46.1,0.2,0.4,0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,7,Thayron Liranzo,,Detroit,MLB,MLB,07/05/2003,29,DOM,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,47,49,50,74,74,46,44,45,48,70,65,47,51,48,50,75,78,46,56,23,Flyball,Normal,Spray,1,1,1,49,1,1,1,1,46,1,1,1,1,50,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,2,5,54,63,70,21,32,36,10,20,25,36,64,19,51,74,540,465,.256,.352,.529,87.0,.369,.881,.276,1.07,89,5.4,27.4,-2.5,2.3,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,9,Brian Paluch,,San Diego,MLB,MLB,04/17/2009,23,USA,6' 0',185 lbs,Left,Left,4.0 Stars,4.0 Stars,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,10,1,20,6,Flyball,Normal,Spray,100,49,47,52,49,100,56,49,55,57,100,48,46,51,48,100,-,-,-,100,-,62,-,-,-,-,-,3,FB,97-99,97-99,3/4,Power,20,56,1,4,1,13,6,42,3,32,31,32,3,6,1,5,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,20,1,23.1,6,2.31,3.05,1.5,0.5,0.9,0.86
LF,25,David Thornton,,Chicago,MLB,MLB,11/09/2008,23,USA,6' 1',190 lbs,Right,Right,4.0 Stars,4.5 Stars,77,76,51,70,74,68,86,87,56,90,95,77,73,73,50,63,67,65,52,6,Line Drive,Pull,Pull,1,13,1,7,15,1,13,1,7,15,1,13,1,7,14,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,1,4,1,3,22,17,23,12,65,51,41,29,27,40,18,658,579,.275,.357,.489,97.5,.363,.846,.298,2.60,105,3.6,25.7,-3.1,-1.8,-4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,3,Marcos Hammer,,Los Angeles,MLB,MLB,08/24/2008,24,USA,6' 3',205 lbs,Right,Right,4.0 Stars,4.0 Stars,60,51,74,65,55,70,62,82,84,84,65,93,49,55,70,60,52,63,34,9,Normal,Normal,Normal,1,4,1,15,1,1,4,1,15,1,1,4,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,SIDE,Normal,1,1,1,3,2,67,73,77,80,59,59,68,74,64,68,76,649,589,.297,.357,.477,101.0,.358,.835,.322,0.79,101,5.6,22.9,1.6,1.3,3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,49,Ethan Hendricks,,Cincinnati,MLB,MLB,06/08/2005,27,USA,6' 1',195 lbs,Left,Right,4.0 Stars,4.5 Stars,13,20,1,1,18,4,17,11,1,1,16,1,21,13,1,1,19,6,78,13,Normal,Normal,Pull,57,81,59,64,88,52,77,58,62,83,60,86,60,66,92,100,83,-,49,59,-,-,-,-,-,-,-,4,GB,98-100,98-100,OTT,Power,70,42,4,1,5,23,21,52,17,30,41,37,2,1,2,4,12,12,.000,.000,.000,0.0,.000,.000,.000,-0.18,-1,-0.4,-3.2,0.0,0.0,0.0,0,0,195.1,67,3.09,3.57,1.7,4.9,6.1,3.75
SP,0,Gabriel Paez,,Tampa Bay,MLB,MLB,07/04/2006,26,VEN,6' 3',190 lbs,Left,Left,4.0 Stars,4.5 Stars,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,43,11,Flyball,Normal,Normal,83,52,62,57,51,89,56,63,59,55,81,51,62,57,50,76,47,-,100,-,-,23,-,-,63,-,-,5,FB,93-95,93-95,3/4,Normal,54,32,1,1,1,30,35,24,25,24,27,30,16,22,33,32,55,51,.118,.164,.118,1.3,.135,.281,.200,-0.53,-1,-0.6,-7.4,0.0,0.0,0.0,0,0,209.2,73,3.13,2.80,2.0,6.1,5.3,1.71
CF,21,Samuel Zavala,,Chicago,MLB,MLB,07/15/2004,28,VEN,6' 1',200 lbs,Left,Left,4.0 Stars,4.0 Stars,49,43,54,63,81,58,53,45,44,41,71,38,40,50,59,79,85,69,45,45,Normal,Normal,Normal,1,1,1,41,1,1,1,1,44,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,2,2,2,1,9,16,9,8,82,73,64,70,52,78,86,630,543,.293,.383,.547,115.9,.392,.930,.297,4.79,116,6.5,39.5,-0.4,0.7,0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,5,Rob Chinault,,Washington,MLB,MLB,08/05/2007,25,USA,6' 1',195 lbs,Switch,Right,3.5 Stars,3.5 Stars,66,78,65,67,60,54,95,93,80,100,93,79,72,59,60,58,53,49,38,3,Line Drive,Pull,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,88-90,SIDE,Normal,1,1,1,1,1,49,47,77,29,33,31,51,46,39,56,21,648,570,.282,.364,.482,100.8,.363,.847,.321,3.43,104,4.9,28.6,-2.1,-0.4,-2.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,17,Cam Collier,,Cincinnati,MLB,MLB,11/20/2004,27,USA,6' 1',225 lbs,Left,Right,3.5 Stars,4.0 Stars,56,58,50,90,53,53,65,48,45,63,46,36,56,59,52,100,57,61,24,8,Normal,Ex. Pull,Pull,1,1,1,47,1,1,1,1,47,1,1,1,1,46,1,26,-,1,-,-,-,-,-,-,-,-,-,2,FB,92-94,92-94,3/4,Normal,51,33,1,1,2,44,58,78,40,45,47,70,78,23,31,96,651,591,.277,.338,.523,100.2,.361,.861,.292,1.50,103,3.5,18.3,-1.6,0.2,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
