POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,27,DOM,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,81,66,79,72,90,88,78,100,93,100,100,100,62,73,75,63,79,77,60,6,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,10,21,26,13,61,44,49,64,38,11,40,644,558,.299,.385,.561,121.9,.394,.946,.292,4.49,119,5.3,41.3,0.0,-2.4,-2.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,26,VEN,6' 1',200 lbs,Right,Right,4.5 Stars,5.0 Stars,69,61,50,100,75,72,71,89,55,100,100,96,59,62,49,93,66,63,25,13,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,51,41,64,17,35,32,50,22,21,15,26,669,579,.285,.372,.522,115.1,.377,.894,.311,1.36,115,3.6,26.8,-2.2,-4.8,-7.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,27,VEN,6' 4',200 lbs,Left,Left,4.5 Stars,4.5 Stars,49,69,63,94,100,35,55,41,52,72,91,26,76,51,69,100,100,38,28,1,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,16,12,35,3,64,54,72,57,37,30,89,604,493,.276,.399,.531,111.6,.388,.930,.350,2.66,109,5.0,38.3,-3.8,0.8,-3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,41,Antonio Garcia,,Kansas City,MLB,MLB,09/04/2014,25,DOM,6' 2',205 lbs,Left,Right,4.5 Stars,4.5 Stars,66,62,100,69,56,65,48,45,82,44,45,43,71,81,100,84,61,80,42,5,Line Drive,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,4,2,63,48,35,53,47,41,34,79,39,20,49,632,540,.280,.375,.563,119.2,.394,.938,.269,5.28,117,5.2,41.4,-2.4,-1.4,-3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Matt Bruns,,Toronto,MLB,MLB,10/24/2007,31,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,48,48,70,70,69,49,53,57,84,84,83,61,47,46,65,66,65,46,29,8,Line Drive,Pull,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,71,71,56,6,4,39,33,42,33,41,39,39,37,41,511,441,.236,.333,.429,63.7,.326,.761,.277,0.79,66,3.8,7.4,-0.7,-0.3,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,10,John Canida,,Pittsburgh,MLB,MLB,10/06/2009,29,CAN,6' 5',205 lbs,Right,Right,4.5 Stars,5.0 Stars,58,58,56,76,74,56,66,74,61,100,100,74,56,53,53,66,64,51,26,1,Line Drive,Pull,Normal,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,SUB,Normal,1,1,2,3,2,73,61,70,53,41,26,44,50,34,31,73,617,518,.313,.413,.577,125.7,.416,.991,.351,4.11,125,8.2,54.1,-2.3,0.6,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,34,Manny Castillo,,Chicago,MLB,MLB,03/10/2014,25,VEN,6' 0',195 lbs,Right,Right,4.5 Stars,5.0 Stars,55,66,53,63,57,47,79,71,59,76,80,58,62,51,51,60,52,44,35,9,Line Drive,Normal,Spray,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,SIDE,Normal,1,1,62,68,58,26,26,48,19,53,44,49,6,19,32,39,520,468,.254,.317,.455,68.2,.330,.772,.294,0.26,69,3.3,6.3,-0.7,0.4,-0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,3,J.J. Garton,,St. Louis,MLB,MLB,05/09/2016,23,USA,6' 2',200 lbs,Right,Right,4.5 Stars,5.0 Stars,73,79,61,62,54,60,93,94,71,87,60,84,75,66,59,57,52,56,19,3,Line Drive,Normal,Spray,1,2,1,1,3,1,2,1,1,3,1,2,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,8,1,5,1,75,88,50,61,50,67,50,61,41,39,39,624,557,.276,.341,.497,98.6,.352,.839,.293,2.52,94,5.8,21.9,-1.5,-2.1,-3.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,15,Mario Izurieta,,Pittsburgh,MLB,MLB,01/29/2009,30,USA,6' 1',205 lbs,Left,Left,4.5 Stars,4.5 Stars,89,87,67,36,77,79,74,61,59,26,58,50,91,98,72,38,84,93,92,70,Line Drive,Spray,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,5,2,4,3,48,47,50,3,80,63,68,85,79,73,100,658,565,.264,.362,.407,88.8,.335,.769,.295,2.70,90,5.8,14.2,2.1,5.3,7.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,89,Sebastian Walcott,,Texas,MLB,MLB,03/14/2006,33,BAH,6' 4',200 lbs,Right,Right,4.5 Stars,4.5 Stars,61,62,61,67,74,57,61,66,68,91,89,67,63,60,59,61,70,54,52,32,Line Drive,Normal,Normal,1,1,1,45,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,4,-,1,1,1,61,64,79,67,41,32,63,62,72,73,99,623,552,.284,.364,.540,114.5,.384,.904,.313,4.09,110,7.0,37.2,3.0,1.3,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Raul Gongora,,Arizona,MLB,MLB,08/29/2010,29,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,52,72,73,98,55,41,84,62,84,100,69,46,69,50,69,94,51,39,19,1,Line Drive,Pull,Spray,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,SIDE,Normal,1,3,13,7,13,12,10,34,7,64,54,60,77,59,76,96,636,557,.282,.354,.531,111.1,.366,.885,.346,4.32,103,5.1,30.5,3.9,0.2,4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,24,Josh Pryor,,New York,MLB,MLB,02/24/2010,29,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,84,79,60,50,56,77,100,100,76,75,67,97,73,77,57,46,53,71,40,2,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,SIDE,Normal,1,1,4,6,12,63,68,74,66,41,19,45,67,27,16,59,662,592,.324,.391,.480,111.9,.377,.871,.359,3.00,113,5.4,34.9,-3.8,2.4,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,43,Carlos Salinas,,Atlanta,MLB,MLB,10/05/2015,23,VEN,6' 2',195 lbs,Switch,Right,4.0 Stars,5.0 Stars,80,80,70,70,62,69,69,62,61,56,56,55,84,86,74,77,64,75,49,6,Line Drive,Pull,Spray,1,7,1,10,6,1,7,1,10,6,1,7,1,10,6,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,1,3,2,4,73,36,68,32,33,35,49,66,49,61,58,663,589,.285,.360,.503,107.7,.364,.863,.318,1.90,106,4.6,29.7,-1.7,-3.4,-5.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,37,David Cortez,,Toronto,MLB,MLB,06/25/2009,30,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,80,85,59,55,60,63,100,94,67,76,86,76,80,74,57,50,55,60,50,7,Line Drive,Spray,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,6,3,2,3,57,46,79,43,37,22,39,28,13,5,62,634,568,.287,.360,.460,94.3,.353,.819,.340,1.89,96,4.2,23.4,0.0,-1.0,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,29,DOM,6' 4',205 lbs,Right,Right,4.0 Stars,4.5 Stars,86,70,59,51,54,91,80,100,65,61,58,100,67,80,58,49,52,83,43,2,Line Drive,Spray,Normal,1,11,1,8,12,1,11,1,8,12,1,11,1,8,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,7,3,1,2,80,77,41,58,22,28,17,44,45,67,56,619,564,.285,.341,.433,83.6,.334,.773,.319,-0.15,84,4.0,2.7,1.4,-1.5,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,74,Angel Ramos,,Cincinnati,MLB,MLB,02/06/2012,27,DOM,6' 0',195 lbs,Switch,Left,4.0 Stars,4.5 Stars,61,62,85,76,78,58,51,46,62,49,49,43,69,72,94,88,91,66,28,9,Line Drive,Normal,Spray,1,7,1,9,6,1,7,1,9,7,1,7,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,OTT,GB'er,1,1,3,1,4,14,8,14,5,62,45,45,65,54,73,86,635,548,.285,.373,.577,126.2,.398,.950,.283,6.41,120,5.3,37.0,1.5,3.9,5.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,17,Melvin Rodriguez,,Baltimore,MLB,MLB,10/17/2010,28,DOM,6' 4',200 lbs,Left,Right,4.0 Stars,4.5 Stars,89,77,56,49,93,90,54,51,45,36,61,49,87,100,60,55,100,100,50,5,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,3,2,21,23,47,12,53,71,45,65,51,54,77,644,534,.326,.429,.498,122.8,.399,.927,.353,3.61,122,4.9,46.2,-1.7,-1.0,-2.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,25,USA,5' 11',185 lbs,Left,Right,4.0 Stars,4.5 Stars,83,69,91,44,53,87,48,46,69,29,36,45,79,98,98,49,61,100,36,13,Line Drive,Normal,Normal,1,3,1,14,1,1,3,1,14,1,1,3,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,26,16,48,21,82,56,73,77,65,71,83,609,546,.322,.389,.485,109.4,.373,.875,.356,1.52,102,7.3,32.1,1.7,0.7,2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,8,Edgar Rodregez,,Kansas City,MLB,MLB,11/05/2012,26,DOM,6' 3',200 lbs,Left,Left,4.0 Stars,4.0 Stars,46,69,63,100,60,29,56,41,58,81,56,22,75,48,65,100,62,31,43,44,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,1,5,10,8,6,21,21,47,3,74,53,72,76,41,36,29,621,539,.260,.346,.577,108.6,.384,.923,.310,4.73,110,6.3,35.9,-2.9,-1.2,-4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,David Thornton,,Chicago,MLB,MLB,11/09/2008,30,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,76,68,53,57,72,75,77,87,58,70,93,85,65,72,52,53,65,72,49,10,Line Drive,Pull,Pull,1,10,1,7,11,1,10,1,7,11,1,10,1,7,11,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,4,4,1,3,9,7,13,7,68,53,44,28,32,47,38,651,570,.304,.379,.525,114.2,.380,.904,.318,4.07,113,5.4,34.2,-2.3,2.3,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,28,Manny Alvarez,,Milwaukee,MLB,MLB,01/30/2012,27,VEN,5' 11',195 lbs,Right,Right,4.0 Stars,4.5 Stars,59,64,51,70,61,53,74,73,57,93,80,65,61,56,50,63,57,50,37,2,Line Drive,Pull,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,1,1,1,61,63,63,65,51,37,48,79,62,78,70,617,548,.274,.345,.456,96.2,.345,.801,.318,1.53,90,3.2,18.3,7.4,0.7,8.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,10,Lorenzo Becerra,,Houston,MLB,MLB,04/28/2016,23,DOM,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,55,59,38,68,53,50,69,70,41,96,60,64,57,51,37,60,51,47,64,2,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SIDE,Normal,1,1,36,69,65,22,24,47,2,33,30,50,24,9,2,17,265,237,.241,.321,.397,31.0,.310,.717,.289,-1.56,31,1.3,0.2,-0.4,0.8,0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,Antonio Charo,,San Diego,MLB,MLB,12/21/2013,25,VEN,6' 3',200 lbs,Left,Right,4.0 Stars,5.0 Stars,60,57,93,58,59,60,50,48,74,46,46,47,60,66,99,63,65,68,48,8,Line Drive,Pull,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,3/4,Normal,1,6,7,11,12,36,23,34,18,75,54,61,81,74,75,98,660,582,.282,.365,.490,115.6,.367,.855,.326,4.41,108,6.1,33.3,5.1,1.0,6.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,7,Moises Reyes,,Pittsburgh,MLB,MLB,11/10/2011,27,USA,6' 2',200 lbs,Right,Right,4.0 Stars,5.0 Stars,72,62,69,69,63,74,72,89,79,89,73,95,61,66,66,62,61,67,43,8,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,4,3,1,4,9,5,17,1,49,69,55,49,16,11,49,687,612,.309,.377,.508,114.0,.378,.885,.333,3.24,118,4.6,39.1,0.0,-0.6,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Wessley Roberson,,Minnesota,MLB,MLB,02/28/2008,31,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,72,53,62,46,77,93,60,84,66,48,86,100,51,68,61,46,75,91,61,44,Line Drive,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,14,1,1,1,17,26,32,18,79,87,65,87,85,86,100,631,547,.282,.376,.435,99.8,.353,.811,.310,4.22,96,7.4,23.2,8.2,2.4,10.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Juan Vazquez,,Cincinnati,MLB,MLB,10/21/2014,24,MEX,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,90,77,53,62,50,93,69,77,50,54,48,76,80,94,55,66,51,99,53,4,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,1,1,22,15,37,4,50,49,69,21,16,16,50,627,572,.334,.386,.563,119.4,.396,.949,.346,3.39,117,3.8,35.3,-2.7,-2.7,-5.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Jonathan Cooper,,Houston,MLB,MLB,07/07/2015,24,USA,6' 1',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,77,70,59,57,51,73,57,53,50,44,45,50,76,86,62,63,54,84,35,2,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,7,7,10,8,54,27,47,9,31,32,37,67,60,66,78,510,460,.326,.386,.498,93.6,.375,.884,.367,3.22,87,4.3,27.7,2.0,-0.5,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Rick Hall,,Baltimore,MLB,MLB,01/29/2013,26,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.0 Stars,74,83,100,38,40,59,90,86,100,45,43,68,80,70,98,36,39,56,57,3,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,4,1,2,27,25,27,19,80,89,56,90,58,71,100,660,611,.350,.392,.478,122.0,.374,.870,.422,4.24,112,8.6,34.1,2.9,6.6,9.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,30,Roberto Carrillo,,Philadelphia,MLB,MLB,03/31/2008,31,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,67,69,52,64,52,60,93,92,64,100,64,80,61,60,49,52,49,56,18,9,Line Drive,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SUB,Normal,1,1,1,2,2,52,52,73,44,20,22,36,26,4,1,33,641,565,.296,.368,.508,104.9,.373,.876,.325,2.19,107,4.7,32.3,0.0,-1.2,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Josh Frey,,Chicago,MLB,MLB,01/30/2012,27,USA,6' 4',190 lbs,Left,Left,4.0 Stars,4.0 Stars,66,60,75,46,43,68,45,46,59,31,28,48,69,78,81,51,48,78,52,5,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,3,3,3,3,20,20,22,3,88,76,61,89,68,76,88,554,508,.272,.327,.447,78.3,.331,.774,.290,2.44,74,5.4,7.3,3.5,1.4,4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
