POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,16,Francisco Vargas,,Los Angeles,MLB,MLB,05/16/2013,33,DOM,6' 3',200 lbs,Right,Right,4.5 Stars,4.5 Stars,73,62,65,73,88,77,80,100,83,100,100,100,59,61,60,59,81,62,28,6,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,37,72,55,46,38,39,39,48,19,38,32,654,536,.293,.413,.534,124.9,.402,.946,.318,3.06,125,5.3,48.7,-4.4,-5.4,-9.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,43,B.J. Carrillo,,Cleveland,MLB,MLB,05/24/2020,26,USA,6' 6',210 lbs,Left,Left,4.5 Stars,4.5 Stars,65,69,58,68,46,58,50,44,46,43,33,40,78,79,63,84,51,69,29,6,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,1,1,2,2,41,32,9,8,22,35,20,39,34,30,47,332,291,.357,.434,.691,85.2,.459,1.124,.357,3.71,79,5.0,39.8,-0.9,0.7,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,24,USA,6' 2',180 lbs,Right,Right,4.5 Stars,4.5 Stars,56,52,53,77,63,60,58,72,59,100,74,83,50,52,51,67,60,55,43,42,Flyball,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,3,3,1,2,72,72,30,53,34,39,46,87,62,70,85,665,577,.298,.385,.532,125.5,.387,.917,.324,4.63,119,8.8,42.5,4.6,1.8,6.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,38,Hiromi Imai,,Cleveland,MLB,MLB,10/31/2021,24,JPN,6' 1',195 lbs,Right,Right,4.5 Stars,5.0 Stars,75,62,75,61,87,81,76,100,90,91,100,100,60,66,70,55,75,69,56,1,Line Drive,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,2,4,2,12,6,40,1,64,55,43,66,42,24,65,631,546,.308,.387,.538,119.4,.390,.925,.333,4.20,114,5.8,40.3,-2.4,2.5,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,35,Arturo Bautista,,Toronto,MLB,MLB,11/26/2022,23,VEN,6' 2',200 lbs,Left,Left,4.5 Stars,4.5 Stars,92,83,52,64,52,89,52,48,41,39,34,44,96,100,58,82,61,100,45,8,Groundball,Ex. Pull,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,SIDE,Normal,1,1,7,6,11,17,9,42,5,53,32,50,25,6,5,1,627,552,.312,.391,.500,106.2,.370,.891,.321,3.74,103,3.1,31.6,-1.4,-4.9,-6.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,19,Jimmy Johnston,,Houston,MLB,MLB,06/30/2015,31,USA,6' 2',205 lbs,Right,Right,4.5 Stars,4.5 Stars,66,69,48,64,82,59,86,94,54,100,100,91,63,59,47,56,76,53,33,7,Line Drive,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,9,3,1,2,56,30,62,26,69,25,69,29,14,30,5,634,547,.316,.404,.536,119.2,.396,.939,.361,4.05,117,6.0,44.7,-2.8,-4.8,-7.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,32,USA,5' 11',200 lbs,Left,Right,4.5 Stars,4.5 Stars,79,70,93,47,58,77,49,45,72,32,38,43,81,94,100,53,70,95,39,11,Line Drive,Normal,Normal,1,10,1,6,11,1,10,1,6,11,1,10,1,6,11,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,80-83,80-83,3/4,GB'er,1,1,5,10,9,17,8,40,12,77,57,74,73,72,70,100,632,575,.268,.334,.442,87.4,.336,.776,.308,2.91,86,4.8,13.9,1.0,0.2,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Alex Zarco,,Detroit,MLB,MLB,09/16/2021,24,DOM,6' 2',185 lbs,Left,Right,4.5 Stars,4.5 Stars,74,72,88,52,51,68,51,47,59,37,37,43,81,88,98,59,58,84,60,10,Line Drive,Normal,Pull,1,11,1,10,12,1,11,1,10,12,1,11,1,10,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,1,3,2,28,23,23,19,68,68,49,75,54,73,77,622,538,.294,.379,.519,115.8,.380,.898,.305,3.62,107,5.9,36.8,1.6,3.1,4.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,3,J.J. Garton,,Boston,MLB,MLB,05/09/2016,30,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,59,67,51,58,65,50,79,76,56,79,77,63,62,55,49,53,62,47,20,3,Line Drive,Normal,Spray,1,4,1,2,5,1,4,1,2,5,1,4,1,2,5,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,8,1,5,1,71,88,50,61,40,59,38,55,47,47,79,614,521,.286,.391,.505,108.2,.384,.896,.339,3.67,108,7.3,32.1,-1.2,-2.0,-3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,30,USA,5' 11',205 lbs,Right,Right,4.0 Stars,4.0 Stars,58,54,67,83,79,61,60,76,80,97,90,87,52,54,63,79,74,56,25,1,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,57,58,58,59,33,24,38,60,45,55,79,632,536,.250,.351,.513,99.5,.366,.864,.233,3.15,102,3.9,29.3,-2.3,-3.3,-5.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,28,DOM,6' 2',200 lbs,Switch,Right,4.0 Stars,4.5 Stars,55,55,51,74,78,54,45,42,44,47,48,40,59,60,56,88,93,60,50,58,Flyball,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,SIDE,Normal,1,9,5,2,1,9,1,38,1,74,31,74,91,79,79,94,656,559,.250,.357,.454,100.6,.351,.811,.275,2.75,98,6.0,20.5,6.1,5.2,11.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Alejandro Nava,,Cincinnati,MLB,MLB,08/22/2019,27,VEN,6' 4',205 lbs,Right,Right,4.0 Stars,5.0 Stars,72,62,54,49,77,74,70,87,58,57,86,94,60,66,52,48,74,67,23,14,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,2,2,3,1,76,50,41,55,27,30,57,76,48,72,67,653,547,.302,.401,.455,112.1,.372,.856,.334,4.68,109,7.0,24.1,2.8,4.1,7.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Fernando Cova,,Miami,MLB,MLB,10/11/2019,26,DOM,6' 1',205 lbs,Left,Left,4.0 Stars,4.0 Stars,59,63,61,75,62,53,53,47,51,59,57,43,69,65,65,81,65,58,42,1,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,9,10,10,18,12,24,6,57,43,46,66,36,43,72,624,544,.298,.383,.529,111.5,.390,.912,.340,2.33,113,5.3,39.7,-1.5,1.7,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,14,Jesus Maldonado,,San Diego,MLB,MLB,02/03/2023,23,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,69,61,56,84,49,73,76,100,66,100,68,100,58,60,53,70,45,61,17,9,Normal,Ex. Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,7,13,6,37,31,31,31,24,24,18,1,8,4,3,648,567,.280,.364,.490,97.2,.363,.854,.294,2.30,103,3.3,30.3,-2.1,-4.2,-6.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,12,Mike Ruffin,,Pittsburgh,MLB,MLB,02/24/2019,27,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,45,57,81,99,56,36,65,50,88,100,63,41,55,43,79,94,53,33,38,8,Line Drive,Pull,Normal,1,10,1,4,11,1,10,1,4,11,1,10,1,4,12,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,85-87,SIDE,GB'er,1,10,1,3,5,31,28,33,23,70,50,64,71,76,79,100,632,548,.235,.329,.500,95.7,.348,.829,.274,1.95,93,4.8,20.4,5.0,-0.6,4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,52,Jose Suarez,,Atlanta,MLB,MLB,09/28/2015,30,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,82,72,74,44,48,81,59,58,53,32,40,56,77,90,83,48,51,91,53,6,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,12,13,32,3,75,64,61,82,78,81,96,666,596,.273,.345,.451,98.5,.343,.797,.301,1.74,95,4.5,18.5,4.2,-0.2,4.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,4,Mike Tiensuu,,Texas,MLB,MLB,04/13/2020,26,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,57,61,74,62,54,52,65,62,77,72,59,57,60,56,73,60,52,50,33,9,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,7,10,11,9,26,24,64,12,75,68,76,89,71,74,93,615,536,.254,.335,.457,87.5,.338,.792,.304,1.80,85,4.5,13.7,4.0,0.3,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Ed Burtner,,Atlanta,MLB,MLB,03/18/2019,27,USA,6' 0',200 lbs,Left,Left,4.0 Stars,5.0 Stars,51,51,91,63,95,52,46,44,81,49,63,43,53,54,94,72,100,56,27,2,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,3,1,1,1,19,21,43,4,67,58,58,49,42,49,82,603,500,.244,.363,.436,87.7,.349,.799,.277,2.85,89,3.5,19.6,-0.9,-1.1,-2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,Antonio Charo,,San Diego,MLB,MLB,12/21/2013,32,VEN,6' 3',200 lbs,Left,Right,4.0 Stars,4.0 Stars,65,58,73,54,57,71,50,50,59,44,45,51,60,73,79,59,62,80,48,4,Line Drive,Pull,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,6,6,11,12,25,12,20,10,74,54,61,79,76,79,100,609,557,.251,.307,.364,68.0,.291,.672,.285,0.54,61,2.5,-7.1,6.2,4.5,10.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,5,João Prudente,,Los Angeles,MLB,MLB,12/11/2017,28,VEN,6' 2',205 lbs,Left,Left,4.0 Stars,4.0 Stars,49,63,50,98,55,39,50,40,43,54,40,28,71,53,54,100,62,42,34,5,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,2,2,2,18,15,27,4,68,26,30,82,65,79,96,566,498,.247,.334,.526,92.7,.362,.860,.285,3.86,89,4.5,23.9,1.9,-0.2,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,44,Joaquin Sandoval,,Pittsburgh,MLB,MLB,04/17/2023,23,DOM,5' 11',180 lbs,Switch,Right,4.0 Stars,4.0 Stars,59,73,62,72,53,48,55,45,50,46,44,37,81,68,69,86,57,53,38,4,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,2,1,1,2,48,42,38,54,35,32,33,70,22,11,3,565,502,.323,.395,.604,121.0,.417,.998,.353,4.68,114,5.4,49.7,-1.2,-3.5,-4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,6,David Chavez,,Philadelphia,MLB,MLB,01/29/2024,22,DOM,6' 0',175 lbs,Switch,Right,4.0 Stars,4.0 Stars,66,77,76,47,29,54,56,46,62,36,23,39,86,79,80,52,31,61,53,3,Line Drive,Spray,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,OTT,Normal,1,3,2,3,4,67,67,64,73,40,43,38,100,84,73,97,645,605,.306,.343,.514,109.0,.363,.857,.356,3.25,103,6.6,27.5,3.2,1.5,4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,35,Rick Hall,,Tampa Bay,MLB,MLB,01/29/2013,33,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.0 Stars,84,71,80,35,40,87,77,95,87,41,43,100,69,80,78,32,39,81,59,2,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,4,1,2,17,16,16,9,71,89,56,77,57,72,100,634,592,.291,.336,.426,87.3,.329,.762,.320,1.73,83,4.2,14.7,4.6,0.7,5.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,13,Jonathan Kelly,,Indianapolis,MLB,MLB,11/30/2019,26,USA,6' 1',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,63,61,54,58,50,62,51,48,47,44,44,46,65,72,57,64,52,73,90,4,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,2,1,2,71,57,48,54,61,43,45,55,27,18,70,608,546,.267,.332,.460,82.6,.336,.792,.287,2.08,83,5.3,19.4,-0.9,0.9,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,36,Juan Munoz,,Boston,MLB,MLB,06/23/2017,29,DOM,5' 11',200 lbs,Right,Right,4.0 Stars,4.0 Stars,59,55,59,72,56,63,60,74,65,94,70,83,53,56,57,65,53,59,42,2,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,2,1,1,2,37,47,28,50,61,58,41,52,47,72,67,623,552,.255,.327,.449,85.0,.329,.777,.291,1.50,81,1.8,4.5,5.0,-0.7,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,10,Juan Perez,,Baltimore,MLB,MLB,12/21/2018,27,DOM,6' 4',200 lbs,Right,Right,4.0 Stars,4.5 Stars,47,49,52,95,60,46,53,53,58,100,81,54,48,45,51,91,55,44,36,1,Line Drive,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,3,3,5,2,29,23,22,17,66,70,59,41,28,40,15,623,541,.242,.331,.477,87.3,.343,.808,.274,1.08,89,3.4,16.3,-1.7,0.8,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,45,Bill Contreras,,Philadelphia,MLB,MLB,11/01/2019,26,DOM,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,63,49,67,60,43,85,54,77,79,82,46,100,48,60,63,55,42,80,59,2,Line Drive,Normal,Normal,1,7,1,9,7,1,7,1,9,7,1,7,1,9,6,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,2,2,2,73,46,44,59,35,35,31,83,56,71,74,647,586,.290,.348,.498,106.1,.359,.846,.300,4.30,101,6.5,25.6,3.9,1.1,4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,44,David Rebollar,,Detroit,MLB,MLB,04/20/2018,28,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,66,76,60,52,74,55,88,86,69,65,100,70,72,61,58,49,66,51,43,7,Line Drive,Normal,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,8,5,12,56,58,73,34,34,19,38,46,28,40,75,623,534,.290,.385,.491,105.0,.376,.876,.353,2.68,106,6.2,35.0,-1.0,0.1,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,49,Gilberto Bonilla,,Detroit,MLB,MLB,03/07/2023,23,DOM,6' 2',200 lbs,Left,Left,3.5 Stars,3.5 Stars,46,61,63,98,56,34,48,37,49,50,39,21,70,49,73,100,66,37,39,8,Normal,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,11,11,6,56,40,55,5,43,57,72,23,8,1,11,258,226,.279,.364,.704,57.8,.440,1.068,.315,3.08,57,3.4,28.0,0.0,0.3,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,4,Mike Fernandez,,Los Angeles,MLB,MLB,09/08/2023,23,DOM,6' 1',190 lbs,Left,Right,3.5 Stars,3.5 Stars,60,55,51,53,41,66,48,49,46,43,38,50,57,67,53,58,42,76,18,7,Normal,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,3,3,2,4,83,61,70,74,72,45,53,57,43,70,53,607,567,.273,.321,.432,83.9,.324,.753,.317,0.77,77,5.0,4.1,4.0,0.4,4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
