POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
C,4,Francisco Alvarez,,New York,MLB,MLB,11/19/2001,25,VEN,5' 11',225 lbs,Right,Right,4.0 Stars,4.0 Stars,46,43,50,78,58,50,44,48,51,89,60,54,43,45,49,74,57,49,44,15,Normal,Pull,Pull,1,1,1,44,1,1,1,1,42,1,1,1,1,45,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,2,6,50,74,62,28,40,50,15,37,42,52,32,9,10,64,541,474,.270,.351,.513,83.7,.368,.864,.304,0.94,88,5.9,27.0,-2.1,0.1,-2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,34,Samuel Basallo,,Baltimore,MLB,MLB,08/13/2004,23,DOM,6' 4',190 lbs,Left,Right,4.0 Stars,4.0 Stars,59,60,61,69,46,57,57,52,48,65,41,49,61,62,67,70,48,61,32,15,Normal,Pull,Pull,1,1,1,42,1,1,1,1,41,1,1,1,1,43,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,1,15,45,47,76,30,38,51,16,38,43,52,36,33,71,43,275,257,.284,.327,.560,46.1,.372,.888,.294,2.50,45,2.5,13.6,0.0,-0.2,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,31,Riley Greene,,Detroit,MLB,MLB,09/28/2000,27,USA,6' 3',205 lbs,Left,Left,4.0 Stars,4.0 Stars,75,90,59,58,65,55,84,67,56,53,59,51,92,78,60,60,69,56,49,52,Line Drive,Pull,Pull,1,1,1,38,1,1,1,1,40,1,1,1,1,36,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,1,1,4,21,26,39,19,68,68,51,70,23,76,75,675,593,.266,.351,.438,92.7,.337,.790,.305,1.75,93,3.8,16.4,-1.2,2.8,1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,4,Pete Crow-Armstrong,,Chicago,MLB,MLB,03/25/2002,25,USA,6' 1',195 lbs,Left,Left,4.0 Stars,4.0 Stars,59,60,58,50,42,56,57,55,55,47,41,52,61,60,59,51,42,58,53,45,Normal,Pull,Pull,1,1,1,38,1,1,1,1,38,1,1,1,1,37,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,OTT,Normal,1,-,1,1,3,34,40,56,20,98,94,74,100,93,94,80,648,595,.274,.324,.459,93.0,.335,.783,.315,2.90,88,4.8,13.8,2.2,0.2,2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,7,Angel Genao,,Cleveland,MLB,MLB,05/19/2004,23,DOM,6' 0',170 lbs,Switch,Right,4.0 Stars,4.0 Stars,80,66,60,42,46,86,61,76,59,59,40,84,67,81,61,37,48,86,56,32,Line Drive,Normal,Normal,1,1,1,39,1,1,1,1,37,1,1,1,1,40,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,75-80,75-80,3/4,Normal,3,3,2,2,1,71,71,63,65,65,61,59,66,59,83,72,680,626,.321,.375,.505,121.3,.375,.880,.347,4.78,114,7.2,34.7,2.4,-0.2,2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,27,Vladimir Guerrero Jr.,,Toronto,MLB,MLB,03/16/1999,28,CAN,6' 2',245 lbs,Right,Right,4.0 Stars,4.0 Stars,65,58,52,75,59,71,59,67,53,79,60,74,57,63,51,73,58,69,42,23,Line Drive,Pull,Pull,1,1,1,45,1,1,1,1,45,1,1,1,1,45,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,OTT,Normal,10,-,1,1,1,26,32,61,28,38,52,72,54,10,64,56,668,583,.293,.374,.544,117.7,.390,.918,.299,5.40,120,5.3,44.2,-1.0,-0.0,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,16,Coby Mayo,,Baltimore,MLB,MLB,12/10/2001,25,USA,6' 5',230 lbs,Right,Right,4.0 Stars,4.0 Stars,52,60,82,78,78,47,61,55,85,84,80,48,59,51,81,76,77,46,55,25,Line Drive,Pull,Pull,1,1,1,39,1,1,1,1,38,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,3/4,Normal,1,-,1,1,1,42,48,92,32,40,49,83,64,25,67,58,671,577,.250,.346,.444,93.7,.338,.789,.303,2.07,93,3.6,14.9,1.8,1.6,3.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,21,Tarik Skubal,,Milwaukee,MLB,MLB,11/20/1996,30,USA,6' 3',240 lbs,Left,Left,4.0 Stars,4.0 Stars,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,5,55,11,Normal,Spray,Spray,53,67,72,57,72,60,77,76,60,83,50,64,71,56,69,77,63,42,52,60,-,-,-,-,-,-,-,5,NEU,95-97,95-97,3/4,Power,49,59,1,1,2,27,18,44,2,18,10,37,19,13,27,24,4,4,.250,.250,.250,0.3,.220,.500,.333,-0.01,0,0.1,-0.3,0.0,0.0,0.0,0,0,215.2,60,2.50,2.88,3.6,6.3,7.8,3.06
SS,0,Masyn Winn,,St. Louis,MLB,MLB,03/21/2002,25,USA,5' 11',190 lbs,Right,Right,4.0 Stars,4.0 Stars,77,59,65,46,48,89,61,84,69,48,50,98,59,74,63,45,47,86,74,62,Line Drive,Spray,Spray,29,8,1,56,1,29,8,1,57,1,28,8,1,56,1,45,12,32,-,-,-,-,-,-,-,-,-,3,EX FB,95-97,95-97,3/4,Power,39,48,2,2,3,77,70,93,69,64,54,96,82,56,81,75,665,599,.274,.335,.426,88.2,.329,.761,.285,1.37,87,6.0,11.0,4.6,1.3,5.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,6,Matt Shaw,,Chicago,MLB,MLB,11/06/2001,25,USA,5' 9',195 lbs,Right,Right,4.0 Stars,4.0 Stars,67,57,54,60,58,77,57,68,55,61,59,79,57,67,54,60,58,77,63,51,Normal,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,48,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,13,1,1,1,62,65,59,58,58,46,47,81,75,81,90,631,571,.268,.333,.473,87.3,.343,.806,.286,0.77,90,4.4,17.5,-0.7,1.0,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,74,Ryan Walker,,San Francisco,MLB,MLB,11/26/1995,31,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,3,3,1,1,1,2,5,4,1,1,2,5,3,2,1,1,1,2,78,7,Normal,Spray,Spray,76,59,69,60,59,48,46,58,50,45,100,84,81,70,89,-,-,-,100,98,-,-,-,-,-,-,-,2,FB,96-98,96-98,SIDE,Normal,14,36,3,3,2,38,21,42,3,4,11,24,21,14,18,24,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,32,7,55.2,17,2.75,3.12,0.1,1.2,-0.2,3.19
SS,7,Cole Young,,Seattle,MLB,MLB,07/29/2003,24,USA,5' 10',180 lbs,Left,Right,4.0 Stars,4.0 Stars,73,54,63,44,78,93,49,57,59,37,69,67,56,80,65,46,81,100,56,37,Line Drive,Normal,Normal,1,1,1,39,1,1,1,1,38,1,1,1,1,39,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,9,10,1,1,1,79,80,62,75,66,58,42,71,59,80,78,665,572,.266,.361,.383,86.5,.322,.744,.295,2.02,83,4.8,10.6,0.2,-1.2,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,29,Cal Raleigh,,Seattle,MLB,MLB,11/26/1996,30,USA,6' 3',235 lbs,Switch,Right,4.0 Stars,4.0 Stars,45,42,46,71,56,50,41,44,45,63,52,48,42,46,47,74,58,51,37,17,Flyball,Pull,Pull,1,1,1,40,1,1,1,1,39,1,1,1,1,40,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,OTT,Normal,1,-,61,82,65,14,6,68,9,9,37,71,43,19,72,38,532,466,.264,.340,.461,76.8,.340,.802,.299,1.61,74,5.5,16.5,-0.8,-0.5,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,22,Zach Showalter,,St. Louis,MLB,MLB,01/23/2004,23,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.0 Stars,15,11,21,8,18,22,12,16,21,9,19,23,11,15,21,7,18,21,48,40,Normal,Normal,Normal,95,61,46,58,62,84,56,45,55,56,100,66,46,60,69,73,91,-,79,-,-,-,-,-,-,-,-,3,NEU,92-94,92-94,3/4,Normal,20,23,1,1,1,48,38,36,48,67,63,51,68,63,63,71,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,43,6,62.0,21,3.05,2.75,2.4,2.0,1.4,2.75
1B,18,Luke Adams,,Milwaukee,MLB,MLB,04/24/2004,23,USA,6' 4',215 lbs,Right,Right,3.5 Stars,3.5 Stars,42,39,50,65,94,46,42,51,48,61,100,67,38,39,51,67,88,42,39,46,Normal,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,48,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,42,53,61,33,45,41,52,69,70,77,66,722,576,.241,.388,.443,114.6,.361,.831,.275,4.10,113,5.2,30.6,2.7,0.9,3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,13,Junior Caminero,,Tampa Bay,MLB,MLB,07/05/2003,24,DOM,6' 1',210 lbs,Right,Right,3.5 Stars,4.0 Stars,71,58,49,66,46,82,59,74,49,70,47,86,58,69,48,65,46,80,55,29,Normal,Normal,Normal,1,1,1,48,1,1,1,1,47,1,1,1,1,49,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,1,1,1,1,57,57,60,53,52,48,47,45,21,64,76,638,586,.282,.332,.481,90.7,.345,.814,.297,1.48,92,4.3,22.9,-0.0,0.8,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,99,Aaron Judge,,New York,MLB,MLB,04/26/1992,35,USA,6' 7',275 lbs,Right,Right,3.5 Stars,3.5 Stars,44,49,48,90,84,41,50,46,48,94,87,42,49,44,47,89,83,40,46,34,Normal,Pull,Pull,1,1,1,43,1,1,1,1,43,1,1,1,1,43,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,75-80,75-80,3/4,Normal,-,-,-,-,-,18,30,53,17,53,57,76,38,21,75,58,644,535,.245,.371,.520,109.4,.376,.891,.273,2.74,109,3.4,33.7,0.3,-3.6,-3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,18,Shane McClanahan,,Tampa Bay,MLB,MLB,04/28/1997,30,USA,6' 1',195 lbs,Left,Left,3.5 Stars,3.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,23,7,Normal,Normal,Normal,55,55,76,58,54,58,59,80,59,59,53,53,75,57,52,100,62,87,64,-,-,-,-,-,-,-,-,4,GB,97-99,97-99,3/4,Power,58,76,1,1,3,40,14,39,3,27,3,6,19,16,13,27,56,55,.018,.036,.018,0.1,.028,.054,.033,-1.36,-6,-1.2,-12.4,0.0,-0.7,-0.7,0,0,216.2,76,3.16,2.92,2.9,5.6,4.9,3.05
CL,75,Andres Munoz,,Seattle,MLB,MLB,01/16/1999,28,MEX,6' 2',215 lbs,Right,Right,3.5 Stars,3.5 Stars,8,12,7,1,1,1,12,9,8,1,1,1,11,8,7,1,1,1,56,49,Normal,Normal,Normal,96,61,43,60,62,70,53,42,54,52,100,73,44,65,76,100,-,-,100,89,-,-,-,-,-,-,-,3,NEU,99-101,99-101,3/4,Power,14,54,1,1,1,40,44,48,21,14,6,3,22,18,11,34,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,43,9,63.2,32,4.52,2.87,-1.0,1.8,-1.5,2.70
3B,27,Austin Riley,,Atlanta,MLB,MLB,04/02/1997,30,USA,6' 3',240 lbs,Right,Right,3.5 Stars,3.5 Stars,69,91,57,62,50,49,94,73,59,67,53,50,90,67,57,61,50,48,44,38,Line Drive,Ex. Pull,Pull,1,6,13,45,1,1,5,13,43,1,1,7,13,46,1,23,-,-,-,-,-,-,-,-,-,-,-,1,NEU,92-94,92-94,3/4,Normal,22,-,1,1,2,63,47,73,33,40,33,56,62,2,15,53,629,568,.308,.359,.507,103.0,.363,.866,.354,2.81,100,5.2,27.9,-2.0,1.1,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RP,48,Gregory Santos,,Seattle,MLB,MLB,08/28/1999,28,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,13,1,1,1,1,1,13,1,1,1,1,1,12,1,1,1,48,38,Normal,Normal,Normal,60,69,62,42,89,46,51,56,34,63,80,90,69,48,100,-,-,-,100,79,-,-,-,-,-,-,-,2,NEU,96-98,96-98,3/4,Normal,18,52,1,1,1,28,49,44,31,3,3,3,15,13,8,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,6,4,70.2,23,2.93,3.55,1.5,0.7,1.3,2.89
RP,66,Tanner Scott,,Los Angeles,MLB,MLB,07/22/1994,33,USA,6' 2',230 lbs,Right,Left,3.5 Stars,3.5 Stars,1,1,1,1,1,5,1,1,1,1,1,6,1,1,1,1,1,5,24,6,Flyball,Pull,Pull,78,81,40,60,89,100,100,42,71,100,65,73,39,57,80,84,-,-,100,-,-,-,-,-,-,-,-,2,NEU,96-98,96-98,3/4,Power,22,41,1,1,1,16,37,42,28,13,47,31,15,17,6,25,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,1,9,95.0,38,3.60,2.03,-0.4,3.2,1.1,2.44
