POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
LF,25,David Thornton,,Chicago,MLB,MLB,11/09/2008,25,USA,6' 1',200 lbs,Right,Right,5.0 Stars,5.0 Stars,100,86,57,84,75,100,98,100,61,100,96,100,83,96,55,77,68,99,51,7,Line Drive,Pull,Pull,1,12,1,7,13,1,12,1,7,14,1,12,1,7,13,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,4,4,1,3,21,16,23,11,68,53,44,28,28,44,20,637,550,.335,.421,.565,123.9,.412,.986,.342,5.51,127,6.6,51.1,-2.8,-0.7,-3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,11,Francisco Vargas,,San Diego,MLB,MLB,05/16/2013,21,DOM,6' 3',200 lbs,Right,Right,5.0 Stars,5.0 Stars,100,96,89,81,74,99,100,100,100,100,95,100,88,90,81,64,68,80,24,2,Line Drive,Normal,Spray,1,2,1,3,2,1,2,1,3,2,1,2,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,35,70,53,44,52,51,49,44,15,28,4,676,597,.337,.411,.576,140.7,.419,.987,.376,3.68,139,7.9,63.5,-1.9,-0.9,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,89,Sebastian Walcott,,Texas,MLB,MLB,03/14/2006,28,BAH,6' 4',200 lbs,Right,Right,5.0 Stars,5.0 Stars,71,68,69,90,75,67,65,78,79,100,90,83,69,69,66,80,70,62,50,30,Line Drive,Normal,Normal,1,1,1,49,1,1,1,1,47,1,1,1,1,51,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,4,-,1,1,1,68,64,79,67,47,39,69,75,80,79,94,661,572,.297,.383,.573,130.6,.401,.956,.326,5.35,126,8.1,49.2,0.3,1.5,1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,44,Matt Bruns,,Toronto,MLB,MLB,10/24/2007,26,USA,6' 1',210 lbs,Right,Right,5.0 Stars,5.0 Stars,53,51,73,79,65,56,58,68,87,93,78,77,50,50,68,73,61,50,31,9,Normal,Pull,Spray,1,4,1,2,4,1,4,1,2,5,1,3,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,72,72,58,15,4,49,42,49,40,45,38,36,34,41,530,464,.267,.349,.463,76.9,.342,.812,.302,1.06,76,4.8,15.5,-0.8,0.5,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Luis Cruz,,Colorado,MLB,MLB,03/17/2010,24,DOM,6' 4',200 lbs,Right,Right,5.0 Stars,5.0 Stars,97,80,57,62,47,100,90,100,62,80,50,100,76,91,55,58,46,95,47,1,Line Drive,Spray,Normal,1,12,1,8,13,1,12,1,8,13,1,12,1,8,13,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,7,3,1,2,80,77,41,58,27,34,24,44,43,63,44,664,605,.327,.381,.517,115.4,.382,.898,.344,4.12,116,5.9,29.9,-3.0,-3.1,-6.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Hugo Negron,,Los Angeles,MLB,MLB,07/08/2012,22,DOM,6' 1',195 lbs,Right,Right,5.0 Stars,5.0 Stars,97,80,77,72,83,100,94,100,90,100,100,100,75,88,72,62,73,91,59,7,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,10,6,4,14,24,29,15,59,44,49,58,28,8,29,672,575,.315,.402,.537,126.1,.399,.939,.324,5.68,127,4.9,46.4,-1.7,-1.2,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Yandel Ricardo,,Texas,MLB,MLB,10/06/2006,27,DOM,6' 1',200 lbs,Switch,Right,4.5 Stars,5.0 Stars,58,63,63,84,77,51,70,64,82,97,100,56,62,56,59,80,70,50,59,45,Line Drive,Normal,Normal,1,1,1,40,1,1,1,1,39,1,1,1,1,42,1,10,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,87-89,87-89,3/4,Normal,8,5,2,-,3,73,69,76,63,58,49,65,75,68,74,95,639,534,.288,.396,.507,113.8,.385,.903,.327,5.03,113,6.9,39.3,-0.9,-1.1,-2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Michael Harris II,,Atlanta,MLB,MLB,03/07/2001,33,USA,6' 0',165 lbs,Left,Left,4.5 Stars,4.5 Stars,78,70,67,57,34,76,65,67,62,51,31,65,73,82,70,59,35,80,69,42,Line Drive,Normal,Normal,1,5,2,50,1,1,9,3,53,1,1,4,1,49,1,13,-,1,6,-,-,-,-,-,-,-,-,3,FB,89-91,89-91,3/4,Normal,57,52,3,3,2,10,14,48,7,89,61,77,63,63,78,81,627,575,.346,.389,.576,130.6,.398,.965,.367,3.15,118,8.7,46.4,1.6,-0.6,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,16,Logan Northcott,,Cincinnati,MLB,MLB,07/26/2010,24,USA,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,21,34,9,1,11,8,36,24,10,3,12,10,33,20,9,1,11,6,34,6,Groundball,Normal,Spray,65,90,100,55,100,62,88,100,54,100,67,91,100,55,100,-,51,61,98,-,-,83,-,-,-,66,-,5,GB,94-96,94-96,OTT,GB'er,99,45,3,5,5,23,27,74,7,54,57,62,13,9,5,14,13,13,.077,.077,.154,0.2,.096,.231,.200,-0.08,0,-0.4,-2.4,0.0,0.0,0.0,0,0,207.0,81,3.52,2.89,-0.1,6.8,4.9,2.70
LF,15,Mario Izurieta,,Pittsburgh,MLB,MLB,01/29/2009,25,USA,6' 1',200 lbs,Left,Left,4.5 Stars,4.5 Stars,87,85,67,41,70,78,73,60,59,31,54,49,90,96,71,44,77,90,99,74,Line Drive,Spray,Spray,1,2,1,9,1,1,2,1,9,1,1,2,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,87-89,3/4,Normal,1,5,2,4,3,56,57,57,3,80,63,68,87,75,75,93,694,619,.313,.385,.475,117.8,.371,.860,.355,4.01,115,5.9,36.3,-0.7,-0.6,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,35,Devin Moore,,Los Angeles,MLB,MLB,02/09/2010,24,USA,6' 0',195 lbs,Left,Right,4.5 Stars,4.5 Stars,1,1,1,9,14,1,1,1,1,1,9,1,1,1,1,10,15,1,29,1,Normal,Normal,Normal,57,100,86,66,100,54,100,83,65,100,59,100,88,67,100,-,98,57,46,66,-,-,-,98,-,-,-,5,EX GB,89-91,89-91,OTT,GB'er,67,20,1,2,4,19,43,23,15,42,41,32,1,2,7,1,10,8,.000,.200,.000,0.2,.137,.200,.000,-0.09,0,-0.2,-1.4,0.0,0.0,0.0,0,0,223.0,62,2.50,2.14,3.8,9.2,8.2,2.87
SP,13,Vinny Lopes,,San Francisco,MLB,MLB,09/29/2009,25,PAN,6' 1',185 lbs,Right,Right,4.0 Stars,4.0 Stars,13,22,1,5,10,1,24,15,1,10,13,7,21,12,1,3,9,1,32,5,Normal,Normal,Pull,100,67,59,65,68,81,61,57,61,61,100,73,60,67,75,100,94,-,-,100,-,-,-,-,-,-,-,3,NEU,99-101,99-101,3/4,Power,57,78,3,1,4,25,24,35,12,48,40,40,15,10,8,46,9,9,.222,.222,.222,0.4,.195,.444,.400,-0.10,0,-0.3,-0.8,0.0,-1.0,-1.0,0,0,211.2,53,2.25,2.44,3.0,7.0,7.0,2.25
2B,30,Bobby Rangel,,San Diego,MLB,MLB,04/21/2011,23,DOM,6' 1',185 lbs,Right,Right,4.0 Stars,5.0 Stars,81,75,73,62,77,77,86,97,83,81,88,98,73,76,70,58,74,69,52,5,Line Drive,Normal,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,4,1,1,1,52,56,49,48,48,34,64,76,51,62,78,712,602,.302,.403,.487,125.5,.384,.890,.334,3.29,126,5.7,46.6,-1.5,0.3,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Wessley Roberson,,Minnesota,MLB,MLB,02/28/2008,26,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.5 Stars,80,60,63,50,68,93,72,91,67,52,76,100,57,74,62,50,65,90,61,51,Line Drive,Spray,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,5,14,1,1,1,24,31,38,23,83,87,63,85,79,83,99,433,377,.249,.339,.419,56.8,.331,.759,.256,0.65,58,3.9,8.8,3.1,1.4,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,16,Melvin Rodriguez,,New York,MLB,MLB,10/17/2010,23,DOM,6' 4',205 lbs,Left,Right,4.0 Stars,4.0 Stars,99,86,53,48,81,100,58,55,44,35,56,52,96,100,57,53,91,100,46,7,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,1,3,2,20,23,47,12,52,71,46,54,47,42,70,681,590,.317,.405,.525,124.6,.395,.931,.329,2.00,126,5.6,49.9,-3.0,1.0,-2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,18,Hector Roa,,Pittsburgh,MLB,MLB,04/11/2009,25,DOM,6' 5',200 lbs,Right,Right,4.0 Stars,4.5 Stars,87,75,89,58,51,86,89,100,100,81,65,100,71,81,83,53,47,81,62,12,Line Drive,Pull,Normal,1,2,1,10,1,1,2,1,10,1,1,2,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,3,1,4,1,52,43,32,36,42,59,44,21,23,21,3,686,621,.324,.380,.535,122.8,.387,.915,.348,4.46,123,5.8,44.9,0.0,0.6,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,26,Pedro Lopez,,New York,MLB,MLB,02/03/2010,24,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,78,82,51,56,71,63,98,100,58,79,86,93,77,69,49,51,66,57,51,15,Line Drive,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,1,6,14,8,61,67,68,60,28,45,67,74,71,69,86,666,573,.297,.392,.447,106.5,.363,.839,.351,5.37,107,4.6,31.8,-1.1,2.8,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,52,Josh Price,,New York,MLB,MLB,08/11/2006,28,USA,6' 0',195 lbs,Left,Left,4.0 Stars,4.0 Stars,61,55,83,79,48,68,47,47,73,51,43,48,58,69,88,91,50,79,21,7,Line Drive,Normal,Spray,1,8,1,1,11,1,8,1,1,11,1,8,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,5,2,4,5,22,20,34,3,69,60,78,74,73,73,98,618,561,.278,.333,.515,99.1,.358,.848,.299,3.23,96,4.5,24.0,0.9,1.6,2.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,9,Marcos Villareal,,Los Angeles,MLB,MLB,08/19/2008,26,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,5.0 Stars,55,49,51,100,91,62,56,66,59,100,100,77,48,52,49,97,87,59,22,4,Line Drive,Pull,Normal,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,88-90,SIDE,GB'er,1,5,1,1,1,45,32,55,59,27,15,31,26,44,48,65,679,560,.255,.365,.484,101.9,.351,.849,.256,3.84,102,3.2,20.6,-2.3,-1.5,-3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,21,VEN,6' 1',205 lbs,Right,Right,4.0 Stars,5.0 Stars,69,66,49,88,73,66,76,88,53,100,98,88,62,62,48,79,65,60,24,11,Normal,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,1,2,4,1,49,41,64,17,38,35,54,17,15,11,17,681,578,.303,.404,.528,125.7,.390,.931,.341,4.54,124,4.6,35.4,-1.7,-3.0,-4.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,16,Tom Muske,,Houston,MLB,MLB,03/08/2009,25,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.5 Stars,1,3,1,12,25,1,6,3,1,16,32,1,2,1,1,11,23,1,86,3,Flyball,Normal,Normal,58,74,81,52,84,56,77,83,53,88,61,72,79,52,81,70,95,60,32,-,-,-,-,-,-,-,-,4,NEU,93-95,93-95,OTT,Normal,71,80,2,1,2,22,34,35,6,32,26,27,3,1,5,12,60,58,.052,.083,.052,0.3,.067,.135,.103,-0.96,-4,-1.1,-11.6,0.0,-0.8,-0.8,0,0,214.2,59,2.47,2.61,3.3,7.1,7.1,2.45
SS,31,Alex Harrington,,Kansas City,MLB,MLB,05/20/2007,27,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,60,67,55,52,46,52,73,67,57,55,48,58,65,58,54,51,46,51,62,42,Line Drive,Pull,Pull,1,1,1,48,1,1,1,1,46,1,1,1,1,50,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,4,1,1,1,92,94,76,83,54,47,50,73,62,79,100,655,599,.284,.342,.441,92.8,.339,.783,.349,1.86,92,5.8,14.4,-0.9,-0.6,-1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,11,Jose Prats,,Philadelphia,MLB,MLB,11/17/2012,21,VEN,6' 3',195 lbs,Left,Left,4.0 Stars,5.0 Stars,61,58,55,93,48,64,45,43,44,49,40,42,62,74,60,100,51,79,48,5,Line Drive,Pull,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,OTT,Normal,1,1,6,11,6,15,7,23,4,41,57,55,61,43,51,24,362,319,.307,.387,.658,79.8,.437,1.045,.287,2.79,79,4.0,37.6,-0.2,1.0,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,28,Craig Ago,,San Francisco,MLB,MLB,01/08/2011,23,USA,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,2,10,1,6,12,1,12,9,1,12,14,2,8,1,1,1,11,1,98,8,Flyball,Normal,Pull,58,79,100,59,86,58,76,100,59,83,58,81,100,59,90,56,100,-,-,33,-,-,-,-,35,-,-,4,NEU,91-93,91-93,3/4,Normal,37,85,4,2,1,31,13,55,5,51,38,55,19,1,2,2,12,11,.182,.250,.182,0.6,.204,.432,.500,-0.11,0,0.0,-0.9,0.0,0.0,0.0,0,0,196.1,51,2.34,2.80,4.0,5.4,7.2,2.97
CF,17,Jonah Foley,,Houston,MLB,MLB,10/14/2008,25,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,56,60,59,86,48,51,70,73,62,100,50,67,58,52,58,80,47,48,11,1,Line Drive,Normal,Normal,1,8,1,1,11,1,8,1,1,11,1,8,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,90-92,3/4,GB'er,1,2,1,1,1,14,11,24,6,74,62,59,73,78,85,97,638,572,.273,.342,.465,95.1,.340,.807,.322,1.44,90,3.1,17.3,3.4,1.9,5.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,9,Eric Prange,,Cleveland,MLB,MLB,05/08/2010,24,USA,6' 5',200 lbs,Left,Left,4.0 Stars,4.0 Stars,8,11,1,1,1,1,6,1,1,1,7,1,12,9,1,1,1,5,64,4,Normal,Normal,Normal,87,60,53,52,62,88,61,55,52,65,87,59,52,52,62,100,-,100,-,-,-,-,-,-,-,-,-,2,GB,95-97,95-97,3/4,Power,11,86,4,4,2,18,1,51,3,42,37,47,1,2,5,8,1,1,.000,.000,.000,0.0,.000,.000,.000,-0.23,0,0.0,-0.3,0.0,0.0,0.0,33,1,59.2,6,0.91,2.15,1.6,2.6,1.7,2.89
RF,2,Omar Rodriguez,,Seattle,MLB,MLB,10/10/2011,22,DOM,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,73,71,46,81,44,66,80,89,48,100,46,86,67,66,45,73,43,61,21,1,Normal,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,OTT,Normal,1,1,1,1,3,25,17,25,10,39,41,61,27,15,11,1,662,596,.297,.353,.513,103.3,.369,.867,.308,0.93,109,3.1,37.1,-2.2,-0.1,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,James Wood,,New York,MLB,MLB,09/17/2002,32,USA,6' 7',230 lbs,Left,Right,4.0 Stars,4.0 Stars,58,83,70,75,63,43,80,56,65,65,58,41,84,60,72,79,66,44,33,16,Line Drive,Ex. Pull,Pull,1,1,1,43,1,1,1,1,43,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,15,3,3,1,8,18,31,8,60,65,67,82,61,86,79,644,564,.261,.343,.488,99.8,.348,.831,.303,2.77,95,2.8,22.8,2.4,2.1,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,31,Roman Anthony,,San Francisco,MLB,MLB,05/13/2004,30,USA,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,59,57,87,52,91,60,51,47,78,47,79,44,59,65,90,55,95,70,35,32,Line Drive,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,29,42,29,30,75,72,61,77,63,87,88,618,528,.229,.337,.375,76.3,.315,.712,.262,0.88,75,3.1,7.1,5.1,0.4,5.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,12,Roberto Carrillo,,Pittsburgh,MLB,MLB,03/31/2008,26,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,80,74,51,70,52,74,100,100,61,100,63,98,66,70,48,56,49,67,21,10,Line Drive,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,88-90,SUB,Normal,1,1,1,2,2,53,52,73,44,28,33,47,25,7,1,31,694,632,.271,.331,.421,81.8,.325,.752,.297,-0.16,90,1.8,10.6,0.0,-6.4,-6.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
