POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
CF,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,25,USA,6' 4',200 lbs,Left,Right,5.0 Stars,5.0 Stars,72,58,98,63,94,82,50,51,76,47,83,54,61,81,100,73,98,94,16,6,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,2,10,7,11,27,10,40,14,69,42,41,57,46,56,62,640,540,.320,.420,.541,130.9,.410,.961,.347,4.14,126,6.6,49.4,-1.7,1.1,-0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,John Larson,,Milwaukee,MLB,MLB,07/24/2016,28,USA,5' 11',200 lbs,Right,Right,4.5 Stars,5.0 Stars,60,56,53,100,88,64,62,80,59,100,100,91,53,56,51,95,83,58,27,1,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,3/4,Normal,1,6,4,2,2,53,55,55,57,37,26,38,61,45,53,69,651,563,.259,.350,.538,108.4,.373,.888,.248,4.92,108,4.7,34.2,-0.3,-0.9,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,3,J.J. Garton,,St. Louis,MLB,MLB,05/09/2016,28,USA,6' 2',200 lbs,Right,Right,4.5 Stars,5.0 Stars,62,76,52,62,69,51,90,84,58,89,81,65,72,59,50,58,65,48,21,2,Line Drive,Normal,Spray,1,6,1,2,8,1,6,1,2,8,1,6,1,2,8,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,8,1,5,1,75,88,50,61,45,63,43,61,46,47,74,634,554,.280,.364,.486,96.3,.359,.850,.344,2.08,98,6.7,26.3,-2.8,0.1,-2.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Eric Palka,,Milwaukee,MLB,MLB,10/02/2019,24,USA,6' 1',200 lbs,Right,Right,4.5 Stars,4.5 Stars,76,70,66,70,60,73,81,95,77,95,80,98,66,69,63,63,56,65,61,2,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,1,4,4,19,17,40,9,68,61,67,59,36,49,33,638,561,.314,.386,.531,112.9,.390,.917,.322,2.24,115,5.6,42.3,-4.2,-2.9,-7.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,26,DOM,6' 2',205 lbs,Switch,Right,4.5 Stars,4.5 Stars,60,61,56,64,76,57,49,44,46,44,47,41,68,70,60,77,90,65,48,56,Flyball,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,SIDE,Normal,1,9,5,2,1,13,1,42,1,73,31,74,86,73,79,87,643,551,.287,.383,.474,112.8,.371,.856,.336,3.70,106,6.5,31.2,5.8,-0.1,5.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,30,USA,5' 11',200 lbs,Left,Right,4.5 Stars,4.5 Stars,79,69,96,48,56,80,49,46,74,33,37,44,80,95,100,54,66,100,38,12,Line Drive,Normal,Normal,1,6,1,10,5,1,6,1,10,5,1,6,1,10,5,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,20,10,42,16,82,57,74,83,71,72,100,638,555,.261,.351,.438,97.2,.342,.789,.285,3.28,90,7.8,17.6,8.2,4.0,12.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,46,Manuel Velez,,Memphis,MLB,MLB,11/06/2021,22,DOM,5' 10',180 lbs,Left,Left,4.5 Stars,5.0 Stars,85,70,76,66,66,89,54,53,57,46,52,53,77,95,83,79,73,100,51,4,Line Drive,Spray,Spray,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,1,2,3,1,16,9,32,3,50,66,47,40,37,39,41,588,539,.314,.369,.534,104.8,.386,.903,.316,2.69,104,3.5,40.1,-1.9,-3.0,-4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,32,Hugo Negron,,Cleveland,MLB,MLB,07/08/2012,32,DOM,6' 1',205 lbs,Right,Right,4.0 Stars,4.0 Stars,74,62,78,63,90,80,73,97,92,90,100,100,59,66,74,58,79,71,66,9,Line Drive,Normal,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,8,8,6,4,8,17,19,7,60,44,49,62,47,24,70,625,541,.266,.355,.440,84.5,.339,.795,.279,2.09,86,3.2,13.9,-2.4,-0.7,-3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Ed Burtner,,Atlanta,MLB,MLB,03/18/2019,25,USA,6' 0',195 lbs,Left,Left,4.0 Stars,5.0 Stars,50,48,80,65,94,52,44,43,72,50,62,44,49,52,83,73,100,57,30,3,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,3,1,1,1,21,23,46,4,67,58,58,46,43,44,76,593,479,.309,.435,.566,127.9,.425,1.001,.356,5.50,124,7.8,56.3,-1.1,2.7,1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,23,Tom O'Reilly,,Los Angeles,MLB,MLB,05/13/2011,33,USA,5' 10',190 lbs,Right,Right,4.0 Stars,4.0 Stars,55,46,53,90,52,69,49,61,59,100,64,80,45,53,51,81,49,66,23,3,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,SIDE,Normal,1,3,2,2,2,50,47,79,38,12,17,32,29,48,60,98,627,553,.288,.360,.573,115.6,.390,.934,.285,4.02,113,5.9,40.7,-0.4,-0.4,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,24,Josh Pryor,,New York,MLB,MLB,02/24/2010,34,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,87,78,52,45,57,83,98,100,61,60,69,100,72,79,50,42,53,77,35,3,Line Drive,Pull,Pull,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,SIDE,GB'er,1,1,3,6,12,57,68,73,66,35,15,40,57,31,23,76,628,567,.284,.342,.430,82.9,.332,.773,.311,0.29,84,3.1,10.5,-2.3,2.3,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Carlos Rivera,,Philadelphia,MLB,MLB,11/21/2011,32,VEN,6' 4',200 lbs,Left,Left,4.0 Stars,4.0 Stars,47,63,56,83,91,35,52,40,48,62,70,25,69,49,59,90,98,37,32,6,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,SIDE,Normal,1,3,4,3,3,10,10,27,3,64,54,72,55,46,43,95,598,511,.249,.355,.501,96.8,.362,.855,.336,1.82,94,4.6,24.9,-1.4,3.5,2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,12,Mike Ruffin,,Pittsburgh,MLB,MLB,02/24/2019,25,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,44,58,88,100,58,31,66,49,95,100,68,37,56,42,86,98,56,28,38,8,Line Drive,Pull,Normal,1,10,1,4,12,1,10,1,4,11,1,10,1,4,12,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,85-87,SIDE,GB'er,1,10,1,3,5,33,33,37,26,69,49,64,71,77,75,93,618,541,.253,.341,.567,108.1,.379,.909,.311,2.84,105,5.6,35.3,-0.3,1.7,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,8,Bronson Smith,,New York,MLB,MLB,03/26/2012,32,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,67,60,46,57,94,71,69,87,49,74,100,95,58,61,45,53,90,63,19,4,Line Drive,Pull,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,3/4,Normal,1,2,1,4,3,43,34,36,25,21,15,28,45,20,23,59,712,603,.279,.383,.479,117.4,.373,.863,.298,2.95,118,3.8,38.4,-2.8,-6.6,-9.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,4,Mike Tiensuu,,Texas,MLB,MLB,04/13/2020,24,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,56,62,63,66,53,50,67,61,65,77,58,54,61,55,62,63,51,49,34,9,Line Drive,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,5,10,11,9,28,27,67,14,75,68,76,86,71,74,83,632,569,.267,.332,.476,95.1,.345,.809,.328,2.82,91,5.4,18.1,4.7,3.7,8.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,41,Carlos Hernandez,,Tampa Bay,MLB,MLB,07/12/2018,26,COL,6' 5',205 lbs,Left,Right,4.0 Stars,4.5 Stars,62,56,57,56,56,68,49,49,50,45,45,50,58,68,60,60,60,77,89,64,Flyball,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,4,2,4,2,23,19,41,11,68,53,56,76,53,50,41,611,550,.295,.358,.505,104.8,.362,.864,.326,3.28,96,4.7,30.8,-0.5,-0.3,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,30,Bobby Rangel,,New York,MLB,MLB,04/21/2011,33,DOM,6' 1',195 lbs,Right,Right,4.0 Stars,4.0 Stars,61,66,67,46,94,55,75,76,76,51,100,67,63,58,64,44,90,52,49,1,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,4,1,1,1,59,68,59,59,32,21,48,78,52,67,90,692,592,.270,.370,.448,107.7,.355,.818,.326,3.77,105,5.0,24.6,2.8,1.7,4.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,38,Miguel Reyes,,Houston,MLB,MLB,04/25/2013,31,COL,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,72,61,42,57,50,78,70,94,45,76,55,100,59,64,41,52,49,68,27,11,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,2,12,13,10,57,68,56,53,41,38,37,23,8,4,17,647,596,.315,.366,.468,101.9,.358,.834,.362,3.83,99,4.2,26.0,-1.3,-0.5,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,6,Jose Suarez,,Washington,MLB,MLB,09/28/2015,28,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,82,71,72,47,46,82,59,58,51,34,39,57,76,90,81,51,49,93,53,4,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,15,15,33,3,75,64,61,82,78,81,87,606,545,.257,.327,.378,77.3,.306,.705,.280,1.12,67,3.5,-1.4,7.9,0.6,8.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Fernando Cova,,Miami,MLB,MLB,10/11/2019,24,DOM,6' 1',200 lbs,Left,Left,4.0 Stars,4.0 Stars,57,66,69,72,63,48,55,47,56,58,58,40,72,61,75,77,66,52,42,4,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,9,10,10,18,13,25,6,57,43,46,61,34,40,62,616,547,.271,.346,.517,101.2,.366,.863,.285,3.67,99,3.7,27.6,-1.7,-1.9,-3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,19,Rick Hall,,Baltimore,MLB,MLB,01/29/2013,31,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,82,70,97,37,40,83,77,93,100,43,43,98,69,78,95,35,39,78,58,1,Line Drive,Spray,Spray,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,4,1,2,18,18,17,12,74,89,56,80,57,71,100,629,576,.260,.316,.401,75.5,.309,.717,.287,-0.42,72,3.2,-0.6,5.1,-1.8,3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Carlos Median,,Colorado,MLB,MLB,12/13/2012,31,VEN,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,51,48,49,83,61,55,51,60,52,100,83,70,47,49,48,73,57,51,20,12,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,SIDE,Normal,1,1,2,4,1,50,42,64,16,30,28,44,23,22,16,35,653,577,.291,.366,.584,123.7,.396,.950,.297,2.52,121,5.0,36.4,-1.3,0.7,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,11,Ron Petrie,,Houston,MLB,MLB,12/06/2015,28,CAN,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,53,49,60,79,57,59,53,62,67,100,62,75,48,51,59,71,56,55,20,2,Flyball,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,86-88,SIDE,Normal,1,3,4,1,4,44,76,76,27,30,44,48,16,36,23,53,612,544,.283,.346,.524,99.3,.363,.870,.295,3.49,97,5.3,27.3,-2.4,0.8,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,14,Moises Reyes,,Texas,MLB,MLB,11/10/2011,32,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,73,61,68,57,55,80,69,91,77,70,60,100,59,67,65,53,53,73,41,8,Line Drive,Normal,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,OTT,Normal,1,4,3,1,4,6,5,10,1,48,69,55,51,17,11,55,621,551,.278,.353,.517,103.9,.368,.870,.284,2.61,101,2.7,29.3,-1.2,0.8,-0.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,19,Antero Ribafria,,Pittsburgh,MLB,MLB,06/27/2021,23,BRA,6' 2',190 lbs,Right,Right,4.0 Stars,4.0 Stars,78,76,51,35,57,70,84,91,59,42,86,86,73,73,50,32,51,65,54,6,Line Drive,Spray,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,1,3,2,76,65,63,47,48,49,55,61,45,50,73,414,363,.342,.418,.488,73.4,.393,.905,.395,0.93,75,5.2,28.4,-3.6,-0.1,-3.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,83,Lorenzo Garcia,,Atlanta,MLB,MLB,01/18/2012,32,DOM,6' 5',195 lbs,Left,Left,3.5 Stars,3.5 Stars,66,59,51,59,85,71,51,51,47,47,69,52,61,73,53,64,90,79,20,5,Line Drive,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,10,2,4,1,31,18,36,7,7,23,16,4,10,4,2,689,599,.272,.360,.437,98.6,.348,.797,.300,4.63,100,2.5,22.0,-1.4,-2.4,-3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,32,Matt Jablonsky,,Texas,MLB,MLB,09/20/2014,29,USA,6' 1',200 lbs,Right,Right,3.5 Stars,3.5 Stars,65,53,75,52,48,81,57,79,83,59,52,98,52,62,73,50,46,76,64,4,Line Drive,Normal,Normal,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,4,12,12,74,55,67,63,40,28,48,76,46,47,69,612,558,.258,.317,.435,76.7,.323,.752,.280,1.86,77,4.3,6.4,0.4,3.2,3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,8,Greg Mancillas,,Washington,MLB,MLB,10/20/2012,31,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,58,54,64,56,47,61,60,74,75,73,57,83,52,54,61,51,45,56,80,78,Line Drive,Pull,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,3,3,1,22,17,14,9,81,50,50,80,80,78,97,620,570,.302,.345,.467,98.5,.348,.812,.344,1.48,90,7.0,19.7,7.3,0.9,8.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,3,Jose Quijada,,Colorado,MLB,MLB,07/11/2020,24,VEN,6' 2',200 lbs,Left,Right,3.5 Stars,3.5 Stars,70,55,57,53,52,87,47,50,49,42,42,56,58,80,60,58,57,100,57,9,Normal,Pull,Normal,1,3,1,12,1,1,3,1,12,1,1,3,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,7,4,6,8,14,7,6,68,34,44,79,47,65,48,639,568,.299,.372,.479,109.2,.366,.851,.323,1.85,102,3.9,19.9,3.2,-3.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Juan Vazquez,,Cincinnati,MLB,MLB,10/21/2014,29,MEX,6' 2',200 lbs,Left,Left,3.5 Stars,4.0 Stars,83,69,53,54,52,86,62,68,50,48,49,70,72,87,54,56,53,91,56,7,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,1,1,19,12,35,4,55,55,73,26,18,22,67,633,564,.309,.368,.507,100.0,.370,.875,.314,0.72,104,4.0,22.4,-2.6,-1.5,-4.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
