POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
2B,35,Yandel Ricardo,,Kansas City,MLB,MLB,10/06/2006,22,DOM,6' 1',195 lbs,Switch,Right,4.5 Stars,5.0 Stars,63,63,72,72,66,60,70,73,93,83,87,67,61,61,65,69,61,58,65,45,Line Drive,Normal,Normal,1,1,1,40,1,1,1,1,39,1,1,1,1,42,1,10,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,87-89,87-89,3/4,Normal,8,5,2,-,3,74,69,76,63,67,54,69,65,65,69,84,653,567,.295,.380,.520,113.6,.373,.900,.348,2.58,109,5.8,31.2,-3.1,-1.1,-4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,29,James Wood,,Washington,MLB,MLB,09/17/2002,27,USA,6' 7',235 lbs,Left,Right,4.5 Stars,4.5 Stars,66,99,77,76,69,43,96,61,72,66,61,41,100,67,79,79,72,44,34,16,Line Drive,Ex. Pull,Pull,1,1,1,44,1,1,1,1,44,1,1,1,1,45,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,15,3,3,1,18,26,41,10,60,65,67,86,63,84,77,654,585,.292,.365,.535,113.9,.377,.900,.367,3.91,112,4.9,35.8,-1.0,3.1,2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,63,Justin Martinez,,Arizona,MLB,MLB,07/30/2001,28,DOM,6' 3',190 lbs,Right,Right,4.5 Stars,4.5 Stars,10,11,16,1,1,9,12,10,16,1,1,10,11,10,15,1,1,8,87,1,Normal,Normal,Normal,92,94,41,57,100,72,80,40,53,91,100,100,43,60,100,100,-,-,100,100,83,-,-,-,-,-,-,4,EX GB,99-101,99-101,3/4,Power,18,46,2,2,1,37,48,60,25,6,7,19,18,2,21,29,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,38,8,60.1,21,3.13,3.34,-0.3,1.2,0.6,3.47
RF,13,Ronald Acuna Jr.,,Atlanta,MLB,MLB,12/18/1997,31,VEN,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,66,63,51,68,85,62,66,70,53,74,88,68,62,64,51,66,84,61,60,57,Groundball,Spray,Spray,1,1,1,53,1,1,1,1,53,1,1,1,1,53,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,90-92,90-92,OTT,Normal,1,-,1,1,1,18,17,48,9,51,52,77,55,66,90,100,703,602,.312,.410,.548,143.0,.399,.958,.334,6.30,133,6.7,51.3,4.2,2.1,6.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,17,Cam Collier,,Cincinnati,MLB,MLB,11/20/2004,24,USA,6' 1',230 lbs,Left,Right,4.0 Stars,4.5 Stars,60,65,52,88,57,55,77,51,46,62,47,37,62,65,55,97,60,64,28,10,Line Drive,Ex. Pull,Pull,1,1,1,47,1,1,1,1,47,1,1,1,1,46,1,25,-,1,-,-,-,-,-,-,-,-,-,2,FB,92-94,92-94,3/4,Normal,51,33,1,1,2,44,58,78,40,47,52,75,73,18,25,85,677,606,.327,.383,.629,148.7,.417,1.011,.352,6.76,138,6.4,49.2,-2.8,0.7,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,3,Dylan Crews,,Washington,MLB,MLB,02/26/2002,27,USA,5' 11',200 lbs,Right,Right,4.0 Stars,4.5 Stars,70,67,66,73,57,66,69,74,68,78,60,70,66,69,65,71,56,64,66,49,Line Drive,Pull,Pull,1,1,1,36,1,1,1,1,34,1,1,1,1,37,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,3,3,2,27,40,51,8,64,62,51,90,84,89,64,697,603,.294,.380,.562,134.3,.395,.942,.321,4.69,129,6.4,48.2,1.3,1.9,3.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,13,Roman Anthony,,Boston,MLB,MLB,05/13/2004,25,USA,6' 2',200 lbs,Left,Right,4.0 Stars,4.5 Stars,72,69,90,59,86,66,60,53,81,51,76,47,73,81,93,62,90,78,31,31,Line Drive,Pull,Pull,1,1,1,46,1,1,1,1,44,1,1,1,1,47,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,37,49,36,37,75,72,61,65,58,80,70,673,570,.274,.379,.425,98.5,.346,.803,.322,2.24,98,3.6,13.9,-1.3,1.9,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,36,Wyatt Langford,,Texas,MLB,MLB,11/15/2001,27,USA,6' 1',215 lbs,Right,Right,4.0 Stars,5.0 Stars,70,62,70,69,53,74,65,79,74,77,57,83,61,68,69,66,52,70,37,18,Line Drive,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,8,20,28,28,47,24,38,45,22,63,63,64,100,68,92,80,657,593,.273,.329,.504,96.0,.349,.833,.280,3.67,97,4.2,20.2,0.3,0.5,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,76,Jeferson Quero,,Milwaukee,MLB,MLB,10/08/2002,26,VEN,5' 10',210 lbs,Right,Right,4.0 Stars,4.5 Stars,55,40,43,63,58,84,40,57,46,77,68,91,40,55,42,60,55,81,50,40,Normal,Normal,Normal,1,1,1,43,1,1,1,1,41,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,-,80,75,73,14,19,38,10,14,16,29,41,13,90,46,543,476,.237,.326,.408,64.1,.321,.734,.251,-1.23,68,4.1,5.0,-0.1,-3.5,-3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Juan Soto,,New York,MLB,MLB,10/25/1998,30,DOM,6' 1',195 lbs,Left,Left,4.0 Stars,4.0 Stars,56,51,47,69,100,61,49,51,45,60,100,56,51,58,47,72,100,64,55,52,Flyball,Normal,Normal,1,1,1,51,1,1,1,1,51,1,1,1,1,51,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,-,-,3/4,Normal,1,-,1,1,1,28,31,46,18,52,59,78,48,27,69,51,699,545,.281,.433,.468,126.1,.387,.901,.317,4.88,125,5.8,45.3,0.7,-3.0,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,31,Riley Greene,,Detroit,MLB,MLB,09/28/2000,29,USA,6' 3',200 lbs,Left,Left,4.0 Stars,4.0 Stars,73,86,62,58,63,55,80,65,59,53,58,51,88,76,63,60,66,57,47,53,Line Drive,Pull,Pull,1,1,1,38,1,1,1,1,40,1,1,1,1,36,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83,80-83,3/4,Normal,1,-,1,1,4,17,22,36,16,68,68,51,74,26,77,82,652,577,.276,.353,.459,96.8,.346,.812,.327,1.38,95,3.5,20.1,-0.6,0.6,-0.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,13,Junior Caminero,,Tampa Bay,MLB,MLB,07/05/2003,26,DOM,6' 1',210 lbs,Right,Right,4.0 Stars,4.0 Stars,69,57,49,76,47,80,58,73,49,81,48,85,57,68,48,74,47,79,54,30,Normal,Normal,Normal,1,1,1,48,1,1,1,1,47,1,1,1,1,49,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,5,1,1,1,1,57,57,60,53,50,47,46,49,21,71,79,686,610,.307,.369,.559,122.3,.387,.928,.319,4.04,123,5.5,47.9,-3.9,-0.7,-4.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,12,Roberto Carrillo,,Pittsburgh,MLB,MLB,03/31/2008,21,DOM,6' 1',195 lbs,Right,Right,4.0 Stars,4.0 Stars,83,84,55,61,47,70,100,100,69,100,56,93,76,73,51,51,45,62,25,10,Normal,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,88-90,SUB,Normal,1,1,1,2,2,48,48,70,41,31,35,50,20,7,2,27,697,627,.324,.392,.512,120.1,.385,.904,.369,4.01,123,5.7,42.6,0.0,1.8,1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,44,Bryan Ramos,,Chicago,MLB,MLB,03/12/2002,27,CUB,6' 2',210 lbs,Right,Right,4.0 Stars,4.5 Stars,63,46,55,83,52,94,47,70,57,93,57,100,46,61,54,79,51,91,57,29,Line Drive,Pull,Pull,1,1,1,42,1,1,1,1,41,1,1,1,1,43,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,1,-,1,1,1,47,56,64,39,39,39,47,88,39,67,70,685,607,.293,.368,.552,121.5,.378,.920,.281,2.89,118,4.9,34.7,-0.6,-1.0,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,7,Angel Genao,,Cleveland,MLB,MLB,05/19/2004,25,DOM,6' 0',185 lbs,Switch,Right,4.0 Stars,4.0 Stars,79,67,61,48,46,81,62,74,59,77,40,80,69,80,61,43,48,81,56,33,Line Drive,Normal,Normal,1,1,1,39,1,1,1,1,37,1,1,1,1,40,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,75-80,75-80,3/4,Normal,3,3,2,2,1,72,72,64,66,66,59,58,72,60,85,82,659,598,.319,.375,.508,114.9,.372,.883,.354,4.30,110,6.0,31.7,-0.4,1.4,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,2,Gunnar Henderson,,Baltimore,MLB,MLB,06/29/2001,28,USA,6' 3',215 lbs,Left,Right,4.0 Stars,4.5 Stars,57,60,58,67,75,53,58,53,55,60,69,50,61,59,59,70,77,55,59,30,Line Drive,Pull,Pull,1,1,1,39,1,1,1,1,38,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,3/4,Normal,1,-,1,1,2,71,64,69,67,52,52,56,86,60,86,83,658,567,.254,.351,.436,96.3,.338,.787,.295,1.86,92,4.8,14.3,3.8,1.1,4.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,49,Ethan Hendricks,,Cincinnati,MLB,MLB,06/08/2005,24,USA,6' 1',185 lbs,Left,Right,4.0 Stars,5.0 Stars,12,19,1,1,15,3,17,11,1,1,13,1,20,13,1,1,16,6,78,14,Normal,Normal,Pull,57,81,48,62,88,52,77,47,60,83,60,85,48,64,93,100,93,-,46,57,-,-,-,-,-,-,-,4,GB,97-99,97-99,OTT,Power,66,40,4,1,5,23,21,52,17,31,44,40,1,4,2,3,7,7,.286,.286,.286,0.6,.252,.571,1.000,0.00,0,0.0,-0.4,0.0,0.0,0.0,0,0,197.2,68,3.10,3.67,1.0,4.7,6.1,3.59
SP,80,Kumar Rocker,,Texas,MLB,MLB,11/22/1999,29,USA,6' 5',230 lbs,Right,Right,4.0 Stars,4.0 Stars,1,4,10,1,1,1,5,1,10,2,1,1,4,1,10,1,1,1,52,41,Flyball,Pull,Pull,61,58,80,59,58,61,58,79,59,58,60,58,81,59,58,100,48,100,-,66,-,-,-,-,-,-,-,4,NEU,98-100,99-101,OTT,Power,40,55,1,1,4,23,45,61,32,3,3,3,26,19,13,46,54,54,.111,.111,.111,0.7,.098,.222,.240,-0.87,-3,-0.6,-9.4,0.0,0.0,0.0,0,0,198.0,86,3.91,3.68,0.8,3.8,3.9,2.74
CL,22,Zach Showalter,,St. Louis,MLB,MLB,01/23/2004,25,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,17,14,25,11,21,23,15,18,26,11,22,24,14,17,25,11,21,23,48,41,Normal,Normal,Normal,100,58,47,57,58,90,53,46,54,52,100,62,48,59,63,91,93,-,100,-,-,-,-,-,-,-,-,3,NEU,93-95,93-95,3/4,Normal,17,26,1,1,1,48,38,36,48,65,62,50,73,64,70,76,1,1,1.000,1.000,1.000,1.0,.882,2.000,1.000,0.01,0,0.0,0.5,0.0,0.0,0.0,39,5,66.1,17,2.31,2.38,4.9,2.9,1.6,2.27
SS,7,Cole Young,,Seattle,MLB,MLB,07/29/2003,26,USA,5' 10',185 lbs,Left,Right,4.0 Stars,4.0 Stars,65,52,59,44,77,82,48,53,55,37,68,60,54,71,61,46,80,90,58,37,Normal,Normal,Normal,1,1,1,39,1,1,1,1,38,1,1,1,1,39,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,9,10,1,1,1,79,81,62,76,65,57,42,73,60,83,87,576,491,.275,.377,.432,89.6,.345,.809,.302,1.85,83,5.3,19.8,1.6,1.2,2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SP,18,Shane McClanahan,,Boston,MLB,MLB,04/28/1997,32,USA,6' 1',200 lbs,Left,Left,3.5 Stars,3.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,29,12,Normal,Normal,Normal,56,60,73,57,61,60,62,77,58,65,55,58,72,56,59,100,61,91,70,-,-,-,-,-,-,-,-,4,EX GB,97-99,97-99,3/4,Power,61,77,1,1,3,40,14,39,3,23,3,6,20,17,12,31,50,49,.082,.100,.082,0.6,.084,.182,.211,-1.01,-3,-0.6,-9.6,0.0,-0.1,-0.1,0,0,194.0,80,3.71,4.04,0.0,2.9,4.2,2.93
1B,18,Luke Adams,,Milwaukee,MLB,MLB,04/24/2004,25,USA,6' 4',210 lbs,Right,Right,3.5 Stars,3.5 Stars,46,46,54,69,84,47,50,58,50,63,100,68,45,43,55,71,80,42,39,46,Normal,Pull,Pull,1,1,1,44,1,1,1,1,43,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,3/4,Normal,1,1,1,1,1,44,56,64,35,45,40,50,75,70,82,75,728,598,.226,.356,.408,94.5,.328,.764,.276,3.78,95,2.7,10.9,0.6,-1.6,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,28,Kristian Campbell,,Boston,MLB,MLB,06/28/2002,27,USA,6' 3',200 lbs,Right,Right,3.5 Stars,3.5 Stars,60,59,61,62,54,60,60,63,62,66,57,63,58,59,60,61,53,59,58,42,Normal,Normal,Normal,1,1,1,42,1,1,1,1,40,1,1,1,1,44,1,1,-,-,-,-,-,-,-,-,-,-,-,1,FB,75-80,75-80,3/4,Normal,2,19,3,3,2,56,55,54,49,57,54,49,72,62,81,78,691,615,.283,.355,.488,108.8,.359,.842,.330,3.52,108,3.7,21.8,-0.2,-0.0,-0.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,16,Matt Jachec,,Cleveland,MLB,MLB,07/25/2001,28,USA,6' 0',200 lbs,Right,Right,3.5 Stars,3.5 Stars,12,1,1,1,1,21,1,12,1,1,1,21,1,12,1,1,1,21,46,30,Normal,Spray,Pull,75,59,63,55,60,60,51,60,51,51,88,66,67,59,69,72,-,-,72,-,-,-,-,-,-,-,-,2,NEU,92-94,92-94,3/4,Normal,36,43,1,1,1,25,24,51,19,34,18,26,20,21,15,38,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,46,5,66.0,18,2.45,2.85,4.0,2.1,1.9,3.27
SP,21,Jackson Jobe,,Detroit,MLB,MLB,07/30/2002,27,USA,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,9,4,1,1,2,11,5,10,1,1,5,12,3,9,1,1,1,11,54,11,Normal,Normal,Normal,50,59,79,63,58,48,53,77,61,51,53,63,81,67,63,95,50,-,72,-,-,46,-,-,-,-,-,4,EX FB,97-99,97-99,3/4,Power,52,42,2,2,1,30,13,39,19,10,12,18,35,22,30,50,56,55,.109,.107,.127,0.9,.101,.234,.176,-0.97,-2,-1.0,-9.4,0.0,-1.1,-1.1,0,0,200.1,68,3.05,3.14,2.3,4.9,5.8,2.84
3B,16,Coby Mayo,,Baltimore,MLB,MLB,12/10/2001,27,USA,6' 5',225 lbs,Right,Right,3.5 Stars,4.0 Stars,51,56,82,70,76,47,58,53,85,74,79,49,56,50,81,68,75,47,52,25,Line Drive,Pull,Pull,1,1,1,39,1,1,1,1,38,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,3/4,Normal,1,-,1,1,1,42,49,92,32,36,44,80,73,23,72,75,669,569,.255,.360,.511,111.8,.366,.872,.293,3.07,108,5.0,29.7,0.9,0.5,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,25,Curtis Mead,,Seattle,MLB,MLB,10/26/2000,28,AUS,6' 2',195 lbs,Right,Right,3.5 Stars,4.0 Stars,81,62,74,48,58,92,64,86,77,49,61,98,61,80,73,48,58,90,35,24,Line Drive,Normal,Normal,1,1,1,41,1,1,1,1,40,1,1,1,1,41,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,75-80,75-80,OTT,Normal,10,-,1,1,2,45,42,41,44,44,42,37,58,34,72,72,670,590,.263,.349,.419,89.1,.333,.768,.294,0.84,90,2.7,16.4,-1.4,0.2,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CL,48,Gregory Santos,,Seattle,MLB,MLB,08/28/1999,30,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,13,1,1,1,1,1,13,1,1,1,1,1,13,1,1,1,50,37,Normal,Normal,Normal,59,69,70,44,87,46,51,61,36,62,79,89,79,50,100,-,-,-,100,74,-,-,-,-,-,-,-,2,NEU,95-97,95-97,3/4,Normal,19,49,1,1,1,28,49,44,31,3,3,3,16,14,10,26,0,0,.000,.000,.000,0.0,.000,.000,.000,0.00,0,0.0,-0.0,0.0,0.0,0.0,48,4,70.1,19,2.43,2.60,4.4,2.4,1.7,2.95
C,16,Will Smith,,Los Angeles,MLB,MLB,03/28/1995,34,USA,5' 10',195 lbs,Right,Right,3.5 Stars,3.5 Stars,50,44,46,58,79,59,45,53,47,63,88,65,44,49,46,56,74,57,48,54,Flyball,Spray,Spray,1,1,1,26,1,1,1,1,26,1,1,1,1,26,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,3,-,57,57,79,42,37,60,41,40,41,56,50,5,16,76,491,419,.286,.383,.508,85.8,.381,.891,.308,2.73,85,5.0,28.0,-1.6,1.5,-0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,16,Ezequiel Tovar,,Colorado,MLB,MLB,08/01/2001,28,VEN,6' 0',180 lbs,Right,Right,3.5 Stars,4.0 Stars,55,76,97,58,41,42,80,58,100,63,41,44,74,55,95,57,40,42,57,43,Line Drive,Pull,Pull,1,1,1,45,1,1,1,1,45,1,1,1,1,46,1,1,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,-,-,OTT,Normal,-,-,-,-,-,88,69,78,83,50,63,63,73,42,77,86,645,594,.293,.346,.476,98.4,.353,.822,.363,3.02,97,6.0,12.5,2.5,0.8,3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
