POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,56,Bruce Valencia,,St. Louis,MLB,MLB,06/02/2026,21,VEN,6' 2',195 lbs,Right,Right,4.5 Stars,5.0 Stars,65,63,54,90,79,62,74,87,57,100,91,87,61,60,53,85,74,57,28,4,Line Drive,Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,1,3,1,2,28,24,13,21,59,40,30,76,56,66,72,618,513,.285,.400,.567,124.3,.405,.967,.302,5.28,119,5.4,48.3,0.6,1.0,1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,28,USA,6' 4',200 lbs,Left,Right,4.5 Stars,4.5 Stars,72,57,98,64,84,86,49,51,76,47,73,56,60,82,100,74,87,98,15,4,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,2,10,7,11,23,6,33,7,70,43,42,67,49,59,75,625,541,.299,.381,.532,115.3,.382,.913,.307,2.05,109,5.3,33.8,-1.5,2.7,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,25,USA,6' 2',185 lbs,Right,Right,4.5 Stars,4.5 Stars,59,52,53,75,66,67,58,78,59,100,77,95,51,55,51,66,62,60,47,41,Flyball,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,3,3,1,2,72,72,30,53,33,37,46,87,61,70,88,618,541,.259,.348,.486,98.0,.355,.834,.278,1.67,94,6.4,23.0,3.5,0.7,4.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Bill Luna,,Baltimore,MLB,MLB,01/14/2021,26,DOM,5' 11',190 lbs,Right,Right,4.5 Stars,4.5 Stars,70,63,61,51,49,70,74,91,72,65,54,97,61,63,59,49,48,62,54,1,Line Drive,Ex. Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,4,73,70,41,16,14,49,9,9,24,44,20,21,20,49,506,458,.247,.308,.376,52.1,.295,.684,.272,-0.54,52,2.0,-6.6,-1.3,0.1,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Alejandro Nava,,Cincinnati,MLB,MLB,08/22/2019,28,VEN,6' 4',200 lbs,Right,Right,4.5 Stars,5.0 Stars,76,66,57,51,89,77,74,91,61,60,98,97,63,70,56,49,85,70,24,14,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,2,2,3,1,76,50,41,55,25,30,55,78,50,71,72,647,549,.288,.388,.505,117.0,.382,.892,.298,5.02,112,6.3,28.8,3.7,0.2,3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,29,DOM,6' 2',200 lbs,Switch,Right,4.5 Stars,4.5 Stars,53,52,51,69,80,55,44,42,43,45,48,40,56,59,55,81,95,61,50,58,Normal,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,SIDE,Normal,1,9,5,2,1,9,1,38,1,74,31,74,92,80,81,93,658,578,.299,.378,.533,133.5,.387,.911,.331,6.48,117,7.9,40.0,11.3,2.5,13.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,7,Tom Heyer,,Los Angeles,MLB,MLB,08/31/2021,26,USA,6' 1',200 lbs,Left,Right,4.0 Stars,5.0 Stars,62,73,79,80,80,51,58,48,61,62,61,42,79,69,84,86,86,56,43,7,Line Drive,Normal,Normal,1,3,1,13,1,1,2,1,13,1,1,3,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,5,1,1,1,58,60,73,38,34,33,54,38,12,3,1,585,525,.286,.350,.545,102.7,.371,.895,.327,1.61,96,5.0,28.6,-1.0,-2.7,-3.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,33,USA,5' 11',200 lbs,Left,Right,4.0 Stars,4.0 Stars,70,64,86,44,57,69,47,44,66,29,37,41,74,86,93,49,67,87,38,12,Line Drive,Normal,Normal,1,9,1,6,10,1,9,1,6,10,1,9,1,6,10,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,80-83,80-83,3/4,GB'er,1,1,5,10,9,17,7,40,11,77,57,74,74,72,70,100,641,573,.314,.384,.503,118.6,.377,.886,.360,3.39,109,6.8,35.4,3.1,2.6,5.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Alex Zarco,,Detroit,MLB,MLB,09/16/2021,25,DOM,6' 2',195 lbs,Left,Right,4.0 Stars,4.0 Stars,73,72,84,50,50,66,51,47,57,37,37,43,81,87,94,58,57,82,60,9,Line Drive,Normal,Pull,1,12,1,10,12,1,12,1,10,12,1,12,1,10,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,9,1,3,2,27,23,23,18,72,71,53,77,54,77,81,626,555,.292,.364,.468,103.0,.356,.833,.321,3.07,96,5.4,25.0,5.3,3.5,8.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,83,Lorenzo Garcia,,Atlanta,MLB,MLB,01/18/2012,35,DOM,6' 5',200 lbs,Left,Left,4.0 Stars,4.0 Stars,60,69,61,81,67,52,58,49,53,57,57,43,74,66,65,91,73,56,19,3,Line Drive,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,10,2,4,1,30,16,35,5,7,23,15,1,6,5,4,632,526,.300,.403,.549,121.6,.402,.953,.326,5.83,120,5.4,47.7,-2.0,1.1,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,13,Jonathan Kelly,,Indianapolis,MLB,MLB,11/30/2019,27,USA,6' 1',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,64,61,54,59,50,62,51,48,47,44,44,46,67,74,57,66,52,73,90,4,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,2,1,2,72,57,48,54,59,41,44,61,30,18,73,607,541,.311,.376,.560,112.2,.390,.936,.333,2.63,109,8.2,46.1,-2.6,3.0,0.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,44,David Rebollar,,Detroit,MLB,MLB,04/20/2018,29,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.5 Stars,81,73,60,51,78,77,84,100,69,62,100,100,69,73,58,48,69,68,47,7,Line Drive,Normal,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,8,5,12,56,58,73,34,32,18,36,47,29,42,77,627,555,.303,.383,.499,108.7,.377,.882,.332,2.18,106,6.3,35.7,-2.1,0.5,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,43,B.J. Carrillo,,Cleveland,MLB,MLB,05/24/2020,27,USA,6' 6',205 lbs,Left,Left,4.0 Stars,4.0 Stars,62,64,59,71,46,58,49,44,46,43,33,40,74,76,65,86,51,69,28,5,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,1,1,2,2,41,32,9,8,21,32,19,41,35,32,55,575,522,.280,.337,.527,90.3,.358,.864,.293,4.72,89,2.7,21.5,-3.3,-1.7,-5.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,55,Mark Fulgham,,New York,MLB,MLB,11/27/2022,24,USA,6' 6',205 lbs,Left,Left,4.0 Stars,4.0 Stars,56,58,59,80,55,54,45,40,46,44,43,37,63,65,67,98,59,62,29,14,Normal,Pull,Normal,1,4,1,16,1,1,5,1,16,1,1,4,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,8,1,1,2,39,26,14,3,76,35,39,51,32,51,37,607,540,.287,.357,.515,94.6,.368,.872,.311,2.21,98,4.7,27.4,-2.5,-4.1,-6.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,5,João Prudente,,Los Angeles,MLB,MLB,12/11/2017,29,VEN,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,49,65,51,97,56,38,50,40,43,53,40,26,73,53,54,100,62,41,34,5,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,2,2,2,18,13,26,4,68,26,30,84,65,78,97,639,574,.247,.324,.517,103.2,.357,.841,.295,2.90,98,3.9,24.3,6.5,-0.2,6.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,52,Jose Suarez,,Atlanta,MLB,MLB,09/28/2015,31,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,81,71,74,44,48,80,58,57,53,32,40,56,76,88,83,48,51,90,54,6,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,9,10,30,3,75,64,61,82,78,85,100,640,586,.319,.375,.483,115.0,.366,.858,.344,4.58,103,7.0,29.6,7.9,1.9,9.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,16,Francisco Vargas,,Los Angeles,MLB,MLB,05/16/2013,34,DOM,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,70,61,58,61,81,74,77,100,72,100,100,100,57,59,54,53,73,60,27,5,Line Drive,Normal,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,3,1,1,1,4,36,71,55,45,38,39,39,48,19,38,32,662,571,.270,.360,.433,92.1,.340,.792,.300,1.50,92,2.2,15.9,-4.1,-3.1,-7.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Ed Burtner,,Atlanta,MLB,MLB,03/18/2019,28,USA,6' 0',200 lbs,Left,Left,4.0 Stars,4.5 Stars,52,52,86,64,94,53,47,45,77,49,62,44,55,56,88,73,100,57,25,3,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,3,1,1,1,17,19,41,4,67,58,58,52,42,51,84,626,505,.259,.396,.459,101.3,.368,.856,.296,3.64,102,4.7,30.0,-2.0,0.1,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,6,David Chavez,,Philadelphia,MLB,MLB,01/29/2024,23,DOM,6' 0',185 lbs,Switch,Right,4.0 Stars,4.0 Stars,67,79,80,47,29,54,56,47,67,36,23,39,87,79,86,51,31,61,53,4,Line Drive,Spray,Spray,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,OTT,Normal,1,3,2,3,4,69,68,66,75,40,43,38,100,85,73,100,583,539,.291,.336,.521,97.5,.358,.858,.321,0.64,90,6.1,22.5,2.5,1.6,4.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Fernando Cova,,Miami,MLB,MLB,10/11/2019,27,DOM,6' 1',200 lbs,Left,Left,4.0 Stars,4.0 Stars,58,61,61,73,63,52,52,46,52,59,58,42,66,62,66,79,66,57,39,2,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,9,10,10,18,12,24,6,56,43,46,65,37,45,76,640,553,.271,.370,.519,106.7,.376,.889,.295,2.27,108,4.8,33.6,-0.6,1.7,1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,30,Manny Guerrero,,Chicago,MLB,MLB,06/03/2022,25,PUR,6' 6',200 lbs,Right,Right,4.0 Stars,4.0 Stars,78,64,67,57,53,84,75,98,79,75,59,100,61,70,63,52,51,75,60,10,Line Drive,Spray,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,5,3,4,1,21,15,35,10,49,40,56,74,62,70,79,646,569,.297,.375,.504,113.7,.374,.879,.312,2.37,108,4.4,30.6,5.0,0.6,5.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,14,Jesus Maldonado,,San Diego,MLB,MLB,02/03/2023,24,DOM,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,69,60,53,79,49,73,74,99,61,100,66,100,57,60,50,65,45,61,17,8,Normal,Ex. Pull,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,7,13,6,37,31,31,31,24,24,18,1,7,4,4,658,576,.299,.377,.524,114.4,.380,.901,.313,3.12,113,4.0,40.0,-1.1,-5.6,-6.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,49,Gilberto Bonilla,,Detroit,MLB,MLB,03/07/2023,24,DOM,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,49,69,74,100,57,36,50,39,52,52,39,23,78,53,84,100,67,39,39,7,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,11,11,6,56,40,55,5,44,58,73,23,10,2,11,592,522,.262,.338,.548,97.1,.371,.886,.315,2.92,98,2.9,30.8,0.0,-2.9,-2.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,10,Juan Perez,,Baltimore,MLB,MLB,12/21/2018,28,DOM,6' 4',200 lbs,Right,Right,4.0 Stars,4.5 Stars,47,48,51,93,62,46,52,52,57,100,84,54,47,45,50,89,57,44,37,1,Line Drive,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,3,3,5,2,27,22,20,16,66,70,59,39,28,39,18,633,553,.241,.329,.499,92.4,.351,.828,.270,2.54,94,2.6,20.7,-1.3,-3.3,-4.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,4,Mike Fernandez,,Los Angeles,MLB,MLB,09/08/2023,24,DOM,6' 1',190 lbs,Left,Right,4.0 Stars,4.0 Stars,59,54,51,51,41,65,48,48,46,42,38,49,57,65,53,55,42,73,18,8,Normal,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,3,3,2,4,85,62,71,75,72,45,53,60,44,73,55,619,569,.313,.362,.540,113.0,.381,.901,.330,3.62,107,7.2,33.0,1.9,-0.5,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,Fernando Galiano,,San Francisco,MLB,MLB,10/03/2025,21,VEN,6' 2',200 lbs,Left,Left,4.0 Stars,5.0 Stars,54,53,67,86,68,55,47,45,55,57,56,44,56,58,73,97,74,60,38,2,Line Drive,Spray,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,11,9,9,56,50,37,4,46,54,56,33,22,12,5,428,384,.276,.343,.469,64.2,.345,.812,.318,1.72,61,1.4,14.6,-0.7,-5.3,-6.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Sandy Gusman,,San Diego,MLB,MLB,06/08/2023,24,VEN,6' 6',200 lbs,Left,Left,4.0 Stars,4.0 Stars,43,51,58,100,67,36,44,37,48,59,46,25,55,45,62,100,80,38,49,7,Flyball,Pull,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,1,4,2,12,4,42,1,46,48,38,33,29,19,44,612,534,.262,.350,.594,112.7,.386,.943,.306,4.19,108,4.4,40.2,-1.4,-0.0,-1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,4,Mike Tiensuu,,Texas,MLB,MLB,04/13/2020,27,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,55,59,74,60,54,51,62,60,77,69,59,56,58,53,73,59,52,49,34,11,Line Drive,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,7,10,11,9,25,22,61,11,75,68,76,90,71,75,94,640,553,.257,.355,.438,92.7,.342,.792,.320,1.74,90,5.1,16.1,2.1,2.2,4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,15,Sandy Garcia,,Jacksonville,MLB,MLB,11/24/2023,23,VEN,6' 5',215 lbs,Right,Left,4.0 Stars,4.0 Stars,49,60,61,100,58,41,73,60,74,100,69,49,57,47,58,97,56,39,39,2,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,1,1,5,1,22,24,33,10,39,46,34,22,35,44,67,686,601,.246,.337,.484,101.0,.344,.821,.303,1.67,98,3.4,28.8,-1.4,0.4,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Juan Hernandez,,Cincinnati,MLB,MLB,10/03/2025,21,DOM,6' 1',195 lbs,Switch,Right,4.0 Stars,4.0 Stars,80,81,61,50,54,67,89,92,67,56,62,83,78,75,60,48,51,62,83,2,Line Drive,Ex. Pull,Pull,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,70,54,29,46,49,45,40,34,22,29,43,658,583,.302,.375,.497,110.5,.371,.873,.349,3.26,108,3.1,23.4,-2.6,-3.8,-6.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
