POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
RF,17,Ryan Goodman,,Miami,MLB,MLB,11/29/2023,24,USA,6' 2',200 lbs,Right,Left,4.5 Stars,4.5 Stars,86,73,61,90,61,88,95,100,79,100,100,100,66,77,57,71,52,80,26,5,Line Drive,Spray,Spray,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,SIDE,Normal,1,1,3,2,1,37,34,28,4,52,41,59,39,20,37,4,641,568,.282,.356,.511,101.3,.360,.866,.277,1.86,101,3.5,25.0,-1.5,-1.3,-2.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,7,Tom Heyer,,Los Angeles,MLB,MLB,08/31/2021,27,USA,6' 1',200 lbs,Left,Right,4.5 Stars,5.0 Stars,62,67,84,79,81,56,55,48,65,62,62,44,73,71,91,86,87,61,45,7,Line Drive,Normal,Normal,1,3,1,13,1,1,2,1,13,1,1,3,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,5,1,1,1,58,60,73,38,34,32,53,40,13,5,3,615,533,.263,.353,.495,94.8,.358,.848,.292,2.16,97,4.6,23.9,0.0,-1.2,-1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,16,Bill Luna,,Baltimore,MLB,MLB,01/14/2021,27,DOM,5' 11',190 lbs,Right,Right,4.5 Stars,4.5 Stars,69,63,60,51,48,69,74,90,68,63,52,95,60,62,57,48,47,61,54,2,Line Drive,Ex. Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,4,73,70,41,14,14,48,8,9,22,43,20,20,19,49,520,457,.295,.369,.512,84.5,.368,.881,.323,2.34,86,4.7,24.3,-2.0,-2.4,-4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,35,Alejandro Nava,,Cincinnati,MLB,MLB,08/22/2019,29,VEN,6' 4',195 lbs,Right,Right,4.5 Stars,5.0 Stars,82,75,58,51,87,78,84,97,62,59,97,98,72,76,56,49,84,72,23,13,Line Drive,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,2,2,3,1,76,50,41,55,23,29,54,80,51,71,76,674,576,.290,.392,.470,121.5,.372,.862,.321,4.98,114,6.4,24.7,8.1,1.9,10.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,16,Heliodoro Jotta,,Seattle,MLB,MLB,09/05/2023,25,USA,6' 2',200 lbs,Switch,Right,4.5 Stars,5.0 Stars,72,81,91,61,80,57,100,98,100,74,97,86,76,62,86,58,74,51,14,13,Line Drive,Pull,Normal,1,3,1,9,1,1,3,1,9,1,1,3,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,6,5,9,60,53,56,50,47,40,54,38,33,43,64,623,528,.286,.390,.489,104.2,.375,.879,.337,1.51,107,5.1,37.1,-1.7,-3.0,-4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,56,Omar Marin,,New York,MLB,MLB,01/06/2024,24,USA,6' 4',200 lbs,Left,Left,4.5 Stars,5.0 Stars,73,76,65,79,50,62,59,52,53,52,44,46,83,83,70,91,52,72,30,11,Line Drive,Spray,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,6,1,1,1,44,37,37,3,64,58,63,63,51,51,66,549,491,.297,.361,.552,97.8,.385,.913,.307,3.46,98,4.7,32.4,-2.6,1.9,-0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,26,USA,6' 2',185 lbs,Right,Right,4.5 Stars,5.0 Stars,57,51,53,72,73,63,56,73,59,100,86,90,49,52,51,62,69,58,49,42,Flyball,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,1,3,3,1,2,72,72,30,53,31,34,43,87,64,71,89,628,550,.293,.369,.476,107.4,.360,.846,.319,3.94,100,6.6,26.2,7.0,1.8,8.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,Fernando Galiano,,San Francisco,MLB,MLB,10/03/2025,22,VEN,6' 2',200 lbs,Left,Left,4.5 Stars,5.0 Stars,65,66,67,86,67,60,55,50,56,56,55,46,72,73,73,97,73,67,38,2,Line Drive,Spray,Spray,1,2,1,7,1,1,2,1,7,1,1,2,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,11,9,9,56,50,37,4,46,54,56,32,21,14,6,612,520,.262,.369,.490,97.9,.366,.860,.278,2.54,100,4.1,31.5,0.0,-2.8,-2.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Juan Hernandez,,Cincinnati,MLB,MLB,10/03/2025,22,DOM,6' 1',195 lbs,Switch,Right,4.5 Stars,4.5 Stars,87,81,61,67,55,80,90,100,67,82,62,97,79,82,60,62,52,74,85,1,Line Drive,Ex. Pull,Pull,1,1,1,18,1,1,1,1,18,1,1,1,1,18,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,71,56,30,48,49,45,40,34,23,31,45,669,591,.310,.383,.491,112.8,.372,.873,.340,3.69,113,4.1,24.6,-1.1,-1.1,-2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,28,Nate Chwalek,,Los Angeles,MLB,MLB,02/05/2019,29,USA,6' 4',200 lbs,Left,Right,4.0 Stars,4.5 Stars,70,56,95,62,83,84,48,50,73,47,72,54,59,80,100,71,86,95,13,4,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,SIDE,Normal,1,2,10,7,11,22,6,33,7,70,43,42,66,50,59,75,629,539,.301,.390,.514,118.1,.380,.903,.321,3.13,110,4.7,32.9,2.7,2.2,4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,18,Alex Zarco,,Detroit,MLB,MLB,09/16/2021,27,DOM,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,70,69,84,50,50,65,50,46,57,36,36,42,78,85,94,57,57,80,60,9,Line Drive,Normal,Pull,1,12,1,10,12,1,12,1,10,12,1,12,1,10,12,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,9,1,3,2,26,20,21,16,72,71,53,77,55,77,81,612,543,.306,.379,.492,111.2,.372,.871,.346,5.18,103,6.6,32.6,4.9,3.6,8.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,43,B.J. Carrillo,,Cleveland,MLB,MLB,05/24/2020,28,USA,6' 6',205 lbs,Left,Left,4.0 Stars,4.0 Stars,66,67,61,70,47,61,49,45,48,43,34,41,77,81,69,86,52,74,28,5,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,1,1,2,2,41,32,9,8,20,31,18,40,34,32,57,573,511,.317,.377,.609,117.4,.404,.986,.331,3.70,111,5.5,43.0,-1.5,-0.3,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,13,Jonathan Kelly,,Indianapolis,MLB,MLB,11/30/2019,28,USA,6' 1',195 lbs,Switch,Right,4.0 Stars,4.5 Stars,65,60,53,60,50,67,51,49,47,45,44,47,65,76,57,67,52,78,91,5,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,5,2,1,2,72,57,48,54,57,40,41,68,31,19,79,609,542,.299,.366,.483,98.1,.360,.850,.324,4.17,96,6.4,31.4,-1.3,0.5,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Werner Sykora,,Milwaukee,MLB,MLB,08/06/2014,34,USA,5' 11',200 lbs,Left,Right,4.0 Stars,4.0 Stars,79,74,83,42,52,73,50,46,62,27,36,42,86,94,89,46,61,92,38,11,Line Drive,Normal,Normal,1,7,1,6,8,1,7,1,6,8,1,7,1,6,8,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,1,5,10,9,17,7,40,11,73,56,73,69,70,70,100,626,546,.291,.374,.421,99.1,.347,.795,.327,3.12,92,5.8,19.2,8.0,1.5,9.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Guangbiao Meehan,,Minnesota,MLB,MLB,06/27/2023,25,USA,6' 0',200 lbs,Right,Right,4.0 Stars,4.5 Stars,73,73,61,83,53,65,84,85,70,100,64,74,70,69,60,74,50,62,27,8,Line Drive,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,OTT,Normal,1,9,3,4,2,30,23,20,30,29,31,12,25,18,22,15,661,599,.289,.356,.491,101.6,.349,.846,.335,1.02,99,2.4,21.8,-0.7,-3.2,-3.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,49,Gilberto Bonilla,,Detroit,MLB,MLB,03/07/2023,25,DOM,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,48,65,74,98,55,36,49,38,52,51,39,23,74,52,84,100,63,39,40,8,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,11,11,6,56,39,55,5,44,58,73,23,10,2,12,593,532,.276,.346,.647,118.2,.406,.992,.324,3.65,116,4.3,48.0,-0.4,-0.5,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,83,Lorenzo Garcia,,New York,MLB,MLB,01/18/2012,36,DOM,6' 5',200 lbs,Left,Left,4.0 Stars,4.0 Stars,53,62,54,81,58,47,54,46,49,57,51,40,66,57,57,91,61,49,17,1,Line Drive,Spray,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,10,2,4,1,30,16,35,5,6,22,15,1,5,3,5,556,484,.291,.376,.599,111.9,.407,.975,.320,5.52,110,4.8,43.1,0.0,-1.9,-1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,9,Juan Guerra,,New York,MLB,MLB,03/07/2026,22,VEN,5' 9',170 lbs,Left,Right,4.0 Stars,4.5 Stars,64,73,66,58,76,55,53,45,50,41,46,39,81,77,75,67,91,62,35,9,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,69,57,73,45,30,34,46,46,25,10,16,571,480,.290,.401,.506,101.3,.381,.907,.327,1.93,100,6.0,34.7,-1.3,-3.4,-4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,30,Manny Guerrero,,Chicago,MLB,MLB,06/03/2022,26,PUR,6' 6',200 lbs,Right,Right,4.0 Stars,4.0 Stars,80,65,63,57,52,86,76,100,73,74,58,100,62,72,61,52,51,76,60,9,Line Drive,Spray,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,5,3,4,1,21,15,35,10,47,38,55,73,62,69,80,653,579,.304,.377,.513,118.5,.376,.890,.310,5.06,112,4.1,32.0,3.0,1.7,4.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,39,Francisco Martinez,,New York,MLB,MLB,05/09/2018,30,DOM,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,48,51,51,65,86,46,43,39,44,44,50,35,54,51,56,78,100,49,50,58,Line Drive,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,SIDE,Normal,1,9,5,2,1,8,1,36,1,74,31,75,91,79,82,94,676,570,.274,.383,.486,117.7,.375,.869,.313,4.38,116,6.4,34.8,2.0,2.8,4.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,52,Jose Suarez,,Atlanta,MLB,MLB,09/28/2015,32,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,82,70,74,43,47,83,58,57,52,31,40,57,74,89,83,47,50,93,53,5,Line Drive,Normal,Pull,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,SIDE,Normal,1,1,3,1,3,6,9,28,3,75,64,61,81,81,86,100,622,569,.279,.330,.469,95.0,.339,.799,.310,1.75,88,5.4,15.2,6.2,6.8,13.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,46,Victor Blanco,,Los Angeles,MLB,MLB,11/05/2024,23,VEN,6' 0',185 lbs,Left,Right,4.0 Stars,4.0 Stars,57,65,51,79,49,49,54,46,46,53,44,40,71,62,53,90,51,53,48,45,Normal,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,1,6,13,5,33,24,14,9,66,26,45,69,69,73,90,520,457,.274,.356,.565,97.9,.383,.920,.295,3.12,92,5.2,30.9,5.6,2.8,8.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,32,Ed Burtner,,Atlanta,MLB,MLB,03/18/2019,29,USA,6' 0',195 lbs,Left,Left,4.0 Stars,4.5 Stars,51,51,86,61,93,53,46,45,77,48,62,44,53,55,88,68,100,57,25,3,Line Drive,Normal,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,3,1,1,1,16,18,39,4,67,58,58,56,44,55,86,623,505,.271,.404,.485,108.1,.373,.890,.316,2.49,106,5.2,32.7,-3.5,2.6,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,15,Sandy Garcia,,Jacksonville,MLB,MLB,11/24/2023,24,VEN,6' 5',210 lbs,Right,Left,4.0 Stars,4.0 Stars,50,60,65,100,57,43,72,62,79,100,67,52,57,47,61,97,55,40,39,2,Flyball,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,1,1,1,5,1,26,29,36,13,39,46,34,23,35,44,71,649,570,.251,.336,.479,91.3,.343,.815,.307,1.44,94,3.3,26.6,-3.4,1.6,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,5,João Prudente,,Los Angeles,MLB,MLB,12/11/2017,30,VEN,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,48,64,51,97,55,36,50,39,44,53,40,25,72,51,55,100,62,39,33,4,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,1,2,2,2,17,13,25,4,68,26,30,84,64,79,96,618,557,.250,.320,.562,105.4,.365,.882,.291,3.17,101,5.0,27.6,6.6,3.0,9.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,44,David Rebollar,,Detroit,MLB,MLB,04/20/2018,30,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,74,69,57,49,79,72,80,94,64,59,100,97,65,66,55,46,70,63,47,8,Line Drive,Normal,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,8,5,12,56,58,73,34,31,17,35,47,28,41,76,617,536,.297,.386,.448,94.3,.360,.833,.343,3.33,98,5.4,26.6,-3.0,3.7,0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,43,Carlos Salinas,,Atlanta,MLB,MLB,10/05/2015,32,VEN,6' 2',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,69,67,59,54,80,63,59,56,53,47,69,52,70,74,61,57,84,69,46,6,Line Drive,Pull,Spray,1,4,1,6,4,1,4,1,6,4,1,4,1,6,4,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,3,2,4,66,43,73,39,22,22,39,52,46,59,64,637,564,.278,.353,.441,94.8,.342,.795,.309,2.74,91,4.5,16.9,1.7,-1.0,0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,34,Mark Collyer,,New York,MLB,MLB,09/21/2019,28,AUS,6' 2',200 lbs,Left,Right,4.0 Stars,4.0 Stars,86,80,54,40,46,79,59,54,46,30,40,49,88,97,58,43,48,93,60,4,Line Drive,Normal,Normal,1,8,1,4,9,1,8,1,4,9,1,8,1,4,9,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,89-91,91-93,3/4,GB'er,1,1,1,1,1,7,7,33,1,64,59,49,83,32,27,36,258,233,.322,.384,.524,47.1,.381,.907,.356,1.59,45,1.8,14.5,-0.1,-1.2,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,3,J.J. Garton,,Boston,MLB,MLB,05/09/2016,32,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,50,55,48,71,67,46,61,59,52,99,79,56,52,48,47,62,64,44,21,3,Line Drive,Normal,Spray,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,1,8,1,5,1,65,87,50,60,40,58,37,48,44,47,71,618,528,.256,.354,.483,95.5,.355,.837,.301,2.12,95,4.0,17.7,-0.5,-1.3,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,36,Javier Reyes,,Houston,MLB,MLB,12/23/2022,25,DOM,6' 1',190 lbs,Right,Right,4.0 Stars,5.0 Stars,63,61,54,66,80,61,72,83,60,91,93,84,60,59,52,60,77,57,18,5,Normal,Normal,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,1,1,1,1,4,57,53,37,37,47,35,38,48,35,51,57,625,534,.253,.357,.403,80.9,.332,.759,.299,0.99,85,1.6,11.8,0.5,0.2,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
